"","Date","Cases_African_American","Cases_Asian","Cases_Hispanic","Cases_Multi_Racial","Cases_Native_American","Cases_Pacific_Islander","Cases_White","Cases_Other","Cases_Race_Or_Ethnicity_Unknown","New_Cases_African_American","New_Cases_Asian","New_Cases_Hispanic","New_Cases_Multi_Racial","New_Cases_Native_American","New_Cases_Pacific_Islander","New_Cases_White","New_Cases_Other","New_Cases_Race_Or_Ethnicity_Unknown","Deaths_African_American","Deaths_Asian","Deaths_Hispanic","Deaths_Multi_Racial","Deaths_Native_American","Deaths_Pacific_Islander","Deaths_White","Deaths_Other","Deaths_Race_Or_Ethnicity_Unknown","New_Deaths_African_American","New_Deaths_Asian","New_Deaths_Hispanic","New_Deaths_Multi_Racial","New_Deaths_Native_American","New_Deaths_Pacific_Islander","New_Deaths_White","New_Deaths_Other","New_Deaths_Race_Or_Ethnicity_Unknown","Total_State_Population_African_American","Total_State_Population_Asian","Total_State_Population_Hispanic","Total_State_Population_Multi_Racial","Total_State_Population_Native_American","Total_State_Population_Pacific_Islander","Total_State_Population_White","Total_State_Population_Other","Total_State_Population_Race_Or_Ethnicity_Unknown","Pct_State_Population_African_American","Pct_State_Population_Asian","Pct_State_Population_Hispanic","Pct_State_Population_Multi_Racial","Pct_State_Population_Native_American","Pct_State_Population_Pacific_Islander","Pct_State_Population_White","Pct_State_Population_Other","Pct_State_Population_Race_Or_Ethnicity_Unknown","Cases_Per_10_000_African_American","Cases_Per_10_000_Asian","Cases_Per_10_000_Hispanic","Cases_Per_10_000_Multi_Racial","Cases_Per_10_000_Native_American","Cases_Per_10_000_Pacific_Islander","Cases_Per_10_000_White","Cases_Per_10_000_Other","Cases_Per_10_000_Race_Or_Ethnicity_Unknown","Deaths_Per_10_000_African_American","Deaths_Per_10_000_Asian","Deaths_Per_10_000_Hispanic","Deaths_Per_10_000_Multi_Racial","Deaths_Per_10_000_Native_American","Deaths_Per_10_000_Pacific_Islander","Deaths_Per_10_000_White","Deaths_Per_10_000_Other","Deaths_Per_10_000_Race_Or_Ethnicity_Unknown","Cases_Other_Race","Cases_Unknown_Race","Deaths_Other_Race","Deaths_Unknown_Race","Na","Deaths_Na","Objectid","Fips","Nonhispanic","Cases_0_10","Cases_11_17","Cases_18_24","Cases_25_34","Cases_35_44","Deaths_0_10","Deaths_11_17","Deaths_18_24","Deaths_25_34","Deaths_35_44","Male","Female","Unk_Gender","Diabetes","Cardiac_Disease","Hypertension","Cpd","Ckd","Immunocompromised","Healthcare","Nursing_Home","Jailed","Positives","Deaths_Nursing_Home","Deaths_Jailed","Deaths","Deaths_Nonhispanic","Cases_45_54","Deaths_45_54","Cases_55_64","Deaths_55_64","Cases_65","Deaths_65","Noncovid_Death","Pos_24Hr","Cases_Unknown","Deaths_Unknown","objectid_1","objectid","fips","d_age_9","age_9","hosp_age_1","hosp_age_2","hosp_age_3","hosp_age_4","hosp_age_5","hosp_age_6","hosp_age_7","hosp_age_8","active_m","active_f","active_u","active_multi_race","active_white","active_black","active_asian","active_ai_an","active_nh_pi","active_other","active_unk","active_hispanic","active_non_hispanic","active_age_1","active_age_2","active_age_3","active_age_4","active_age_5","active_age_6","active_age_7","active_age_8","active_age_9","active_age_0","active_fully_immu","hospital_fully_immu","intubated_fully_immu","deaths_fully_immu","cases_fully_immu","total_hosp","total_intub","positive_feb","deaths_feb","hosp_feb","intub_feb","active_cases","percent_fully_active","percent_fully_cases","percent_fully_deaths","percent_fully_hosp","percent_fully_intub","Hosp_0_10","Hosp_11_17","Hosp_18_24","Hosp_25_34","Hosp_35_44","Hosp_45_54","Hosp_55_64","Hosp_65","Deaths_0_17","Active_Male","Active_Female","Active_Unknown","Active_Multi_Race","Active_White","Active_Black","Active_Asian","Active_Native_American","Active_Pacific_Islander","Active_Other","Active_Unknown2","Active_Hispanic","Active_NonHispanic","Active_0_4","Active_5_11","Active_12_18","Active_19_24","Active_25_34","Active_35_44","Active_45_54","Active_55_64","Active_65_Plus","Active_fully_immu","Hospital_fully_immu","Vent_fully_immu","Deaths_fully_immu","Cases_fully_immu","Total_hosp","Total_intub"
"1:17","2021-09-03",72643,3979,43377,2190,1540,3978,306856,24110,45067,268,10,110,8,7,17,1367,NA,NA,1054,40,254,19,24,61,5490,NA,60,0,0,2,0,0,0,17,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1533.21584229466,775.588172231643,1866.71314406703,329.859019158935,510.305520577904,3295.50161544197,1285.48525543519,NA,NA,22.2459080403972,7.79681500107206,10.9307960115505,2.86179057717797,7.9528133077076,50.5343384972248,22.998781357833,NA,NA,NA,NA,274,NA,NA,NA,NA,NA,416986,34458,40991,58611,75920,70503,NA,NA,15,67,172,214356,240775,5232,25395,13451,47208,8793,3401,3340,25815,17335,16031,460363,2149,63,7022,6768,62984,401,54365,971,62531,5393,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151647,1397,8344,837,22993,14.1,11.3,11.7,9.2,8,396,299,796,1602,2250,3363,4670,10984,3,10554,12044,395,54,14127,2893,124,47,100,1096,4552,1120,21873,1335,2898,3193,2182,3356,3110,2450,2175,2294,3238,768,69,164,17180,NA,NA
"1:18","2021-09-02",72375,3969,43267,2182,1533,3961,305489,24014,44711,307,16,99,6,8,19,1415,NA,NA,1054,40,252,19,24,61,5473,NA,60,5,0,0,0,0,0,28,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1527.55938749881,773.638968481375,1861.97933477069,328.654054705386,507.985950029823,3281.41827520504,1279.75860076922,NA,NA,22.2459080403972,7.79681500107206,10.844726751617,2.86179057717797,7.9528133077076,50.5343384972248,22.9275647306776,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,414967,33969,40712,58383,75614,70235,NA,NA,15,67,171,213375,239614,5245,25333,13418,47080,8759,3389,3333,25766,17317,16024,458234,2147,63,7003,6751,62794,399,54177,968,62350,5380,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149710,1378,8280,827,23077,14.2,11.3,11.7,9.2,8,396,299,795,1594,2244,3355,4656,10954,3,10599,12081,397,53,14090,2898,132,46,104,1086,4668,1126,21951,1196,2963,3185,2180,3419,3118,2496,2181,2339,3271,760,68,161,16885,NA,NA
"1:19","2021-09-01",72068,3953,43168,2176,1525,3942,304074,23914,44129,297,18,144,7,5,8,1780,NA,NA,1049,40,252,19,24,61,5445,NA,59,3,0,1,0,1,0,28,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1521.07979189312,770.520242480947,1857.71890640398,327.750331365225,505.335012260587,3265.67807141082,1273.83086386188,NA,NA,22.1403771673403,7.79681500107206,10.844726751617,2.86179057717797,7.9528133077076,50.5343384972248,22.8102667565393,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,412613,33511,40301,58119,75269,69902,NA,NA,15,66,170,212193,238244,5344,25266,13381,46944,8727,3383,3321,25711,17305,16021,455781,2147,63,6969,6717,62557,395,53967,959,62155,5361,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147532,1344,8143,809,22814,14.2,11.2,11.5,9.1,8,387,295,793,1584,2221,3333,4630,10903,3,10524,11891,399,50,13973,2855,129,40,117,1099,4551,1155,21659,1182,2808,3076,2180,3421,3063,2518,2195,2371,3231,739,68,154,16568,NA,NA
"1:20","2021-08-31",71771,3935,43024,2169,1520,3934,302294,23793,43475,294,16,108,9,2,8,1610,NA,NA,1046,40,251,19,23,61,5417,NA,58,3,0,1,0,0,0,18,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1514.81125803354,767.011675730464,1851.52191968877,326.69598746837,503.678176154815,3259.05061718168,1266.37406407737,NA,NA,22.0770586435062,7.79681500107206,10.8016921216503,2.86179057717797,7.62144608655312,50.5343384972248,22.6929687824009,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,409867,33119,39787,57780,74863,69516,NA,NA,15,65,169,210837,236758,5296,25206,13354,46854,8709,3375,3311,25671,17284,16013,452891,2144,63,6934,6683,62254,390,53698,952,61874,5340,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144935,1310,8037,799,22422,13.9,11.1,11.5,8.9,8,371,254,720,1410,1962,2905,4025,9653,3,10324,11756,342,49,13662,2852,128,39,129,1072,4491,1126,21296,1247,2653,2884,2132,3437,3054,2505,2177,2333,3118,718,68,151,16117,NA,NA
"1:21","2021-08-30",71477,3919,42916,2160,1518,3926,300684,23705,42876,127,7,48,3,4,2,556,NA,NA,1043,40,250,19,23,61,5399,NA,60,5,0,1,0,0,0,20,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1508.60604269779,763.892949730035,1846.87417965237,325.340402458127,503.015441712506,3252.42316295253,1259.62943056442,NA,NA,22.013740119672,7.79681500107206,10.7586574916836,2.86179057717797,7.62144608655312,50.5343384972248,22.6175629418835,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,407349,32674,39382,57481,74481,69171,NA,NA,15,65,166,209603,235363,5299,25154,13328,46766,8688,3369,3304,25621,17263,16010,450265,2144,63,6912,6662,61988,384,53459,948,61629,5331,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142547,1288,7891,781,22427,13.9,11,11.6,8.8,8,365,254,715,1398,1952,2881,3996,9609,3,10388,11672,367,40,13547,2890,128,47,140,1115,4520,1145,21282,1188,2601,2790,2173,3494,3123,2546,2172,2340,3120,691,66,150,15749,NA,NA
"1:22","2021-08-29",71350,3912,42868,2157,1514,3924,300128,23674,42724,149,9,63,8,3,11,619,NA,NA,1038,40,249,19,23,61,5379,NA,56,1,0,1,0,0,0,22,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1505.92555852215,762.528507104848,1844.80851741396,324.888540788047,501.689972827888,3250.76629939524,1257.3002279351,NA,NA,21.9082092466151,7.79681500107206,10.7156228617168,2.86179057717797,7.62144608655312,50.5343384972248,22.5337786746418,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,406515,32549,39294,57375,74327,69040,NA,NA,14,64,165,209175,234909,5299,25110,13304,46678,8666,3360,3300,25584,17245,16005,449383,2142,63,6879,6630,61877,382,53384,941,61537,5310,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141658,1256,7846,774,24115,13.9,11,11.3,8.7,8,365,254,711,1394,1950,2875,3989,9590,3,11183,12491,441,44,14581,3109,132,55,145,1216,4833,1260,22855,1257,2742,2957,2359,3782,3373,2749,2391,2505,3347,686,64,142,15598,NA,NA
"1:23","2021-08-28",71201,3903,42805,2149,1511,3913,299509,23628,42782,277,20,126,6,4,11,1283,NA,NA,1037,40,248,19,23,61,5357,NA,54,4,0,0,0,0,0,13,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1502.78073850505,760.774223729606,1842.09733572606,323.683576334498,500.695871164424,3241.65354983017,1254.70710486397,NA,NA,21.8871030720037,7.79681500107206,10.6725882317501,2.86179057717797,7.62144608655312,50.5343384972248,22.441615980676,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,405791,32483,39137,57279,74202,68929,NA,NA,14,64,165,208780,234492,5324,25060,13286,46588,8650,3354,3294,25561,17237,16002,448596,2138,63,6854,6606,61777,380,53320,936,61469,5292,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140878,1232,7827,770,24697,14.1,11,11.3,8.7,8,365,253,711,1392,1950,2872,3985,9582,3,11419,12784,494,39,14837,3165,133,53,138,1241,5091,1289,23408,1392,2692,2957,2421,3893,3476,2802,2480,2584,3472,683,64,139,15487,NA,NA
"1:24","2021-08-27",70924,3883,42679,2143,1507,3902,298226,23511,42334,368,15,155,2,8,17,1739,NA,NA,1033,40,248,19,23,61,5344,NA,53,3,0,1,0,0,0,28,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1496.9343281377,756.87581622907,1836.67497235025,322.779852994337,499.370402279807,3232.5408002651,1249.33234412042,NA,NA,21.8026783735582,7.79681500107206,10.6725882317501,2.86179057717797,7.62144608655312,50.5343384972248,22.3871562069689,NA,NA,NA,NA,263,NA,NA,NA,NA,NA,403751,32108,38877,56979,73860,68647,NA,NA,14,64,164,207776,233346,5308,25018,13254,46496,8625,3350,3288,25509,17214,15996,446430,2138,63,6836,6588,61561,379,53113,931,61285,5281,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138913,1214,7747,761,24228,14.2,11,11.3,8.7,8,365,252,711,1389,1942,2856,3972,9554,3,11203,12512,513,37,14610,3098,121,51,132,1208,4971,1270,22958,1375,2549,2865,2354,3842,3443,2783,2466,2551,3448,673,63,137,15213,NA,NA
"1:25","2021-08-26",70556,3868,42524,2141,1499,3885,296487,23380,41748,264,10,141,12,5,12,1542,NA,NA,1030,40,247,19,23,61,5316,NA,56,9,0,1,0,0,0,23,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1489.16725588071,753.952010603668,1830.00460470541,322.47861188095,496.719464510571,3218.45746002817,1242.04730208376,NA,NA,21.739359849724,7.79681500107206,10.6295536017834,2.86179057717797,7.62144608655312,50.5343384972248,22.2698582328306,NA,NA,NA,NA,261,NA,NA,NA,NA,NA,401040,31509,38454,56656,73478,68284,NA,NA,12,64,161,206460,231844,5260,24960,13223,46393,8600,3334,3280,25448,17184,15983,443564,2135,63,6806,6559,61272,374,52863,925,61048,5267,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136249,1191,7670,749,23575,14.1,10.9,11.2,8.6,8,357,246,707,1383,1935,2846,3966,9536,3,10913,12124,538,38,14212,3012,112,46,121,1189,4845,1246,22329,1190,2392,2690,2304,3832,3399,2778,2436,2554,3321,662,61,133,14797,NA,NA
"1:26","2021-08-25",70292,3858,42383,2129,1494,3873,294945,23260,41395,355,17,161,5,8,14,1765,NA,NA,1021,40,246,19,23,61,5293,NA,58,2,0,3,0,0,0,21,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1483.5952257833,752.0028068534,1823.9367218801,320.671165200627,495.062628404798,3208.51627868445,1235.58753507943,NA,NA,21.5494042782216,7.79681500107206,10.5865189718166,2.86179057717797,7.62144608655312,50.5343384972248,22.1735063255027,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,398863,31192,38060,56381,73115,67972,NA,NA,12,64,159,205400,230658,5188,24898,13186,46281,8581,3327,3268,25393,17163,15977,441246,2134,63,6774,6528,61035,368,52675,922,60816,5246,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134091,1166,7553,735,23587,14.3,10.8,10.9,8.5,8,357,246,705,1378,1928,2827,3948,9489,3,10959,12113,515,31,14113,3026,120,54,121,1159,4963,1230,22357,1259,2261,2496,2326,3898,3437,2839,2493,2578,3373,642,61,127,14436,NA,NA
"1:27","2021-08-24",69937,3841,42222,2124,1486,3859,293180,23102,40936,260,7,100,5,4,13,1354,NA,NA,1019,40,243,19,23,61,5272,NA,56,4,0,3,0,0,0,34,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1476.10253379626,748.689160477945,1817.00814645545,319.918062417159,492.411690635562,3196.91823378345,1228.19357349535,NA,NA,21.5071919289988,7.79681500107206,10.4574150819164,2.86179057717797,7.62144608655312,50.5343384972248,22.085532844899,NA,NA,NA,NA,259,NA,NA,NA,NA,NA,396243,30787,37675,56045,72704,67568,NA,NA,12,64,156,204141,229210,5114,24834,13154,46180,8556,3319,3256,25351,17142,15956,438465,2133,63,6749,6506,60703,365,52415,918,60568,5231,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131340,1147,7457,719,23128,14.2,10.7,10.6,8.4,8,356,245,704,1372,1923,2804,3932,9461,3,10803,11841,484,29,13819,2958,110,52,120,1106,4934,1195,21933,1228,2124,2348,2309,3915,3388,2814,2463,2539,3275,627,56,122,14022,NA,NA
"1:28","2021-08-23",69677,3834,42122,2119,1482,3846,291826,23029,40429,140,4,79,5,0,4,641,NA,NA,1015,40,240,19,23,61,5238,NA,51,1,0,3,1,0,1,23,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1470.6149283973,747.324717852757,1812.70468345878,319.164959633691,491.086221750944,3186.14862066109,1222.52137860309,NA,NA,21.4227672305533,7.79681500107206,10.3283111920162,2.86179057717797,7.62144608655312,50.5343384972248,21.9430995905882,NA,NA,NA,NA,257,NA,NA,NA,NA,NA,394120,30286,37330,55853,72423,67281,NA,NA,12,64,156,203161,228006,5075,24760,13119,46064,8534,3314,3246,25306,17111,15949,436242,2128,63,6704,6464,60464,361,52213,902,60392,5206,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129512,1108,7248,698,23576,14.5,10.6,10.5,8.4,8,346,243,701,1356,1901,2778,3898,9400,3,11117,11952,507,28,14095,3023,114,56,134,1145,4981,1239,22337,1152,1994,2253,2466,4134,3508,2900,2524,2645,3416,606,54,116,13733,NA,NA
"1:29","2021-08-22",69537,3830,42043,2114,1482,3842,291185,22963,40303,188,8,85,2,2,17,861,NA,NA,1014,40,237,18,23,60,5215,NA,51,4,0,0,0,0,0,19,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1467.66006395171,746.54503635265,1809.30494769141,318.411856850223,491.086221750944,3182.83489354652,1219.836092838,NA,NA,21.4016610559419,7.79681500107206,10.199207302116,2.7111700204844,7.62144608655312,49.7059067185817,21.8467476832603,NA,NA,NA,NA,253,NA,NA,NA,NA,NA,393213,30170,37211,55758,72251,67146,NA,NA,12,63,155,202708,227465,5083,24708,13092,45964,8515,3310,3236,25267,17090,15945,435256,2126,63,6674,6437,60363,355,52112,898,60245,5188,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128528,1084,7186,691,25378,14.7,10.6,10.3,8.3,8,343,243,698,1356,1900,2769,3880,9376,3,11963,12826,589,31,15221,3239,131,60,135,1216,5345,1295,24083,1237,2077,2368,2682,4468,3849,3170,2739,2788,3726,597,52,112,13599,NA,NA
"1:30","2021-08-21",69349,3822,41958,2112,1480,3825,290324,22899,40216,283,21,118,6,3,24,1554,NA,NA,1010,40,237,18,23,60,5196,NA,47,3,0,1,0,0,0,36,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1463.69210312477,744.985673352436,1805.64700414423,318.110615736836,490.423487308635,3168.75155330959,1216.22918013324,NA,NA,21.3172363574964,7.79681500107206,10.199207302116,2.7111700204844,7.62144608655312,49.7059067185817,21.7671526293807,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,392069,30118,37032,55588,72032,66948,NA,NA,12,61,154,202145,226792,5090,24664,13068,45885,8504,3306,3231,25224,17085,15939,434027,2126,63,6645,6408,60216,353,51981,891,60112,5171,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127301,1056,7166,685,25721,14.9,10.5,10.4,8.3,7,342,243,697,1355,1896,2769,3875,9368,3,12111,12976,634,30,15365,3269,136,63,123,1231,5504,1296,24425,1360,2032,2322,2697,4532,3925,3237,2770,2846,3827,595,51,110,13404,NA,NA
"1:31","2021-08-20",69066,3801,41840,2106,1477,3801,288770,22809,39677,292,19,129,4,9,31,1409,NA,NA,1007,40,236,18,23,60,5160,NA,59,5,0,1,0,0,0,24,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1457.71905570975,740.892345476873,1800.56891780816,317.206892396674,489.429385645172,3148.86919062215,1209.71914256857,NA,NA,21.2539178336622,7.79681500107206,10.1561726721493,2.7111700204844,7.62144608655312,49.7059067185817,21.6163409483457,NA,NA,NA,NA,247,NA,NA,NA,NA,NA,389667,29666,36801,55303,71616,66614,NA,NA,12,60,151,200986,225427,5094,24612,13025,45773,8474,3301,3217,25171,17063,15932,431507,2126,63,6614,6378,59914,349,51756,885,59837,5154,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124991,1027,7033,672,24978,15.2,10.4,10.3,8.2,7,342,243,692,1344,1881,2747,3856,9318,3,11747,12575,656,30,14953,3193,131,69,105,1222,5275,1265,23713,1217,1913,2206,2664,4429,3881,3155,2740,2773,3794,579,50,106,13059,NA,NA
"1:32","2021-08-19",68774,3782,41711,2102,1468,3770,287361,22688,39155,325,17,172,5,10,10,2018,NA,NA,1002,40,235,18,23,60,5136,NA,56,2,0,0,0,0,0,10,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1451.55605272322,737.188858351363,1795.01745054245,316.6044101699,486.447080654782,3123.18780548422,1203.81654094139,NA,NA,21.1483869606053,7.79681500107206,10.1131380421825,2.7111700204844,7.62144608655312,49.7059067185817,21.5157998276558,NA,NA,NA,NA,246,NA,NA,NA,NA,NA,387389,29519,36539,54976,71176,66238,NA,NA,12,57,149,199853,224266,4981,24560,13006,45691,8459,3291,3215,25143,17053,15921,429100,2124,63,6581,6346,59602,346,51481,877,59569,5137,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122602,999,6958,659,24787,15.2,10.4,10.2,8.2,7,341,241,689,1338,1877,2736,3837,9297,3,11621,12551,615,30,14927,3176,124,68,83,1182,5197,1254,23533,1376,1819,2100,2625,4377,3853,3144,2734,2759,3758,569,48,102,12697,NA,NA
"1:33","2021-08-18",68449,3765,41539,2097,1458,3760,285343,22529,38150,345,11,154,6,13,9,1581,NA,NA,1000,40,235,18,23,60,5126,NA,54,3,1,1,0,0,0,21,NA,NA,473795,51303,232371,66392,30178,12071,2387083,NA,NA,"15.70%","1.70%","7.70%","2.20%","1.00%","0.40%","79.10%",NA,NA,1444.69654597452,733.875211975908,1787.61549418817,315.851307386432,483.133408443237,3114.90348769779,1195.36270837671,NA,NA,21.1061746113826,7.79681500107206,10.1131380421825,2.7111700204844,7.62144608655312,49.7059067185817,21.4739076940349,NA,NA,NA,NA,244,NA,NA,NA,NA,NA,384012,28953,36243,54568,70594,65734,NA,NA,12,56,148,198243,222517,4791,24501,12969,45566,8429,3286,3205,25085,17032,15916,425551,2124,63,6565,6330,59181,345,51092,876,59186,5125,114,NA,NA,NA,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119191,984,6884,646,23788,15.2,10.2,10.1,8.1,7,340,240,687,1331,1871,2726,3819,9271,3,11198,12110,480,29,14421,3144,121,62,90,1128,4793,1205,22583,1169,1758,1995,2578,4244,3735,3040,2599,2670,3614,560,45,99,12167,NA,NA
