"","V1","date","confirmed_active","active_cases","Hospitalized","Vent","Hosp_Change_from_Yesterday","Pct_Vent","Pct_Hospitalized"
"435","0.384722222",2020-07-11,6355,0,412,84,10,20.39,Inf
"436","0.385416667",2020-07-11,6355,0,412,84,10,20.39,6.48
"437","0.386111111",2020-07-10,5848,0,402,84,8,20.9,Inf
"438","0.386805556",2020-07-10,5848,0,402,84,8,20.9,6.87
"439","0.3875",2020-07-09,5751,0,394,82,36,20.81,Inf
"440","0.388194444",2020-07-09,5751,0,394,82,36,20.81,6.85
"441","0.388888889",2020-07-08,5545,0,358,79,-11,22.07,Inf
"442","0.389583333",2020-07-08,5545,0,358,79,-11,22.07,6.46
"443","0.390277778",2020-07-07,5486,0,369,83,32,22.49,Inf
"444","0.390972222",2020-07-07,5486,0,369,83,32,22.49,6.73
"445","0.391666667",2020-07-06,6127,0,337,81,12,24.04,Inf
"446","0.392361111",2020-07-06,6127,0,337,81,12,24.04,5.5
"447","0.393055556",2020-07-05,6394,0,325,75,20,23.08,Inf
"448","0.39375",2020-07-05,6394,0,325,75,20,23.08,5.08
"449","0.394444444",2020-07-04,6197,0,305,69,24,22.62,Inf
"450","0.395138889",2020-07-04,6197,0,305,69,24,22.62,4.92
"451","0.395833333",2020-07-03,6177,0,281,70,9,24.91,Inf
"452","0.396527778",2020-07-03,6177,0,281,70,9,24.91,4.55
"453","0.397222222",2020-07-02,6098,0,272,69,-3,25.37,Inf
"454","0.397916667",2020-07-02,6098,0,272,69,-3,25.37,4.46
"455","0.398611111",2020-07-01,5757,0,275,72,-15,26.18,Inf
"456","0.399305556",2020-07-01,5757,0,275,72,-15,26.18,4.78
"457","0.4",2020-06-30,5976,0,290,67,-10,23.1,Inf
"458","0.400694444",2020-06-30,5976,0,290,67,-10,23.1,4.85
"459","0.401388889",2020-06-29,5926,0,300,63,17,21,Inf
"460","0.402083333",2020-06-29,5926,0,300,63,17,21,5.06
"461","0.402777778",2020-06-28,5918,0,283,66,5,23.32,Inf
"462","0.403472222",2020-06-28,5918,0,283,66,5,23.32,4.78
"463","0.404166667",2020-06-27,5781,0,278,63,-6,22.66,Inf
"464","0.404861111",2020-06-27,5781,0,278,63,-6,22.66,4.81
"465","0.405555556",2020-06-26,5707,0,284,63,0,22.18,Inf
"466","0.40625",2020-06-26,5707,0,284,63,0,22.18,4.98
"467","0.406944444",2020-06-25,5693,0,284,66,17,23.24,Inf
"468","0.407638889",2020-06-25,5693,0,284,66,17,23.24,4.99
"469","0.408333333",2020-06-24,5567,0,267,58,19,21.72,Inf
"470","0.409027778",2020-06-24,5567,0,267,58,19,21.72,4.8
"471","0.409722222",2020-06-23,5221,0,248,57,11,22.98,Inf
"472","0.410416667",2020-06-23,5221,0,248,57,11,22.98,4.75
"473","0.411111111",2020-06-22,5063,0,237,61,-7,25.74,Inf
"474","0.411805556",2020-06-22,5063,0,237,61,-7,25.74,4.68
"475","0.4125",2020-06-21,4880,0,244,62,4,25.41,Inf
"476","0.413194444",2020-06-21,4880,0,244,62,4,25.41,5
"477","0.413888889",2020-06-20,4836,0,240,59,9,24.58,Inf
"478","0.414583333",2020-06-20,4836,0,240,59,9,24.58,4.96
"479","0.415277778",2020-06-19,4705,0,231,57,5,24.68,Inf
"480","0.415972222",2020-06-19,4705,0,231,57,5,24.68,4.91
"481","0.416666667",2020-06-18,4344,0,226,53,9,23.45,Inf
"482","0.417361111",2020-06-18,4344,0,226,53,9,23.45,5.2
"483","0.418055556",2020-06-17,4413,0,217,53,3,24.42,Inf
"484","0.41875",2020-06-17,4413,0,217,53,3,24.42,4.92
"485","0.419444444",2020-06-16,4338,0,214,45,8,21.03,Inf
"486","0.420138889",2020-06-16,4338,0,214,45,8,21.03,4.93
"487","0.420833333",2020-06-15,4383,0,206,45,5,21.84,Inf
"488","0.421527778",2020-06-15,4383,0,206,45,5,21.84,4.7
"489","0.422222222",2020-06-14,4212,0,201,45,-3,22.39,Inf
"490","0.422916667",2020-06-14,4212,0,201,45,-3,22.39,4.77
"491","0.423611111",2020-06-13,4055,0,204,46,1,22.55,Inf
"492","0.424305556",2020-06-13,4055,0,204,46,1,22.55,5.03
"493","0.425",2020-06-12,3764,0,203,49,16,24.14,Inf
"494","0.425694444",2020-06-12,3764,0,203,49,16,24.14,5.39
"495","0.426388889",2020-06-11,3294,0,187,45,6,24.06,Inf
"496","0.427083333",2020-06-11,3294,0,187,45,6,24.06,5.68
"497","0.427777778",2020-06-10,3087,0,181,49,8,27.07,Inf
"498","0.428472222",2020-06-10,3087,0,181,49,8,27.07,5.86
"499","0.429166667",2020-06-09,3044,0,173,44,2,25.43,Inf
"500","0.429861111",2020-06-09,3044,0,173,44,2,25.43,5.68
"501","0.430555556",2020-06-08,2955,0,171,46,26,26.9,Inf
"502","0.43125",2020-06-08,2955,0,171,46,26,26.9,5.79
"503","0.431944444",2020-06-07,2848,0,145,35,-9,24.14,Inf
"504","0.432638889",2020-06-07,2848,0,145,35,-9,24.14,5.09
"505","0.433333333",2020-06-06,2681,0,154,36,7,23.38,Inf
"506","0.434027778",2020-06-06,2681,0,154,36,7,23.38,5.74
"507","0.434722222",2020-06-05,2422,0,147,35,10,23.81,Inf
"508","0.435416667",2020-06-05,2422,0,147,35,10,23.81,6.07
"509","0.436111111",2020-06-04,2355,0,137,32,-1,23.36,Inf
"510","0.436805556",2020-06-04,2355,0,137,32,-1,23.36,5.82
"511","0.4375",2020-06-03,2208,0,138,30,6,21.74,Inf
"512","0.438194444",2020-06-03,2208,0,138,30,6,21.74,6.25
"513","0.438888889",2020-06-02,2115,0,132,31,11,23.48,Inf
"514","0.439583333",2020-06-02,2115,0,132,31,11,23.48,6.24
"515","0.440277778",2020-06-01,1909,0,121,26,6,21.49,Inf
"516","0.440972222",2020-06-01,1909,0,121,26,6,21.49,6.34
"517","0.441666667",2020-05-31,1845,0,115,27,11,23.48,Inf
"518","0.442361111",2020-05-31,1845,0,115,27,11,23.48,6.23
"519","0.443055556",2020-05-30,1714,0,104,26,-9,25,Inf
"520","0.44375",2020-05-30,1714,0,104,26,-9,25,6.07
"521","0.444444444",2020-05-29,1699,0,113,24,9,21.24,Inf
"522","0.445138889",2020-05-29,1699,0,113,24,9,21.24,6.65
"523","0.445833333",2020-05-28,1830,0,104,27,-4,25.96,Inf
"524","0.446527778",2020-05-28,1830,0,104,27,-4,25.96,5.68
"525","0.447222222",2020-05-27,1733,0,108,22,1,20.37,Inf
"526","0.447916667",2020-05-27,1733,0,108,22,1,20.37,6.23
"527","0.448611111",2020-05-26,1729,0,107,18,8,16.82,Inf
"528","0.449305556",2020-05-26,1729,0,107,18,8,16.82,6.19
"529","0.45",2020-05-25,1663,0,99,17,7,17.17,Inf
"530","0.450694444",2020-05-25,1663,0,99,17,7,17.17,5.95
"531","0.451388889",2020-05-24,1658,0,92,17,6,18.48,Inf
"532","0.452083333",2020-05-24,1658,0,92,17,6,18.48,5.55
"533","0.452777778",2020-05-23,1564,0,86,17,5,19.77,Inf
"534","0.453472222",2020-05-23,1564,0,86,17,5,19.77,5.5
"535","0.454166667",2020-05-22,1470,0,81,14,-5,17.28,Inf
"536","0.454861111",2020-05-22,1470,0,81,14,-5,17.28,5.51
"537","0.455555556",2020-05-21,1433,0,86,14,7,16.28,Inf
"538","0.45625",2020-05-21,1433,0,86,14,7,16.28,6
"539","0.456944444",2020-05-20,1044,0,79,16,1,20.25,Inf
"540","0.457638889",2020-05-20,1044,0,79,16,1,20.25,7.57
"541","0.458333333",2020-05-19,1082,0,78,14,1,17.95,Inf
"542","0.459027778",2020-05-19,1082,0,78,14,1,17.95,7.21
"543","0.459722222",2020-05-18,1068,0,77,12,12,15.58,Inf
"544","0.460416667",2020-05-18,1068,0,77,12,12,15.58,7.21
"545","0.461111111",2020-05-17,1071,0,65,10,0,15.38,Inf
"546","0.461805556",2020-05-17,1071,0,65,10,0,15.38,6.07
"547","0.4625",2020-05-16,1008,0,65,10,0,15.38,Inf
"548","0.463194444",2020-05-16,1008,0,65,10,0,15.38,6.45
"549","0.463888889",2020-05-15,975,0,65,9,-4,13.85,Inf
"550","0.464583333",2020-05-15,975,0,65,9,-4,13.85,6.67
"551","0.465277778",2020-05-14,991,0,69,10,5,14.49,Inf
"552","0.465972222",2020-05-14,991,0,69,10,5,14.49,6.96
"553","0.466666667",2020-05-13,862,0,64,13,5,20.31,Inf
"554","0.467361111",2020-05-13,862,0,64,13,5,20.31,7.42
"555","0.468055556",2020-05-12,849,0,59,12,-2,20.34,Inf
"556","0.46875",2020-05-12,849,0,59,12,-2,20.34,6.95
"557","0.469444444",2020-05-11,800,0,61,11,-14,18.03,Inf
"558","0.470138889",2020-05-11,800,0,61,11,-14,18.03,7.62
"559","0.470833333",2020-05-10,809,0,75,3,11,4,Inf
"560","0.471527778",2020-05-10,809,0,75,3,11,4,9.27
"561","0.472222222",2020-05-09,837,0,64,13,0,20.31,Inf
"562","0.472916667",2020-05-09,837,0,64,13,0,20.31,7.65
"563","0.473611111",2020-05-08,691,0,64,14,-6,21.88,Inf
"564","0.474305556",2020-05-08,691,0,64,14,-6,21.88,9.26
"565","0.475",2020-05-07,710,0,70,14,1,20,Inf
"566","0.475694444",2020-05-07,710,0,70,14,1,20,9.86
"567","0.476388889",2020-05-06,1374,0,69,14,-20,20.29,Inf
"568","0.477083333",2020-05-06,1374,0,69,14,-20,20.29,5.02
"569","0.477777778",2020-05-05,1364,0,89,16,-2,17.98,Inf
"570","0.478472222",2020-05-05,1364,0,89,16,-2,17.98,6.52
"571","0.479166667",2020-05-04,1362,0,91,16,-9,17.58,Inf
"572","0.479861111",2020-05-04,1362,0,91,16,-9,17.58,6.68
"573","0.480555556",2020-05-03,1356,0,100,22,0,22,Inf
"574","0.48125",2020-05-03,1356,0,100,22,0,22,7.37
"575","0.481944444",2020-05-02,1312,0,100,20,5,20,Inf
"576","0.482638889",2020-05-02,1312,0,100,20,5,20,7.62
"577","0.483333333",2020-05-01,1284,0,95,23,0,24.21,Inf
"578","0.484027778",2020-05-01,1284,0,95,23,0,24.21,7.4
"579","0.484722222",2020-04-30,1890,0,95,23,2,24.21,Inf
"580","0.485416667",2020-04-30,1890,0,95,23,2,24.21,5.03
"581","0.486111111",2020-04-29,1884,0,93,18,-11,19.35,Inf
"582","0.486805556",2020-04-29,1884,0,93,18,-11,19.35,4.94
"583","0.4875",2020-04-28,1914,0,104,20,-5,19.23,Inf
"584","0.488194444",2020-04-28,1914,0,104,20,-5,19.23,5.43
"585","0.488888889",2020-04-27,1981,0,109,25,2,22.94,Inf
"586","0.489583333",2020-04-27,1981,0,109,25,2,22.94,5.5
"587","0.490277778",2020-04-26,1907,0,107,24,3,22.43,Inf
"588","0.490972222",2020-04-26,1907,0,107,24,3,22.43,5.61
"589","0.491666667",2020-04-25,1811,0,104,22,0,21.15,Inf
"590","0.492361111",2020-04-25,1811,0,104,22,0,21.15,5.74
"591","0.493055556",2020-04-24,1763,0,104,25,3,24.04,Inf
"592","0.49375",2020-04-24,1763,0,104,25,3,24.04,5.9
"593","0.494444444",2020-04-23,1518,0,101,24,4,23.76,Inf
"594","0.495138889",2020-04-23,1518,0,101,24,4,23.76,6.65
"595","0.495833333",2020-04-22,1371,0,97,23,11,23.71,Inf
"596","0.496527778",2020-04-22,1371,0,97,23,11,23.71,7.08
"597","0.497222222",2020-04-21,1336,0,86,27,-7,31.4,Inf
"598","0.497916667",2020-04-21,1336,0,86,27,-7,31.4,6.44
"599","0.498611111",2020-04-20,1132,0,93,24,5,25.81,Inf
"600","0.499305556",2020-04-20,1132,0,93,24,5,25.81,8.22
"601","0.5",2020-04-19,1020,0,88,25,-5,28.41,Inf
"602","0.500694444",2020-04-19,1020,0,88,25,-5,28.41,8.63
"603","0.501388889",2020-04-18,998,0,93,23,0,24.73,Inf
"604","0.502083333",2020-04-18,998,0,93,23,0,24.73,9.32
"605","0.502777778",2020-04-17,954,0,93,23,8,24.73,Inf
"606","0.503472222",2020-04-17,954,0,93,23,8,24.73,9.75
"607","0.504166667",2020-04-16,1035,0,85,21,2,24.71,Inf
"608","0.504861111",2020-04-16,1035,0,85,21,2,24.71,8.21
"609","0.505555556",2020-04-15,1047,0,83,26,2,31.33,Inf
"610","0.50625",2020-04-15,1047,0,83,26,2,31.33,7.93
"611","0.506944444",2020-04-14,1022,0,81,29,7,35.8,Inf
"612","0.507638889",2020-04-14,1022,0,81,29,7,35.8,7.93
"613","0.508333333",2020-04-13,989,0,74,28,-3,37.84,Inf
"614","0.509027778",2020-04-13,989,0,74,28,-3,37.84,7.48
"615","0.509722222",2020-04-12,886,0,77,29,3,37.66,Inf
"616","0.510416667",2020-04-12,886,0,77,29,3,37.66,8.69
"617","0.511111111",2020-04-11,861,0,74,30,-12,40.54,Inf
"618","0.511805556",2020-04-11,861,0,74,30,-12,40.54,8.59
"619","0.5125",2020-04-10,835,0,86,33,13,38.37,Inf
"620","0.513194444",2020-04-10,835,0,86,33,13,38.37,10.3
"621","0.513888889",2020-04-09,820,0,73,31,-3,42.47,Inf
"622","0.514583333",2020-04-09,820,0,73,31,-3,42.47,8.9
"623","0.515277778",2020-04-08,797,0,76,30,0,39.47,Inf
"624","0.515972222",2020-04-08,797,0,76,30,NA,39.47,Inf
"625","0.516666667",2020-04-08,797,0,76,30,0,39.47,9.54
"626","0.517361111",2020-04-08,797,0,76,30,NA,39.47,9.54
"627","0.518055556",2020-04-07,NA,0,NA,NA,NA,NA,NA
"628","0.51875",2020-04-06,NA,0,NA,NA,NA,NA,NA
"629","0.519444444",2020-04-05,NA,0,NA,NA,NA,NA,NA
"630","0.520138889",2020-04-04,NA,0,NA,NA,NA,NA,NA
"631","0.520833333",2020-04-03,NA,0,NA,NA,NA,NA,NA
"632","0.521527778",2020-04-02,NA,0,NA,NA,NA,NA,NA
"633","0.522222222",2020-04-01,NA,0,NA,NA,NA,NA,NA
"634","0.522916667",2020-03-31,NA,0,NA,NA,NA,NA,NA
"635","0.523611111",2020-03-30,NA,0,NA,NA,NA,NA,NA
"636","0.524305556",2020-03-29,NA,0,NA,NA,NA,NA,NA
"637","0.525",2020-03-28,NA,0,NA,NA,NA,NA,NA
"638","0.525694444",2020-03-27,NA,0,NA,NA,NA,NA,NA
"639","0.526388889",2020-03-26,NA,0,NA,NA,NA,NA,NA
"640","0.527083333",2020-03-25,NA,0,NA,NA,NA,NA,NA
"641","0.527777778",2020-03-24,NA,0,NA,NA,NA,NA,NA
"642","0.528472222",2020-03-23,NA,0,NA,NA,NA,NA,NA
