"","county_nam","mydate","deaths","fhwa_numbe","fips","positive","negative","recoveries","total_tests","active_cases","pop_5yr_est_2018","confirmed_pos","probable_pos","confirmed_neg","probable_neg","confirmed_recov","probable_recov","confirmed_death","probable_death","confirmed_active","probable_active","pcr_test","antigen_test","pcr_pos_test","pcr_neg_test","antigen_pos_test","antigen_neg_test","total_pos_test","total_neg_test","New_Cases_Today","Recovered_Since_Yesterday","New_Deaths_Today","New_Tests_Dashboard","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","lab_prvt","lab_pub"
"6350","Johnson",2020-07-11,0,0,0,0,0,0,0,0,0,363,0,1647,0,267,0,0,0,96,0,2010,0,0,0,0,0,0,0,12,14,0,49,1.38070062,7.64520178,12.17146552,36.51439656,18.05970149,24.48979592,267,0,100,0,0
"6351","Lafayette",2020-07-11,0,0,0,0,0,0,0,0,0,24,0,382,0,17,0,2,0,5,0,406,0,0,0,0,0,0,0,0,0,0,11,0.347071584,5.871294288,1.446131598,7.23065799,5.911330049,0,19,10.52631579,89.47368421,0,0
"6352","Lawrence",2020-07-11,0,0,0,0,0,0,0,0,0,115,0,1744,0,90,0,9,0,16,0,1859,0,0,0,0,0,0,0,3,1,0,21,0.689903414,11.15243866,2.399664047,9.598656188,6.186121571,14.28571429,99,9.090909091,90.90909091,0,0
"6353","Lee",2020-07-11,0,0,0,0,0,0,0,0,0,825,0,2314,0,641,0,3,0,181,0,3139,0,0,0,0,0,0,0,7,2,0,35,8.778463503,33.40072356,2.128112364,192.594169,26.2822555,20,644,0.465838509,99.53416149,0,0
"6354","Lincoln",2020-07-11,0,0,0,0,0,0,0,0,0,1048,0,1951,0,1015,0,11,0,22,0,2999,0,0,0,0,0,0,0,0,3,0,10,7.652427893,21.8985031,1.460387003,16.06425703,34.94498166,0,1026,1.072124756,98.92787524,0,0
"6355","LittleRiver",2020-07-11,0,0,0,0,0,0,0,0,0,42,0,896,0,40,0,0,0,2,0,938,0,0,0,0,0,0,0,2,0,0,10,0.338245953,7.55415962,0,1.610695015,4.47761194,20,40,0,100,0,0
"6356","Logan",2020-07-11,0,0,0,0,0,0,0,0,0,77,0,2201,0,48,0,0,0,29,0,2278,0,0,0,0,0,0,0,5,1,0,54,0.353909087,10.4701935,0.459622191,13.32904353,3.380158033,9.259259259,48,0,100,0,0
"6357","Lonoke",2020-07-11,0,0,0,0,0,0,0,0,0,194,0,5146,0,136,0,1,0,57,0,5340,0,0,0,0,0,0,0,5,2,0,94,0.268675733,7.395507299,0.276985292,7.894080824,3.632958801,5.319148936,137,0.729927007,99.27007299,0,0
"6358","Madison",2020-07-11,0,0,0,0,0,0,0,0,0,222,0,1968,0,197,0,1,0,24,0,2190,0,0,0,0,0,0,0,7,2,1,21,1.380768752,12.2403284,0,14.92722975,10.1369863,33.33333333,198,0.505050505,99.49494949,0,0
"6359","Marion",2020-07-11,0,0,0,0,0,0,0,0,0,13,0,1024,0,10,0,0,0,3,0,1037,0,0,0,0,0,0,0,1,0,0,40,0.079085047,6.229468305,0,1.825039543,1.253616201,2.5,10,0,100,0,0
"6360","Miller",2020-07-11,0,0,0,0,0,0,0,0,0,254,0,2543,0,126,0,2,0,126,0,2797,0,0,0,0,0,0,0,13,3,0,56,0.580452021,5.811375946,0.914097671,28.79407665,9.081158384,23.21428571,128,1.5625,98.4375,0,0
"6361","MissingCountyInfo",2020-07-11,0,0,0,0,0,0,0,0,0,1048,0,55533,0,624,0,0,0,424,0,56581,0,0,0,0,0,0,0,82,20,0,419,NA,NA,NA,NA,1.852211873,19.57040573,624,0,100,0,0
"6362","Mississippi",2020-07-11,0,0,0,0,0,0,0,0,0,304,0,4270,0,178,0,3,0,123,0,4574,0,0,0,0,0,0,0,14,12,0,125,0.709766291,9.969414676,2.334757535,28.71751769,6.646261478,11.2,181,1.657458564,98.34254144,0,0
"6363","Monroe",2020-07-11,0,0,0,0,0,0,0,0,0,20,0,823,0,15,0,0,0,5,0,843,0,0,0,0,0,0,0,1,1,0,21,0.275900124,11.35329011,2.759001242,6.897503104,2.372479241,4.761904762,15,0,100,0,0
"6364","Montgomery",2020-07-11,0,0,0,0,0,0,0,0,0,8,0,676,0,6,0,0,0,2,0,684,0,0,0,0,0,0,0,0,1,0,12,0.088958079,7.516957634,1.111975981,2.223951963,1.169590643,0,6,0,100,0,0
"6365","Nevada",2020-07-11,0,0,0,0,0,0,0,0,0,109,0,1235,0,87,0,3,0,19,0,1344,0,0,0,0,0,0,0,1,1,0,6,1.291469194,14.63270142,1.184834123,22.51184834,8.110119048,16.66666667,90,3.333333333,96.66666667,0,0
"6366","Newton",2020-07-11,0,0,0,0,0,0,0,0,0,8,0,547,0,7,0,0,0,1,0,555,0,0,0,0,0,0,0,0,0,0,6,0.101936799,6.969928644,0,1.27420999,1.441441441,0,7,0,100,0,0
"6367","Ouachita",2020-07-11,0,0,0,0,0,0,0,0,0,33,0,2017,0,24,0,0,0,9,0,2050,0,0,0,0,0,0,0,1,1,0,31,0.136895379,8.504106861,0.414834481,3.733510329,1.609756098,3.225806452,24,0,100,0,0
"6368","Perry",2020-07-11,0,0,0,0,0,0,0,0,0,33,0,918,0,29,0,0,0,4,0,951,0,0,0,0,0,0,0,0,1,0,16,0.319705483,8.893625266,0,3.875217981,3.470031546,0,29,0,100,0,0
"6369","Phillips",2020-07-11,0,0,0,0,0,0,0,0,0,172,0,2646,0,131,0,5,0,36,0,2818,0,0,0,0,0,0,0,1,4,0,38,0.903646107,14.80508564,2.626878218,18.91352317,6.103619588,2.631578947,136,3.676470588,96.32352941,0,0
"6370","Pike",2020-07-11,0,0,0,0,0,0,0,0,0,23,0,1961,0,7,0,0,0,16,0,1984,0,0,0,0,0,0,0,3,0,0,33,0.212805329,18.35677276,6.476683938,14.803849,1.159274194,9.090909091,7,0,100,0,0
"6371","Poinsett",2020-07-11,0,0,0,0,0,0,0,0,0,72,0,1796,0,54,0,3,0,15,0,1868,0,0,0,0,0,0,0,3,0,0,16,0.299326515,7.765860148,0,6.23596907,3.854389722,18.75,57,5.263157895,94.73684211,0,0
"6372","Polk",2020-07-11,0,0,0,0,0,0,0,0,0,86,0,1632,0,76,0,0,0,10,0,1718,0,0,0,0,0,0,0,0,0,0,20,0.426523831,8.094033626,1.487873828,4.959579428,5.005820722,0,76,0,100,0,0
"6373","Pope",2020-07-11,0,0,0,0,0,0,0,0,0,641,0,6371,0,500,0,4,0,137,0,7012,0,0,0,0,0,0,0,15,23,0,93,1.007164855,10.01037018,3.613852052,21.52598831,9.141471763,16.12903226,504,0.793650794,99.20634921,0,0
"6374","Prairie",2020-07-11,0,0,0,0,0,0,0,0,0,28,0,646,0,21,0,0,0,7,0,674,0,0,0,0,0,0,0,0,0,0,12,0.339640951,7.836001941,1.213003396,8.491023775,4.154302671,0,21,0,100,0,0
"6375","Pulaski",2020-07-11,0,0,0,0,0,0,0,0,0,2886,0,40204,0,2018,0,65,0,803,0,43090,0,0,0,0,0,0,0,76,64,2,939,0.733487011,10.21798746,2.592365737,20.40852634,6.697609654,8.09371672,2083,3.12049928,96.87950072,0,0
"6376","Randolph",2020-07-11,0,0,0,0,0,0,0,0,0,75,0,2109,0,48,0,1,0,26,0,2184,0,0,0,0,0,0,0,11,3,0,47,0.426063739,12.40697608,1.136169971,14.77020962,3.434065934,23.40425532,49,2.040816327,97.95918367,0,0
"6377","Saline",2020-07-11,0,0,0,0,0,0,0,0,0,458,0,10172,0,318,0,3,0,137,0,10630,0,0,0,0,0,0,0,25,9,0,166,0.388105992,9.007787542,1.77952529,11.60928404,4.308560677,15.06024096,321,0.934579439,99.06542056,0,0
"6378","Scott",2020-07-11,0,0,0,0,0,0,0,0,0,16,0,592,0,11,0,0,0,5,0,608,0,0,0,0,0,0,0,0,0,0,12,0.153227351,5.822639341,1.915341889,4.788354721,2.631578947,0,11,0,100,0,0
"6379","Searcy",2020-07-11,0,0,0,0,0,0,0,0,0,16,0,878,0,11,0,0,0,5,0,894,0,0,0,0,0,0,0,0,4,0,4,0.201943708,11.2836047,0,6.310740881,1.789709172,0,11,0,100,0,0
"6380","Sebastian",2020-07-11,0,0,0,0,0,0,0,0,0,806,0,12431,0,490,0,7,0,309,0,13237,0,0,0,0,0,0,0,59,43,0,604,0.632350288,10.38513741,4.393500757,24.24270953,6.088992974,9.768211921,497,1.408450704,98.5915493,0,0
"6381","Sevier",2020-07-11,0,0,0,0,0,0,0,0,0,800,0,3657,0,702,0,9,0,89,0,4457,0,0,0,0,0,0,0,12,6,0,65,4.653056476,21.27028442,6.979584715,51.7652533,17.94929325,18.46153846,711,1.265822785,98.73417722,0,0
"6382","Sharp",2020-07-11,0,0,0,0,0,0,0,0,0,64,0,1217,0,50,0,5,0,9,0,1281,0,0,0,0,0,0,0,2,4,0,10,0.375520742,7.516282345,1.760253477,5.28076043,4.996096799,20,55,9.090909091,90.90909091,0,0
"6383","St.Francis",2020-07-11,0,0,0,0,0,0,0,0,0,903,0,4453,0,871,0,3,0,29,0,5356,0,0,0,0,0,0,0,2,2,0,75,3.434243554,20.36966608,1.521259603,11.02913212,16.85959671,2.666666667,874,0.343249428,99.65675057,0,0
"6384","Stone",2020-07-11,0,0,0,0,0,0,0,0,0,22,0,1302,0,14,0,1,0,7,0,1324,0,0,0,0,0,0,0,3,1,0,174,0.176763619,10.63795597,0,5.624296963,1.66163142,1.724137931,15,6.666666667,93.33333333,0,0
"6385","Union",2020-07-11,0,0,0,0,0,0,0,0,0,273,0,3264,0,225,0,14,0,34,0,3537,0,0,0,0,0,0,0,6,1,1,49,0.687103594,8.902144367,0.503372596,8.557334139,7.718405428,12.24489796,239,5.857740586,94.14225941,0,0
"6386","VanBuren",2020-07-11,0,0,0,0,0,0,0,0,0,35,0,1167,0,31,0,2,0,2,0,1202,0,0,0,0,0,0,0,-1,0,0,9,0.209781827,7.204507312,0,1.198753297,2.911813644,0,33,6.060606061,93.93939394,0,0
"6387","Washington",2020-07-11,0,0,0,0,0,0,0,0,0,4456,0,15455,0,3683,0,36,0,737,0,19911,0,0,0,0,0,0,0,112,88,0,295,1.949861943,8.712679791,1.881599272,32.24973636,22.37958917,37.96610169,3719,0.968002151,99.03199785,0,0
"6388","White",2020-07-11,0,0,0,0,0,0,0,0,0,128,0,4414,0,93,0,2,0,33,0,4542,0,0,0,0,0,0,0,7,2,0,61,0.162428303,5.763666819,1.015176895,4.18760469,2.818141788,11.47540984,95,2.105263158,97.89473684,0,0
"6389","Woodruff",2020-07-11,0,0,0,0,0,0,0,0,0,12,0,758,0,6,0,0,0,6,0,770,0,0,0,0,0,0,0,2,0,0,17,0.18018018,11.56156156,3.003003003,9.009009009,1.558441558,11.76470588,6,0,100,0,0
"6390","Yell",2020-07-11,0,0,0,0,0,0,0,0,0,828,0,2475,0,622,0,5,0,201,0,3303,0,0,0,0,0,0,0,6,20,0,21,3.805671738,15.18132095,7.353955049,92.3840603,25.06811989,28.57142857,627,0.797448166,99.20255183,0,0
"6391","Arkansas",2020-07-10,0,0,0,0,0,0,0,0,0,52,0,1649,0,28,0,0,0,24,0,1701,0,0,0,0,0,0,0,1,0,0,14,0.286912381,9.385345398,2.758772898,13.24210991,3.057025279,7.142857143,28,0,100,0,0
"6392","Arkansas_all_counties",2020-07-10,0,0,0,0,0,0,0,0,2990671,26803,0,342846,0,20642,0,313,0,5848,0,369649,0,0,0,0,0,0,0,751,650,4,6338,0.888162386,12.24893996,2.488564532,19.37832941,7.250932642,11.84916377,20955,1.493676927,98.50632307,0,0
"6393","Ashley",2020-07-10,0,0,0,0,0,0,0,0,0,93,0,1631,0,66,0,3,0,24,0,1724,0,0,0,0,0,0,0,3,1,1,42,0.452841213,8.39460486,3.408482252,11.68622486,5.394431555,7.142857143,69,4.347826087,95.65217391,0,0
"6394","Baxter",2020-07-10,0,0,0,0,0,0,0,0,0,28,0,2462,0,21,0,0,0,7,0,2490,0,0,0,0,0,0,0,2,2,0,34,0.067929838,6.040903467,0.242606565,1.698245955,1.124497992,5.882352941,21,0,100,0,0
"6395","Benton",2020-07-10,0,0,0,0,0,0,0,0,0,3355,0,37804,0,2800,0,22,0,533,0,41159,0,0,0,0,0,0,0,85,95,0,726,1.295466831,15.89273303,4.092980153,20.58073983,8.15131563,11.70798898,2822,0.779588944,99.22041106,0,0
"6396","Boone",2020-07-10,0,0,0,0,0,0,0,0,0,45,0,2679,0,25,0,1,0,19,0,2724,0,0,0,0,0,0,0,3,1,0,48,0.120682257,7.305299292,3.218193521,5.095473074,1.651982379,6.25,26,3.846153846,96.15384615,0,0
"6397","Bradley",2020-07-10,0,0,0,0,0,0,0,0,0,69,0,1225,0,46,0,2,0,21,0,1294,0,0,0,0,0,0,0,11,1,0,32,0.630252101,11.81951041,1.826817684,19.18158568,5.332302937,34.375,48,4.166666667,95.83333333,0,0
"6398","Calhoun",2020-07-10,0,0,0,0,0,0,0,0,0,2,0,362,0,0,0,0,0,2,0,364,0,0,0,0,0,0,0,0,0,0,9,0.038446751,6.997308727,0,3.844675125,0.549450549,0,0,NA,0,0,0
"6399","Carroll",2020-07-10,0,0,0,0,0,0,0,0,0,220,0,3075,0,162,0,6,0,52,0,3295,0,0,0,0,0,0,0,8,5,1,76,0.788898053,11.81554129,4.303080288,18.64668125,6.676783005,10.52631579,168,3.571428571,96.42857143,0,0
"6400","Chicot",2020-07-10,0,0,0,0,0,0,0,0,0,207,0,1559,0,140,0,3,0,64,0,1766,0,0,0,0,0,0,0,6,9,0,42,1.912063551,16.31258082,11.08442638,59.1169407,11.7214043,14.28571429,143,2.097902098,97.9020979,0,0
"6401","Clark",2020-07-10,0,0,0,0,0,0,0,0,0,70,0,1993,0,58,0,0,0,12,0,2063,0,0,0,0,0,0,0,4,0,0,17,0.312709404,9.215992852,2.233638597,5.360732633,3.39311682,23.52941176,58,0,100,0,0
