"","County_Name","Date","Keej_ko_rōkāāl_ilo_rainin","Armej_ro_rej_kab_mej_rainin","Rimej_ro","Keej_ko_rej_active"
"1:1","Arkansas_all_counties",2021-02-25,726,10,5397,4720
