"","County","Date","Population","Cases_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Current_Infections","Positive","New_Cases_Today","Recovered","Recovered_Since_Yesterday","Total_Deaths","New_Deaths_Today","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","Hospitalized","Hosp_Change_from_Yesterday","Ever_Hospitalized","New_Admits","New_Discharges_Deaths","Pct_Hospitalized","Vent","Ever_on_a_Vent","New_on_Vent","Pct_Vent","Negative","Number_Tested","New_Tests_Dashboard","Tested_Population","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard"
"1","Arkansas_all_counties",2020-09-12,3017804,2.27125419676029,2.09092439402957,19.0701583005391,5755,68542,631,61819,574,964,11,62783,1.53544749374831,98.4645525062517,381,-11,4719,41,52,6.62033014769766,83,601,4,21.7847769028871,750290,818832,13723,27.1333724787958,8.37070363639916,4.59811994461852
"2","Arkansas_all_counties",2020-09-11,3017804,2.25034495282,3.66823027605504,18.9309842521251,5713,67911,1107,61245,577,953,13,62198,1.53220360783305,98.4677963921669,392,0,4678,72,72,6.86154384736566,76,597,8,19.3877551020408,737198,805109,8930,26.6786378439421,8.43500693694891,12.3964165733483
"3","Arkansas_all_counties",2020-09-10,3017804,2.21366265005945,1.31883979211374,17.217817989505,5196,66804,398,60668,748,940,12,61608,1.52577587326321,98.4742241267368,392,-19,4606,32,51,7.54426481909161,79,589,3,20.1530612244898,729375,796179,7593,26.3827273076714,8.3905754861658,5.24166995917292
"4","Arkansas_all_counties",2020-09-09,3017804,2.20047425213831,1.27576211046178,18.417365740121,5558,66406,385,59920,660,928,11,60848,1.52511175387852,98.4748882461215,411,2,4574,50,48,7.39474631162289,82,586,7,19.9513381995134,722180,788586,5592,26.1311205101458,8.42089512114088,6.88483547925608
"5","Arkansas_all_counties",2020-09-08,3017804,2.18771663103369,0.974218338898086,19.365074736464,5844,66021,294,59260,503,917,9,60177,1.52383801120029,98.4761619887997,409,10,4524,38,28,6.99863107460643,84,579,8,20.5378973105134,716973,782994,5334,25.945820205686,8.43186537827876,5.51181102362205
"6","Arkansas_all_counties",2020-09-07,3017804,2.17797444764471,1.15978373678344,20.0874543210891,6062,65727,350,58757,462,908,14,59665,1.52183021872119,98.4781697812788,399,10,4486,24,14,6.58198614318707,74,571,3,18.546365914787,711933,777660,5750,25.7690691642002,8.45189414397037,6.08695652173913
"7","Arkansas_all_counties",2020-09-06,3017804,2.16637661027688,2.27648979191492,20.5049764663311,6188,65377,687,58295,327,894,12,59189,1.51041578671713,98.4895842132829,389,4,4462,6,2,6.2863606981254,78,568,2,20.0514138817481,706533,771910,6499,25.5785332645858,8.46951069425192,10.5708570549315
"8","Arkansas_all_counties",2020-09-05,3017804,2.14361171235773,1.70653892698134,19.3518200651865,5840,64690,515,57968,421,882,9,58850,1.49872557349193,98.5012744265081,385,-16,4456,34,50,6.59246575342466,78,566,2,20.2597402597403,700721,765411,6916,25.3631779930042,8.45166845002228,7.4465008675535
"9","Arkansas_all_counties",2020-09-04,3017804,2.12654632308791,3.62515259440308,19.0701583005391,5755,64175,1094,57547,658,873,12,58420,1.49435124957206,98.5056487504279,401,-24,4422,36,60,6.96785403996525,86,564,2,21.4463840399002,694320,758495,11178,25.1340047266158,8.46083362448006,9.7870817677581
"10","Arkansas_all_counties",2020-09-03,3017804,2.09029479714388,3.21094411698043,17.6651631451214,5331,63081,969,56889,628,861,20,57750,1.49090909090909,98.5090909090909,425,-10,4386,45,55,7.97223785406115,91,562,6,21.4117647058824,684236,747317,9868,24.7636029377653,8.4409962572777,9.8196189704094
