"","Date","County_Name","County_Vax_Total","Dose_1","Dose_2","Unk_Dose","Partial_Vax","Fully_Vax","White_Total","White_Full_Pct","Black_Total","Black_Full_Pct","Native_American_Total","Asian_Total","Asian_Full_Pct","Pacific_Islander_Total","Unk_Race_Total","Other_Race_Total","Hispanic_Total","Hispanic_Partial_Vax","Hispanic_Full_Vax","Population","County_Pct_Dose_1","County_Pct_Dose_2","White_Partial_Pct","Black_Partial_Pct","Asian_Partial_Pct","Non_Hispanic_Partial_Pct","Non_Hispanic_Full_Pct","Full_Pct","V1"
"2:1911","2021-09-20","Faulkner",111987,60625,50739,10,7749,52876,87198,45.2,11671,41.6,246,1342,13.5,126,6132,5272,3617,10,41.2,107247,56.5,47.3,6,7.5,3,7,39.4,"49.3%","2:1834"
"2:1912","2021-09-20","Conway",19441,10618,8729,1,1186,9432,15257,48.1,2274,52.2,56,91,18.9,11,1304,448,732,12,53.6,17726,59.9,49.2,5.7,6.3,0,0,58.2,"53.2%","2:1835"
"2:1913","2021-09-20","Newton",4608,2565,1998,1,484,2081,3901,26.8,4,0,12,11,4.4,5,588,87,155,13,57.9,6827,37.6,29.3,5.3,6.6,5.5,10,22.6,"30.5%","2:1836"
"2:1914","2021-09-20","Pope",52693,29793,22621,11,3659,26134,42592,41.3,1332,33.9,198,534,15,38,4102,3897,3993,9,43.3,54387,54.8,41.6,5.1,6.9,0.5,6,37,"48.1%","2:1837"
"2:1915","2021-09-20","Johnson",20070,11638,8376,1,1988,9650,15890,36.7,413,34.8,59,483,10,46,1809,1370,2515,11,42.8,22287,52.2,37.6,6.5,11.9,0.3,10,52.3,"43.3%","2:1838"
"2:1916","2021-09-20","Van Buren",12438,6652,5720,1,710,5942,11486,38.7,78,28,34,26,11.5,5,625,184,274,5,30.5,14547,45.7,39.3,4.3,8,0,0,23.5,"40.8%","2:1839"
"2:1917","2021-09-20","Cleburne",19450,10683,8674,3,1397,9286,16987,37.8,65,22.2,41,92,10.2,8,1942,315,308,7,30,21965,48.6,39.5,5.2,2.1,3.4,6,33.6,"42.3%","2:1840"
"2:1918","2021-09-20","Poinsett",18253,10305,7821,6,2128,8177,15823,39.5,1225,33.2,23,59,11.1,2,787,334,409,10,32.1,19810,52,39.5,9.8,11,3.3,7,31.8,"41.3%","2:1841"
"2:1919","2021-09-20","Craighead",88173,49757,37847,37,9858,39899,69961,42.1,8924,27.8,154,1538,12.5,65,4212,3319,3446,15,34.5,91830,54.2,41.2,9.6,8.3,4.2,17,54.6,"43.4%","2:1842"
"2:1920","2021-09-20","Sharp",11305,6409,4840,0,1352,5057,10377,31.6,28,8.4,17,50,3.9,2,717,114,171,4,22.6,15166,42.3,31.9,8.4,0,1.7,8,18.5,"33.3%","2:1843"
"2:1921","2021-09-20","Izard",8791,4883,3868,2,802,4081,8135,32.6,25,3.5,18,19,8.8,4,467,123,78,3,11.7,12084,40.4,32,6.2,1,1,5,15.6,"33.8%","2:1844"
"2:1922","2021-09-20","Fulton",6440,3603,2812,1,567,3036,5717,25.6,21,7.1,7,6,3.4,0,651,38,64,0,18.2,10804,33.3,26,4.3,3.5,2.3,0,9.3,"28.1%","2:1845"
"2:1923","2021-09-20","Stone",8158,4381,3754,2,479,3902,7411,33.1,31,21.4,23,10,10.7,2,540,141,112,6,28.3,10998,39.8,34.1,3.7,1.4,0,2,10.7,"35.5%","2:1846"
"2:1924","2021-09-20","Boone",25735,14140,11214,6,2584,11556,22832,33.1,76,18.6,41,149,5.8,10,1937,690,1547,17,91.1,31850,44.4,35.2,7.1,2.6,1.6,7,29.3,"36.3%","2:1847"
"2:1925","2021-09-20","Out of State",57533,36463,20849,23,12374,24089,33468,0,5297,0,671,1668,0,178,11648,4603,4256,0,0,0,0,0,0,0,0,0,0,"Inf","2:1848"
"2:1926","2021-09-19","Missing",335077,208236,125097,165,73122,135114,220124,0,45280,0,1261,6775,0,1030,39169,21438,22335,0,0,0,0,0,0,0,0,0,0,"Inf","2:1849"
"2:1927","2021-09-19","Howard",11811,6776,4992,0,1165,5611,7733,44.2,2193,45.8,50,54,15.9,11,916,854,839,9,32.8,10888,62.2,45.8,7.3,10.7,6.2,9,40.2,"51.5%","2:1850"
"2:1928","2021-09-19","Pulaski",356738,194789,158159,96,26296,168493,199801,48.1,96539,37.1,1236,8807,35,357,22045,27953,18929,12,50.7,330989,58.9,47.8,6,6.4,5.3,7,51.9,"50.9%","2:1851"
"2:1929","2021-09-19","Lonoke",61155,33503,27344,12,4508,28995,49892,42.4,3672,43.4,134,620,13.3,58,4432,2347,2170,6,41.3,61242,54.7,44.6,6.1,7.5,1.9,4,43.9,"47.3%","2:1852"
"2:1930","2021-09-19","Prairie",6088,3524,2526,3,763,2761,4950,36.9,735,42,6,13,10.7,2,273,109,118,13,49.1,6949,50.7,36.4,9.6,11.5,3.6,17,33.3,"39.7%","2:1853"
"2:1931","2021-09-19","Desha",11173,6329,4770,9,1148,5181,5585,53.8,4582,46.2,20,76,27.5,6,383,521,640,16,52.2,9520,66.5,50.1,9.1,12.6,0,4,51.9,"54.4%","2:1854"
"2:1932","2021-09-19","Phillips",14697,8248,6414,0,1397,6851,5424,45.6,8246,42.6,9,45,7.6,5,603,365,323,22,53.4,14714,56.1,43.6,8.6,8.5,0,7,29.3,"46.6%","2:1855"
"2:1933","2021-09-19","Searcy",5516,2959,2519,1,353,2606,4663,33.3,20,20.8,8,5,3.4,3,662,155,200,33,38.9,6887,43,36.6,3.6,2.1,0,0,14.3,"37.8%","2:1856"
"2:1934","2021-09-19","Independence",27344,15317,11815,17,2596,12721,24775,38.2,469,26,59,356,11.8,39,648,998,1100,9,28.8,31722,48.3,37.2,7.3,6.3,1.2,9,49.1,"40.1%","2:1857"
"2:1935","2021-09-19","Jackson",11658,6407,5202,3,1018,5389,9448,37.3,1422,25.9,19,34,8,15,430,290,321,11,37,14500,44.2,35.9,6.9,4.8,0.9,3,22.6,"37.2%","2:1858"
"2:1936","2021-09-19","Mississippi",27037,15375,11572,6,2864,12511,16365,35.4,7588,29.3,50,167,14.3,16,2107,744,851,8,29.3,33683,45.6,34.4,6.8,8.1,3.9,9,47.8,"37.1%","2:1859"
"2:1937","2021-09-19","Greene",34933,19179,15592,6,2998,16181,31051,39.1,371,25.2,34,143,6.5,52,1838,1444,788,13,33.8,38118,50.3,40.9,6.9,7.7,2,8,32.1,"42.4%","2:1860"
"2:1938","2021-09-19","Clay",11579,6277,5228,1,817,5460,10215,39.2,56,23.4,4,11,2.8,1,991,301,112,6,19.9,12543,50,41.7,5.5,0,0,5,15,"43.5%","2:1861"
"2:1939","2021-09-19","Randolph",12915,7477,5382,0,1536,5941,11345,36.3,87,19.8,11,64,5.9,98,416,894,222,11,35.4,15146,49.4,35.5,8.1,4.3,1,15,24.5,"39.2%","2:1862"
"2:1940","2021-09-19","Lawrence",13362,7523,5777,1,1444,6079,12422,41.5,101,23.5,25,35,11.6,10,572,197,180,11,38.5,14051,53.5,41.1,9,4,3.2,15,41.7,"43.3%","2:1863"
"2:1941","2021-09-19","Baxter",33130,17986,15018,7,2286,15700,28501,37.2,95,19.2,73,197,11.2,17,3420,827,688,4,38.6,37221,48.3,40.3,4.9,5,1.3,6,48.1,"42.2%","2:1864"
"2:1942","2021-09-19","Marion",9796,5468,4295,0,778,4690,8317,27.7,25,9.3,16,19,4.9,4,1222,193,241,4,37.5,14723,37.1,29.2,4.4,4.7,1.9,4,12.7,"31.9%","2:1865"
"2:1943","2021-09-19","Perry",9639,5248,4338,3,678,4570,8632,47.9,171,40.9,10,19,5,1,605,201,181,11,32.4,8917,58.9,48.6,6.5,2.9,2.5,2,22.7,"51.3%","2:1866"
"2:1944","2021-09-19","Jefferson",51225,30339,20228,84,8733,21606,22233,40.3,25074,31.8,169,571,23,68,1406,1704,993,14,40.1,57304,52.9,35.3,13.1,14.6,21,16,47.5,"37.7%","2:1867"
"2:1945","2021-09-19","Washington",218220,124195,92590,38,21738,102457,161634,42.5,5686,33.4,1483,4952,19.9,5107,13968,25390,38693,14,56.8,200760,61.9,46.1,8.2,8.5,4.1,13,42.4,"51.0%","2:1868"
"2:1946","2021-09-19","Crawford",48311,27072,20993,4,4155,22917,40096,38.3,635,28.5,307,864,9.3,30,3819,2560,2821,8,32.9,53333,50.8,39.4,6.5,5,2.2,6,44.5,"43.0%","2:1869"
"2:1947","2021-09-19","Little River",6373,3604,2747,0,574,3030,4160,24.2,1333,29.5,24,135,6.1,3,567,151,305,6,43.3,10486,34.4,26.2,4.4,6.4,1.7,16,125,"28.9%","2:1870"
"2:1948","2021-09-19","Miller",10667,6292,4347,3,1589,4703,5856,9.7,2551,12.2,20,77,3.2,10,1505,648,504,6,19.4,36531,17.2,11.9,2.9,4.4,0.6,3,16.3,"12.9%","2:1871"
"2:1949","2021-09-19","Lafayette",4071,2252,1810,0,345,1907,2163,27.5,1690,37.9,7,26,8.8,2,145,38,55,1,19.6,5854,38.5,30.9,4.6,6.7,2.9,6,37.1,"32.6%","2:1872"
"2:1950","2021-09-19","Columbia",18170,10358,7739,3,2191,8167,9788,35.2,6233,39,29,162,9.6,4,1274,680,580,18,50,20211,51.2,38.3,8.1,10.3,5.6,15,36.8,"40.4%","2:1873"
"2:1951","2021-09-19","Union",25396,14418,10835,0,2692,11726,14346,31.2,7506,32.7,49,189,12.2,37,1277,1992,1145,11,44.8,32555,44.3,33.3,5.8,7.8,2.6,11,39.5,"36.0%","2:1874"
"2:1952","2021-09-19","Ashley",16733,9170,7512,4,1308,7862,10920,41.3,4398,50.1,7,31,2.9,15,564,798,1174,12,63.4,16780,54.6,44.8,6.2,8.3,0,0,40.3,"46.9%","2:1875"
"2:1953","2021-09-19","Chicot",8873,4987,3776,16,810,4177,3477,41.3,4315,44.2,7,44,6.1,1,592,437,583,13,60.2,8680,57.5,43.5,7.2,8.8,2,3,30.4,"48.1%","2:1876"
"2:1954","2021-09-19","Benton",248048,138101,108024,28,21498,116603,186481,41.7,3855,35.6,1496,11966,14.9,1028,12627,30595,42600,11,54.8,231247,59.7,46.7,7.2,7.1,3.2,10,53.4,"50.4%","2:1877"
"2:1955","2021-09-19","Carroll",21107,12228,8638,2,2352,9876,16252,32.9,69,11.5,63,279,8.8,196,2281,1967,2263,10,33.5,24422,50.1,35.4,6.4,6,2.2,22,28.1,"40.4%","2:1878"
"2:1956","2021-09-19","Madison",12228,6887,5287,2,1145,5742,10407,36.4,35,11.1,64,89,10.5,93,886,654,876,12,53.7,14093,48.9,37.5,6.6,2,3.4,24,43.4,"40.7%","2:1879"
"2:1957","2021-09-19","Sebastian",98471,55687,42374,14,9337,46350,72227,37.6,5065,29.8,635,4637,9.7,102,6661,9144,10667,10,34.4,107538,51.8,39.4,6.7,7,2.7,6,39.3,"43.1%","2:1880"
"2:1958","2021-09-19","Polk",11721,6882,4808,0,1365,5517,10152,29.2,57,17.2,67,90,7.9,14,682,659,731,8,34,17073,40.3,28.2,6.9,13.1,2.5,3,28.7,"32.3%","2:1881"
"2:1959","2021-09-19","Sevier",11634,6562,5059,0,1021,5541,7389,28.4,463,37.7,68,61,6.3,70,1545,2038,2979,8,31.6,13767,47.7,36.7,4.9,4.5,1.6,4,30.8,"40.2%","2:1882"
"2:1960","2021-09-19","Garland",85569,46692,37857,9,7952,38740,70476,41.5,5028,30.5,221,771,13.2,62,3180,5831,3983,14,39,86444,54,43.8,7.9,6.2,1.2,9,41.5,"44.8%","2:1883"
"2:1961","2021-09-19","Saline",102657,55967,45944,31,7534,48433,80487,40.9,8973,50,234,1272,15.3,116,6076,5499,4563,12,45.9,104254,53.7,44.1,5.7,8.1,2.5,6,41.3,"46.5%","2:1884"
"2:1962","2021-09-19","Franklin",15316,8466,6715,0,1157,7309,13863,45.6,84,16.8,54,157,10.5,5,863,290,292,6,30.6,15200,55.7,44.2,6.8,9.7,2.1,9,35.4,"48.1%","2:1885"
"2:1963","2021-09-19","Scott",7640,4558,3059,0,902,3656,6397,37.8,38,20.4,37,136,10,4,610,418,415,12,30.3,8746,52.1,35,8.1,3.2,0.9,8,25.4,"41.8%","2:1886"
"2:1964","2021-09-19","Logan",17382,9628,7700,1,1351,8277,15450,42,212,28.6,73,264,16.3,7,1027,349,479,6,45.7,18547,51.9,41.5,6.6,6.8,1.4,4,29.3,"44.6%","2:1887"
"2:1965","2021-09-19","Yell",17092,9758,7269,3,1398,8360,13544,38.7,241,28.1,58,197,13.7,7,1328,1717,2598,8,38.9,18012,54.2,40.4,5.2,3.8,1.9,11,34.3,"46.4%","2:1888"
"2:1966","2021-09-19","Montgomery",5318,3160,2133,1,398,2762,4627,31.7,11,5.4,6,27,2.5,0,417,230,93,3,13.3,7929,39.9,26.9,4.1,2.2,0.8,4,10,"34.8%","2:1889"
"2:1967","2021-09-19","Pike",6895,3881,2988,4,748,3133,5757,30.4,218,28.3,4,29,2.5,5,504,378,407,12,32.8,9246,42,32.3,6.5,5,0,9,18.4,"33.9%","2:1890"
"2:1968","2021-09-19","Hempstead",12557,7440,5052,8,1824,5616,6508,24.4,3717,30.1,65,77,22.3,10,1012,1168,1335,13,28.6,17816,41.8,28.4,6.6,10.5,9.2,11,28.9,"31.5%","2:1891"
"2:1969","2021-09-19","Drew",16022,8837,7071,3,1363,7474,10184,43.4,4172,44.7,20,112,11.7,18,697,819,563,13,49.7,15607,56.6,45.3,6.8,8.3,2.6,9,54,"47.9%","2:1892"
"2:1970","2021-09-19","Bradley",10383,6082,4259,5,922,5160,6210,48.1,2765,55.4,26,45,8.1,8,334,995,1136,13,43,9068,67.1,47,7,9.6,2,26,35.2,"56.9%","2:1893"
"2:1971","2021-09-19","Calhoun",3295,1792,1485,0,256,1536,2310,31,656,30.2,0,6,0,0,268,55,26,2,6.7,4546,39.4,32.7,4.5,6.1,0,0,23.1,"33.8%","2:1894"
"2:1972","2021-09-19","Ouachita",22000,12023,9901,1,1557,10466,11615,47.6,8604,50.6,21,115,8.8,13,1090,542,372,9,40.6,20023,60,49.4,5.9,7.7,2.9,10,55.1,"52.3%","2:1895"
"2:1973","2021-09-19","Nevada",5662,3474,2167,1,964,2510,3471,32.4,1585,31.4,9,52,12.1,1,385,159,163,11,27.2,7050,49.3,30.7,11.3,12.7,9.1,30,59.5,"35.6%","2:1896"
"2:1974","2021-09-19","Clark",20110,10908,9029,1,1548,9360,14074,45.5,4468,43.9,44,157,14.8,10,706,651,775,7,45,19472,56,46.4,6.8,6.9,6.6,2,53.2,"48.1%","2:1897"
"2:1975","2021-09-19","Dallas",7237,3911,3282,1,504,3407,3746,50.6,3066,57.9,6,25,12.2,0,277,117,132,5,30.2,6069,64.4,54.1,6.3,8.8,0,28,55.6,"56.1%","2:1898"
"2:1976","2021-09-19","Cleveland",7676,4199,3399,7,597,3602,6281,49,1008,58.2,11,15,8.3,4,228,129,95,8,29.3,6927,60.6,49.1,7.2,10.7,11.1,0,55,"52.0%","2:1899"
"2:1977","2021-09-19","Lincoln",7867,4486,3326,4,775,3711,5591,33.9,1758,21.5,11,25,7.1,5,185,292,317,7,32.9,11689,38.4,28.5,5.7,6,5.4,9,31.1,"31.7%","2:1900"
"2:1978","2021-09-19","Arkansas",17304,9732,7475,16,1527,8205,12218,53.5,3436,44,13,99,13.2,1,868,669,598,11,71.6,14786,65.8,50.6,8.3,9.4,0,7,37.1,"55.5%","2:1901"
"2:1979","2021-09-19","Grant",14561,8054,6404,8,1206,6848,13553,42.4,313,32.4,17,54,8.3,7,341,276,311,7,34.8,15720,51.2,40.7,7.1,5.7,3.6,7,31.4,"43.6%","2:1902"
"2:1980","2021-09-19","Monroe",6565,3746,2784,1,750,2996,3744,51.6,2339,46,6,9,8.1,3,290,174,215,26,77.6,5758,65.1,48.4,9.8,13,2.7,6,9.6,"52.0%","2:1903"
"2:1981","2021-09-19","Lee",5112,2944,2158,1,532,2412,2059,27.7,2514,28.4,5,19,4.3,11,388,116,111,9,30.7,7777,37.9,27.7,5.5,6.4,4.3,13,25.5,"31.0%","2:1904"
"2:1982","2021-09-19","Hot Spring",26194,14098,11940,6,1745,12353,21589,39.9,2832,39.2,61,92,12.7,9,756,855,762,7,37.8,29427,47.9,40.6,5.3,4.9,2.8,4,29.4,"42.0%","2:1905"
"2:1983","2021-09-19","St. Francis",16877,9762,7070,2,1708,8054,7824,37.5,7739,33.6,19,104,4.3,13,856,322,411,4,14.5,21496,45.4,32.9,6.2,7.3,2.1,8,33.9,"37.5%","2:1906"
"2:1984","2021-09-19","Crittenden",30600,18477,12032,6,4000,14477,12129,31.9,14722,33.1,72,271,23.4,44,2349,1013,712,12,33.9,39319,47,30.6,7.8,9.8,7.6,10,46.8,"36.8%","2:1907"
"2:1985","2021-09-19","Cross",14956,8406,6496,5,1436,6970,10283,46.4,3427,49.7,14,126,14.1,10,867,229,291,34,40.2,13912,60.4,46.7,7.8,10.1,0,8,55.9,"50.1%","2:1908"
"2:1986","2021-09-19","Woodruff",6267,3399,2843,3,441,2958,4384,52.7,1370,44.4,2,11,3.6,24,377,99,115,20,68.9,5426,62.6,52.4,7.2,6.8,0,20,120,"54.5%","2:1909"
"2:1987","2021-09-19","White",62032,33462,28319,5,4316,29146,52887,39.8,2400,34.8,124,449,12,37,2825,3310,2150,9,36.4,67007,49.9,42.3,5.7,5.5,0,8,32.3,"43.5%","2:1910"
"2:1988","2021-09-19","Faulkner",111843,60592,50633,10,7802,52790,87121,45.1,11647,41.6,251,1335,14.1,122,6145,5222,3594,11,40.6,107247,56.5,47.2,6,7.3,2.7,7,39,"49.2%","2:1911"
"2:1989","2021-09-19","Conway",19438,10618,8726,1,1192,9426,15263,48,2289,52.4,57,94,19.6,10,1289,436,728,10,54.1,17726,59.9,49.2,5.8,6.4,0,1,58.2,"53.2%","2:1912"
"2:1990","2021-09-19","Newton",4586,2570,1972,1,515,2055,3888,26.5,4,0,10,12,3.3,5,590,77,154,17,55.4,6827,37.6,28.9,5.8,6.6,4.4,6,25.8,"30.1%","2:1913"
"2:1991","2021-09-19","Pope",52666,29727,22655,10,3571,26156,42581,41.3,1329,34.3,186,535,14,37,4107,3891,3954,9,42.9,54387,54.7,41.7,5,5.9,0.8,4,37.6,"48.1%","2:1914"
"2:1992","2021-09-19","Johnson",20021,11616,8352,1,1985,9631,15874,36.8,415,35.5,62,485,10.3,51,1808,1326,2509,11,42.4,22287,52.1,37.5,6.2,11.2,0.6,12,52.4,"43.2%","2:1915"
"2:1993","2021-09-19","Van Buren",12444,6663,5716,0,729,5934,11478,38.6,79,28.8,32,27,10.1,2,628,198,272,6,30,14547,45.8,39.3,4.4,6.4,1.4,4,19.1,"40.8%","2:1916"
"2:1994","2021-09-19","Cleburne",19420,10676,8655,3,1398,9278,16989,37.8,61,22.2,42,90,10.7,8,1929,301,314,7,30.6,21965,48.6,39.4,5.3,0,2.3,4,34.3,"42.2%","2:1917"
"2:1995","2021-09-19","Poinsett",18274,10314,7834,6,2118,8196,15816,39.5,1238,33.2,19,57,8.9,2,801,341,411,9,32.5,19810,52.1,39.5,9.7,11.7,3.3,5,31.8,"41.4%","2:1918"
"2:1996","2021-09-19","Craighead",88291,49849,37876,37,9916,39933,70012,42.1,8995,28.1,155,1548,12.5,69,4227,3285,3426,15,34.3,91830,54.3,41.2,9.7,8.2,4.5,16,55.7,"43.5%","2:1919"
"2:1997","2021-09-19","Sharp",11308,6392,4860,0,1322,5070,10365,31.6,25,6.7,19,49,3.9,2,733,115,174,2,24,15166,42.1,32,8.2,1.1,2.8,7,18.5,"33.4%","2:1920"
"2:1998","2021-09-19","Izard",8779,4875,3862,2,805,4070,8108,32.4,27,3.5,19,19,8.8,3,479,124,76,3,11.3,12084,40.3,32,6.3,1.6,2,6,14.1,"33.7%","2:1921"
"2:1999","2021-09-19","Fulton",6456,3621,2810,1,582,3039,5730,25.6,22,8,5,6,2.3,0,649,44,63,1,17.6,10804,33.5,26,4.4,2.7,1.1,0,7,"28.1%","2:1922"
"2:2000","2021-09-19","Stone",8130,4370,3736,2,487,3883,7382,32.9,27,18.6,21,12,9.8,1,550,137,109,7,26.7,10998,39.7,34,3.7,1.4,0,4,10.7,"35.3%","2:1923"
"2:2001","2021-09-19","Boone",25715,14118,11212,5,2569,11549,22807,33,78,17.5,40,152,5.8,11,1932,695,1544,16,91.4,31850,44.3,35.2,7,6.2,1.3,8,29.8,"36.3%","2:1924"
"2:2002","2021-09-19","Out of State",57426,36407,20812,21,12339,24068,33396,0,5275,0,649,1633,0,174,11669,4630,4219,0,0,0,0,0,0,0,0,0,0,"Inf","2:1925"
"2:2003","2021-09-18","Missing",334948,208229,125004,168,73211,135018,219999,0,45275,0,1248,6805,0,1023,39243,21355,22246,0,0,0,0,0,0,0,0,0,0,"Inf","2:1926"
"2:2004","2021-09-18","Howard",11789,6763,4983,0,1160,5603,7710,44.2,2200,45.5,50,52,18.6,12,909,856,841,9,32.9,10888,62.1,45.8,7,11.5,0.7,6,41.4,"51.5%","2:1927"
"2:2005","2021-09-18","Pulaski",356210,194506,157934,98,26228,168278,199690,48.1,96350,37,1226,8769,34.1,351,22079,27745,18864,12,50.5,330989,58.8,47.7,6.1,6.3,6.2,6,51.9,"50.8%","2:1928"
"2:2006","2021-09-18","Lonoke",60976,33464,27207,11,4602,28862,49781,42.3,3668,43.1,124,611,11.8,63,4429,2300,2165,7,41.1,61242,54.6,44.4,6.2,8,2.7,4,43.3,"47.1%","2:1929"
"2:2007","2021-09-18","Prairie",6099,3526,2535,3,755,2771,4957,37.2,730,40.4,7,13,17.9,2,283,107,120,13,50,6949,50.7,36.5,9.2,14,0,17,33.3,"39.9%","2:1930"
"2:2008","2021-09-18","Desha",11104,6276,4754,9,1112,5164,5545,53.2,4560,46.6,17,73,17.5,5,379,525,651,16,53.3,9520,65.9,49.9,9.7,11.2,10,1,50.6,"54.2%","2:1931"
"2:2009","2021-09-18","Phillips",14723,8251,6436,0,1373,6878,5410,45.8,8298,42.8,10,44,7.6,2,587,372,321,22,53.4,14714,56.1,43.7,8,8.6,1.5,1,29.3,"46.7%","2:1932"
"2:2010","2021-09-18","Searcy",5506,2965,2503,1,374,2591,4664,33.2,17,18.8,9,5,4.2,1,660,150,200,32,39.4,6887,43.1,36.3,3.9,0,0,7,7.1,"37.6%","2:1933"
"2:2011","2021-09-18","Independence",27361,15339,11810,17,2625,12714,24795,38.3,467,25.4,70,349,12.2,35,655,990,1097,10,28.5,31722,48.4,37.2,7.3,7.5,4.5,9,47.4,"40.1%","2:1934"
"2:2012","2021-09-18","Jackson",11629,6408,5171,3,1043,5365,9415,37.2,1430,25.6,22,35,8.9,12,422,293,318,11,36.8,14500,44.2,35.7,6.9,5.6,1.8,3,21.7,"37.0%","2:1935"
"2:2013","2021-09-18","Mississippi",26953,15338,11525,5,2880,12458,16321,35.2,7559,29.4,47,163,13,16,2089,758,853,9,29.3,33683,45.5,34.2,7,7.9,4.5,3,48.9,"37.0%","2:1936"
"2:2014","2021-09-18","Greene",34912,19158,15593,6,2969,16189,31064,39.2,370,25.5,30,143,5.3,52,1811,1442,781,13,33.4,38118,50.3,40.9,6.7,6.7,2.8,11,30.7,"42.5%","2:1937"
"2:2015","2021-09-18","Clay",11575,6260,5240,1,791,5469,10223,39.4,57,21,6,12,2.8,1,982,294,116,5,21.5,12543,49.9,41.8,5.3,4.8,2.8,0,20,"43.6%","2:1938"
"2:2016","2021-09-18","Randolph",12898,7490,5356,0,1570,5920,11339,36.1,90,20.3,12,63,6.9,103,421,870,222,12,34.6,15146,49.5,35.4,8.7,4.8,0,12,26.7,"39.1%","2:1939"
"2:2017","2021-09-18","Lawrence",13404,7559,5785,1,1474,6085,12483,41.6,105,23,23,33,9.5,8,573,179,182,10,39.4,14051,53.8,41.2,9.3,7,4.2,6,41.7,"43.3%","2:1940"
"2:2018","2021-09-18","Baxter",33108,18019,14962,5,2377,15642,28495,37.1,90,18.7,77,197,11.2,12,3423,814,679,4,37.9,37221,48.4,40.2,5.1,4.1,2.2,6,46.3,"42.0%","2:1941"
"2:2019","2021-09-18","Marion",9784,5454,4298,0,759,4695,8292,27.7,23,8.4,19,20,5.6,5,1228,197,247,5,38.2,14723,37,29.2,4.3,4.7,2.5,0,16.5,"31.9%","2:1942"
"2:2020","2021-09-18","Perry",9621,5247,4320,4,691,4556,8613,47.8,175,40.9,11,19,5,1,601,201,182,10,33.2,8917,58.8,48.4,6.5,5.3,3.8,0,22.7,"51.1%","2:1943"
"2:2021","2021-09-18","Jefferson",51244,30361,20216,84,8775,21586,22267,40.2,25087,31.9,174,574,25.8,65,1398,1679,1008,13,40.9,57304,53,35.3,13.6,14.6,17.7,16,47.7,"37.7%","2:1944"
"2:2022","2021-09-18","Washington",218048,124125,92498,37,21758,102367,161727,42.5,5702,33.3,1495,4967,20,5103,13956,25098,38622,14,56.7,200760,61.8,46.1,8.1,8.8,4.3,13,42.5,"51.0%","2:1945"
"2:2023","2021-09-18","Crawford",48195,27042,20910,4,4188,22854,40009,38.2,613,27,310,866,8.9,25,3797,2575,2812,8,32.6,53333,50.7,39.2,6.6,5.8,2.9,8,43.4,"42.9%","2:1946"
"2:2024","2021-09-18","Little River",6311,3587,2703,0,606,2981,4129,23.8,1314,28.6,24,135,7.2,4,567,138,303,7,42.7,10486,34.2,25.8,4.6,7.3,0,11,128.6,"28.4%","2:1947"
"2:2025","2021-09-18","Miller",10635,6280,4327,3,1598,4682,5848,9.7,2536,12.1,20,82,2.2,8,1500,641,508,6,19.5,36531,17.2,11.8,2.9,4.4,2.6,2,17.1,"12.8%","2:1948"
"2:2026","2021-09-18","Lafayette",4077,2258,1810,0,351,1907,2159,27.5,1689,37.7,7,27,8.8,2,143,50,54,1,18.9,5854,38.6,30.9,4.5,7.1,2.9,3,40,"32.6%","2:1949"
"2:2027","2021-09-18","Columbia",18094,10316,7705,3,2190,8126,9759,35,6205,38.8,24,159,10.4,3,1270,674,586,20,50,20211,51,38.1,8.1,10.3,0,14,36.3,"40.2%","2:1950"
"2:2028","2021-09-18","Union",25408,14423,10841,1,2687,11736,14363,31.2,7495,32.7,54,180,13.8,39,1284,1993,1141,12,44.3,32555,44.3,33.3,5.9,7.6,2.1,8,39.9,"36.0%","2:1951"
"2:2029","2021-09-18","Ashley",16754,9182,7519,4,1313,7869,10924,41.3,4388,50,9,35,3.7,15,564,819,1187,12,63.8,16780,54.7,44.8,6.2,8.3,0,6,37.1,"46.9%","2:1952"
"2:2030","2021-09-18","Chicot",8852,4975,3768,16,816,4159,3449,41.1,4325,44,8,44,8.2,0,594,432,568,13,58.2,8680,57.3,43.4,6.9,9.2,0,4,29,"47.9%","2:1953"
"2:2031","2021-09-18","Benton",247772,138066,107792,29,21686,116380,186512,41.7,3835,35.8,1514,11970,14.9,1020,12629,30292,42518,12,54.7,231247,59.7,46.6,7.3,6.2,3.6,10,53.5,"50.3%","2:1954"
"2:2032","2021-09-18","Carroll",21059,12190,8626,2,2330,9860,16207,32.8,70,12.3,63,279,8.6,194,2291,1955,2246,10,33.5,24422,49.9,35.3,6.5,4.8,3,21,28.4,"40.4%","2:1955"
"2:2033","2021-09-18","Madison",12196,6898,5244,3,1201,5697,10389,36.1,38,12.4,73,89,13.1,95,877,635,886,13,53.5,14093,48.9,37.2,7,1.3,1.5,23,44.5,"40.4%","2:1956"
"2:2034","2021-09-18","Sebastian",98285,55586,42297,14,9320,46266,72070,37.6,5104,30,617,4651,9.2,88,6703,9052,10633,10,34.3,107538,51.7,39.3,6.6,7.3,3.3,7,38.9,"43.0%","2:1957"
"2:2035","2021-09-18","Polk",11712,6886,4798,0,1383,5503,10144,29.1,57,19.7,60,93,6.6,13,683,662,723,8,33.5,17073,40.3,28.1,7,9,3.1,5,28.7,"32.2%","2:1958"
