"","Date","County_Name","County_Vax_Total","Dose_1","Dose_2","Unk_Dose","Partial_Vax","Fully_Vax","White_Total","White_Full_Pct","Black_Total","Black_Full_Pct","Native_American_Total","Asian_Total","Asian_Full_Pct","Pacific_Islander_Total","Unk_Race_Total","Other_Race_Total","Hispanic_Total","Hispanic_Partial_Vax","Hispanic_Full_Vax","Population","County_Pct_Dose_1","County_Pct_Dose_2","White_Partial_Pct","Black_Partial_Pct","Asian_Partial_Pct","Non_Hispanic_Partial_Pct","Non_Hispanic_Full_Pct","Full_Pct","V1"
"2:8379","2021-06-24","Faulkner",85032,46395,38634,3,6076,40319,67588,35.1,8005,28.5,167,1143,9,92,5033,3004,2144,7,24,107247,43.3,36,4.9,5.7,2.8,5,33.7,"37.6%","2:8302"
"2:8380","2021-06-24","Conway",14836,8122,6714,0,855,7267,11744,37.4,1671,38.4,34,79,11.5,8,1018,282,528,6,40.4,17726,45.8,37.9,4.1,5.1,0.7,2,48.4,"41.0%","2:8303"
"2:8381","2021-06-24","Newton",3464,1937,1523,4,371,1566,2972,20.5,4,0,7,4,3.3,3,436,38,116,12,43,6827,28.4,22.3,4.2,6.6,1.1,0,12.9,"22.9%","2:8304"
"2:8382","2021-06-24","Pope",38206,21591,16615,0,2253,19338,31304,30.8,887,23.2,110,391,8.3,19,3088,2407,2663,5,30.5,54387,39.7,30.5,3.2,3.7,0.9,5,26.5,"35.6%","2:8305"
"2:8383","2021-06-24","Johnson",13445,7604,5841,0,934,6670,10926,25.8,265,23.4,38,215,6.8,22,1182,797,1608,6,29,22287,34.1,26.2,3.2,5.4,0,2,27.1,"29.9%","2:8306"
"2:8384","2021-06-24","Van Buren",9581,5121,4460,0,504,4617,8902,30.3,63,24.8,24,18,8.1,5,465,104,183,4,20.1,14547,35.2,30.7,3.1,1.6,0,4,14.7,"31.7%","2:8307"
"2:8385","2021-06-24","Cleburne",14899,8120,6776,3,958,7162,13154,29.4,48,17.4,28,70,7.3,1,1415,183,211,4,21.6,21965,37,30.8,3.8,0,1.1,4,24.3,"32.6%","2:8308"
"2:8386","2021-06-24","Poinsett",12708,7204,5489,15,1474,5730,11200,28,768,21.5,13,46,7.8,2,507,172,259,3,21.9,19810,36.4,27.7,7.1,5.9,0,7,24.7,"28.9%","2:8309"
"2:8387","2021-06-24","Craighead",64555,36866,27640,49,7677,29189,52732,31.6,5291,16.6,118,1293,9.4,51,3402,1668,2045,10,20.3,91830,40.1,30.1,7.9,5.2,3.8,15,45.8,"31.8%","2:8310"
"2:8388","2021-06-24","Sharp",8680,4922,3754,4,1044,3878,7979,24.2,19,4.5,23,40,7.3,0,548,71,127,2,16.9,15166,32.5,24.8,6.7,1.7,0,8,13.4,"25.6%","2:8311"
"2:8389","2021-06-24","Izard",6387,3513,2871,3,531,2982,5900,23.7,22,3.2,9,17,3.9,1,353,85,60,3,8.6,12084,29.1,23.8,4.2,0.6,2,0,14.1,"24.7%","2:8312"
"2:8390","2021-06-24","Fulton",4742,2626,2116,0,341,2285,4324,19.6,9,3.5,4,5,2.3,0,368,32,53,2,14.2,10804,24.3,19.6,2.8,0.9,0,0,7,"21.1%","2:8313"
"2:8391","2021-06-24","Stone",6725,3610,3115,0,389,3221,6113,27.3,26,15.7,17,7,7.1,1,446,115,55,6,12.8,10998,32.8,28.3,3,5.7,0.9,4,5.4,"29.3%","2:8314"
"2:8392","2021-06-24","Boone",18809,10478,8323,8,1901,8577,16733,24.6,59,13.9,28,116,4.5,4,1496,373,1144,15,67.3,31850,32.9,26.1,5.4,3.6,0,4,22.7,"26.9%","2:8315"
"2:8393","2021-06-24","Out of State",35457,22130,13326,1,6230,15900,20960,0,2982,0,298,1225,0,72,8099,1821,2486,0,0,0,0,0,0,0,0,0,0,"Inf","2:8316"
"2:8394","2021-06-23","Missing",284094,177658,106357,79,63899,113759,188742,0,36280,0,1016,6268,0,731,35161,15896,18620,0,0,0,0,0,0,0,0,0,0,"Inf","2:8317"
"2:8395","2021-06-23","Howard",7673,4244,3429,0,397,3847,5207,31,1403,31.7,40,36,14.5,6,502,479,436,4,17.9,10888,39,31.5,2.6,3.5,2.1,3,28.7,"35.3%","2:8318"
"2:8396","2021-06-23","Pulaski",277455,152887,124537,31,19790,133097,165404,40.5,68107,26.5,941,7387,26.3,235,18868,16513,12413,8,33.9,330989,46.2,37.6,4.8,4.4,4.8,6,43.2,"40.2%","2:8319"
"2:8397","2021-06-23","Lonoke",43763,24004,19753,6,2954,21050,35848,30.9,2496,29.9,71,473,6.4,39,3514,1322,1438,4,27.8,61242,39.2,32.3,3.9,5,2.3,6,31.9,"34.4%","2:8320"
"2:8398","2021-06-23","Prairie",4189,2487,1693,9,605,1882,3468,25.6,484,27,4,11,7.1,2,144,76,104,11,44.6,6949,35.8,24.4,7.8,9.9,0,6,33.3,"27.1%","2:8321"
"2:8399","2021-06-23","Desha",7972,4530,3433,9,761,3769,4255,41.2,3033,31.9,14,65,15,4,284,317,420,12,34.3,9520,47.6,36.1,7.4,6.6,7.5,10,40.3,"39.6%","2:8322"
"2:8400","2021-06-23","Phillips",10344,5729,4612,3,753,4976,4079,35.2,5542,29.5,7,37,4.5,4,417,258,207,6,38.3,14714,38.9,31.3,5,4.3,1.5,9,22.7,"33.8%","2:8323"
"2:8401","2021-06-23","Searcy",4067,2151,1916,0,189,1962,3527,25.4,13,12.5,5,2,0.8,0,475,45,76,2,20,6887,31.2,27.8,2.4,2.1,2.5,0,3.6,"28.5%","2:8324"
"2:8402","2021-06-23","Independence",18980,10683,8292,5,1788,8895,17430,27.1,280,15,43,253,7.3,11,427,536,675,5,17.6,31722,33.7,26.1,5.1,4.9,3.3,8,31.5,"28.0%","2:8325"
"2:8403","2021-06-23","Jackson",8776,4783,3987,6,685,4098,7189,28.6,1028,18.5,20,23,8.9,7,338,171,195,5,22.8,14500,33,27.5,4.8,3.8,0,1,14.2,"28.3%","2:8326"
"2:8404","2021-06-23","Mississippi",19438,10964,8468,6,1818,9146,12175,26.7,5077,20.1,29,128,5.8,15,1621,393,555,6,19,33683,32.6,25.1,4.5,4.7,7.1,7,37.2,"27.2%","2:8327"
"2:8405","2021-06-23","Greene",25754,14095,11655,4,2074,12021,23203,29.3,220,14.6,23,118,4,18,1422,750,453,7,19.7,38118,37,30.6,5,5.5,1.6,8,20.9,"31.5%","2:8328"
"2:8406","2021-06-23","Clay",9007,4855,4146,6,520,4335,7972,31.2,44,16.1,4,10,2.8,0,740,237,61,3,10.8,12543,38.7,33.1,3.5,4,0,10,10,"34.6%","2:8329"
"2:8407","2021-06-23","Randolph",7272,4360,2910,2,1135,3225,6728,20.5,63,13,8,46,3,59,209,159,144,10,21.1,15146,28.8,19.2,7.2,5.8,2,10,14.7,"21.3%","2:8330"
"2:8408","2021-06-23","Lawrence",9346,5226,4111,9,945,4281,8840,29.5,70,16,8,27,5.3,2,336,63,123,5,26.9,14051,37.2,29.3,6.5,3,0,0,31.3,"30.5%","2:8331"
"2:8409","2021-06-23","Baxter",24818,13510,11304,4,1746,11764,21592,28.1,58,12.3,57,150,8.9,15,2563,383,565,4,31.5,37221,36.3,30.4,4,2.7,1,5,37,"31.6%","2:8332"
"2:8410","2021-06-23","Marion",7296,4095,3201,0,558,3537,6250,21,13,5.6,15,13,4.3,7,871,127,182,5,28.1,14723,27.8,21.7,3.3,0.9,1.9,2,11.4,"24.0%","2:8333"
"2:8411","2021-06-23","Perry",7021,3804,3214,3,419,3385,6319,35.5,121,29.3,8,16,6.3,1,440,116,119,4,22.7,8917,42.7,36,4.2,3.4,0,7,18.2,"38.0%","2:8334"
"2:8412","2021-06-23","Jefferson",34628,20902,13720,6,6177,14725,16151,29.2,16121,20.8,109,445,12.9,20,942,840,659,10,26.5,57304,36.5,23.9,10.8,9.7,18.5,13,34.3,"25.7%","2:8335"
"2:8413","2021-06-23","Washington",160902,93181,67712,9,17217,75964,124246,32.6,3889,23.2,1040,3884,13.9,2167,11356,14320,24162,11,34.8,200760,46.4,33.7,7,5.9,3.3,8,25.9,"37.8%","2:8336"
"2:8414","2021-06-23","Crawford",29747,16802,12939,6,2295,14507,24975,24.5,348,16.5,137,427,4,8,2706,1146,1395,4,16.7,53333,31.5,24.3,3.7,1.6,1.4,5,21.4,"27.2%","2:8337"
"2:8415","2021-06-23","Little River",4557,2528,2029,0,290,2238,3084,18.4,825,19.3,18,116,5,2,443,69,255,5,36.4,10486,24.1,19.3,2.4,2.4,0,4,112.5,"21.3%","2:8338"
"2:8416","2021-06-23","Miller",6959,3923,3036,0,660,3263,3974,7,1437,7.4,12,56,1.9,6,1036,438,363,2,14.8,36531,10.7,8.3,1.3,1.6,0.6,1,12.2,"8.9%","2:8339"
"2:8417","2021-06-23","Lafayette",2838,1516,1322,0,136,1380,1591,21,1138,26.4,6,23,8.8,2,66,12,37,1,12.8,5854,25.9,22.6,1.8,2.7,0,3,34.3,"23.6%","2:8340"
"2:8418","2021-06-23","Columbia",12595,7099,5491,5,1331,5768,7478,27,3930,25.3,16,140,5.6,4,599,428,463,14,40.3,20211,35.1,27.2,5.9,5.4,2.4,14,31.8,"28.5%","2:8341"
"2:8419","2021-06-23","Union",17254,9793,7461,0,1590,8203,10402,23.2,4781,21.4,33,123,6.9,10,876,1029,731,7,28.9,32555,30.1,22.9,3.5,4.6,3.7,10,22.1,"25.2%","2:8342"
"2:8420","2021-06-23","Ashley",12038,6512,5523,3,731,5781,7957,30.6,3126,36.1,5,26,2.2,2,360,562,855,7,47.4,16780,38.8,32.9,3.6,5.2,0,3,21,"34.5%","2:8343"
"2:8421","2021-06-23","Chicot",6543,3678,2844,21,511,3167,2601,31.8,3148,33,9,37,8.2,1,463,284,349,6,37.4,8680,42.4,32.8,4.4,5.8,2,0,29,"36.5%","2:8344"
"2:8422","2021-06-23","Benton",187246,106283,80945,18,17817,88466,142600,32,2726,25.2,965,10088,9.4,522,10226,20119,29329,10,37.5,231247,46,35,6.2,5.6,2.9,10,43,"38.3%","2:8345"
"2:8423","2021-06-23","Carroll",15487,8898,6583,6,1227,7671,12320,25.9,46,8.7,47,123,7.2,71,1647,1233,1394,4,23.3,24422,36.4,27,3.9,2.4,1.4,2,19,"31.4%","2:8346"
"2:8424","2021-06-23","Madison",8456,4791,3662,3,767,4024,7287,25.7,24,5.9,35,69,6.4,22,602,417,609,9,37.1,14093,34,26,4.6,5.2,0.7,10,23.1,"28.6%","2:8347"
"2:8425","2021-06-23","Sebastian",52493,30525,21967,1,5181,25344,39635,21.1,2560,15.4,318,2305,4.6,39,3986,3650,4481,5,14.9,107538,28.4,20.4,3.8,4,2.2,5,19.3,"23.6%","2:8348"
"2:8426","2021-06-23","Polk",8385,4854,3531,0,788,4066,7419,21.8,34,11.5,39,61,4.8,5,560,267,485,4,23.5,17073,28.4,20.7,4.2,4.9,0.8,4,18.2,"23.8%","2:8349"
"2:8427","2021-06-23","Sevier",8530,4655,3875,0,476,4179,5455,21.6,355,28.6,49,36,4.5,35,1213,1387,2004,3,22.4,13767,33.8,28.1,2.1,4.4,1,4,16.7,"30.4%","2:8350"
"2:8428","2021-06-23","Garland",64755,35981,28768,6,6573,29408,55084,32.7,3328,20,140,597,8,49,2671,2886,2679,11,25.6,86444,41.6,33.3,6.7,4.8,1.6,9,31.7,"34.0%","2:8351"
"2:8429","2021-06-23","Saline",77181,42207,34948,26,5333,36874,61436,31.6,6318,35.4,145,1080,9.5,77,5065,3060,2751,7,28.2,104254,40.5,33.5,3.9,6.3,1.5,5,34.6,"35.4%","2:8352"
"2:8430","2021-06-23","Franklin",10972,5953,5019,0,551,5402,9938,33.7,60,12.8,37,127,7.6,2,614,194,178,2,19.2,15200,39.2,33,3.2,5.1,0.8,7,28.6,"35.5%","2:8353"
"2:8431","2021-06-23","Scott",4534,2665,1869,0,357,2308,3890,24.2,22,10.8,17,84,4.7,3,364,154,193,4,16,8746,30.5,21.4,3.5,4.3,1.4,3,18.3,"26.4%","2:8354"
"2:8432","2021-06-23","Logan",12127,6642,5482,3,789,5853,10886,30,144,19.2,49,172,11.8,3,640,233,347,4,33.1,18547,35.8,29.6,3.8,4.7,0,3,19.1,"31.6%","2:8355"
"2:8433","2021-06-23","Yell",11789,6721,5068,0,825,5896,9671,27.9,170,20.4,55,123,15.6,5,737,1028,1555,5,24.4,18012,37.3,28.1,3.4,1.7,0,8,21.3,"32.7%","2:8356"
"2:8434","2021-06-23","Montgomery",4241,2473,1768,0,219,2254,3780,26.5,13,7.6,3,20,1.7,0,312,113,74,1,11.1,7929,31.2,22.3,2.2,1.1,0.8,4,7.3,"28.4%","2:8357"
"2:8435","2021-06-23","Pike",4618,2532,2083,3,373,2159,3981,21.6,138,17.1,8,23,4.1,0,277,191,194,6,15.7,9246,27.4,22.5,3.3,6.2,0,3,14.5,"23.4%","2:8358"
"2:8436","2021-06-23","Hempstead",8020,4639,3360,21,905,3734,4509,17.2,2186,18.9,41,55,16.9,7,621,601,782,6,17.7,17816,26,18.9,4,4.3,2.3,5,22.2,"21.0%","2:8359"
"2:8437","2021-06-23","Drew",11497,6332,5162,3,826,5506,7477,32.6,2941,32.3,22,84,14.3,17,491,465,366,7,34,15607,40.6,33.1,4.2,5.1,0,2,45.1,"35.3%","2:8360"
"2:8438","2021-06-23","Bradley",7444,4375,3069,0,607,3768,4663,36.7,1967,40.7,15,35,5.4,9,176,579,662,8,26.8,9068,48.2,33.8,5.3,6.6,0,26,27.8,"41.6%","2:8361"
"2:8439","2021-06-23","Calhoun",2303,1213,1090,0,100,1113,1646,22.8,453,22,0,6,0,0,171,27,23,1,6.7,4546,26.7,24,1.7,1.9,0,0,23.1,"24.5%","2:8362"
"2:8440","2021-06-23","Ouachita",15405,8328,7071,6,910,7418,8594,35.3,5656,33.9,14,80,5.9,13,772,276,248,6,26.7,20023,41.6,35.3,3.8,4.3,2,0,43.9,"37.0%","2:8363"
"2:8441","2021-06-23","Nevada",3589,2131,1348,110,515,1616,2302,21.2,987,20.2,4,32,6.1,0,209,55,84,4,14.7,7050,30.2,19.1,6.5,7.3,3,11,40.5,"22.9%","2:8364"
"2:8442","2021-06-23","Clark",14738,7969,6769,0,957,7012,10635,35.2,3175,31.6,23,139,7.4,4,435,327,610,6,35.1,19472,40.9,34.8,4.2,4.6,4.1,6,43.5,"36.0%","2:8365"
"2:8443","2021-06-23","Dallas",5204,2781,2423,0,295,2486,2882,39.4,2004,38.7,7,21,4.9,0,230,60,90,5,19.8,6069,45.8,39.9,3.9,4.2,7.3,6,55.6,"41.0%","2:8366"
"2:8444","2021-06-23","Cleveland",5363,2940,2420,3,361,2579,4521,35.9,625,37.7,3,6,2.8,2,128,78,62,2,21.3,6927,42.4,34.9,4.8,4.7,2.8,0,20,"37.2%","2:8367"
"2:8445","2021-06-23","Lincoln",5641,3153,2476,12,390,2763,4192,26.4,1138,14.2,7,23,5.4,1,106,174,209,3,23.3,11689,27,21.2,2.7,3.5,1.8,2,26.7,"23.6%","2:8368"
"2:8446","2021-06-23","Arkansas",12214,6829,5382,3,903,5926,9012,40,2115,28,8,77,9.4,1,571,430,333,4,40.9,14786,46.2,36.4,5.7,4.6,0,3,31.1,"40.1%","2:8369"
"2:8447","2021-06-23","Grant",10447,5733,4708,6,806,4927,9689,30.3,272,28.5,11,48,7.1,6,260,161,203,3,23.8,15720,36.5,29.9,4.8,3.9,0,2,30.2,"31.3%","2:8370"
"2:8448","2021-06-23","Monroe",4653,2664,1986,3,495,2169,2710,37.5,1588,32.4,4,8,10.8,2,206,135,127,13,50.7,5758,46.3,34.5,7.3,7.5,0,8,5.8,"37.7%","2:8371"
"2:8449","2021-06-23","Lee",4043,2305,1736,2,339,1966,1665,23,1962,22.9,5,15,6.5,8,326,62,79,3,24,7777,29.6,22.3,3.3,4.1,0,11,19.1,"25.3%","2:8372"
"2:8450","2021-06-23","Hot Spring",18844,10122,8716,6,1192,8930,15785,29.3,2016,27.6,46,70,9.4,6,529,392,453,3,23.1,29427,34.4,29.6,3.7,4.2,2.8,2,22.1,"30.3%","2:8373"
"2:8451","2021-06-23","St. Francis",12020,7025,4986,9,954,6071,5815,28.6,5379,25.2,4,78,1.1,7,582,155,266,2,10,21496,32.7,23.2,4,4,0.5,2,28.1,"28.2%","2:8374"
"2:8452","2021-06-23","Crittenden",20155,12660,7495,0,2956,9704,8797,23.5,9008,20.3,34,164,11.7,30,1785,337,435,8,20.7,39319,32.2,19.1,5.9,7.5,4.8,9,28.4,"24.7%","2:8375"
"2:8453","2021-06-23","Cross",10403,5826,4568,9,854,4972,7447,34.1,2239,33.1,8,103,7.8,7,490,109,158,9,27,13912,41.9,32.8,5.2,6.5,1.6,14,42.4,"35.7%","2:8376"
"2:8454","2021-06-23","Woodruff",4536,2418,2115,3,237,2181,3094,38.1,1027,33.7,3,9,3.6,20,319,64,72,1,47.8,5426,44.6,39,3.3,4.4,3.6,5,100,"40.2%","2:8377"
"2:8455","2021-06-23","White",46322,24946,21354,22,3010,21936,39619,30.1,1629,23.7,94,371,9,24,2079,2506,1405,9,22.2,67007,37.2,31.9,3.9,3.7,0.2,8,25.3,"32.7%","2:8378"
"2:8456","2021-06-23","Faulkner",84805,46235,38567,3,5990,40245,67429,35.1,7970,28.5,164,1134,9.2,91,5024,2993,2136,7,24,107247,43.1,36,4.8,5.4,1.8,6,33,"37.5%","2:8379"
"2:8457","2021-06-23","Conway",14769,8073,6696,0,824,7249,11678,37.3,1663,38.3,33,83,8.8,10,1022,280,533,7,40.4,17726,45.5,37.8,3.8,5.1,5.4,2,51.6,"40.9%","2:8380"
"2:8458","2021-06-23","Newton",3442,1932,1506,4,379,1553,2954,20.3,4,0,6,3,3.3,3,435,37,112,8,43,6827,28.3,22.1,4.4,6.6,0,0,9.7,"22.7%","2:8381"
"2:8459","2021-06-23","Pope",38104,21554,16550,0,2299,19255,31240,30.7,873,22.4,121,391,9.2,18,3074,2387,2649,5,30.1,54387,39.6,30.4,3.3,4.4,1.1,3,27.6,"35.4%","2:8382"
"2:8460","2021-06-23","Johnson",13456,7598,5858,0,912,6686,10944,25.9,266,24,39,207,7.1,21,1186,793,1600,5,29,22287,34.1,26.3,3.1,4.5,0,2,26.1,"30.0%","2:8383"
"2:8461","2021-06-23","Van Buren",9579,5131,4448,0,525,4606,8891,30.2,63,22.4,27,20,7.4,4,466,108,184,4,20.1,14547,35.3,30.6,3.2,6.4,3.4,3,16.2,"31.7%","2:8384"
"2:8462","2021-06-23","Cleburne",14802,8068,6731,3,952,7116,13082,29.3,47,16,27,69,6.8,2,1393,182,209,4,21.1,21965,36.7,30.6,3.7,1.4,1.7,6,22.9,"32.4%","2:8385"
"2:8463","2021-06-23","Poinsett",12697,7184,5498,15,1450,5734,11206,28.1,754,21,11,47,4.4,2,514,163,259,4,21.5,19810,36.3,27.8,7,5.8,3.3,6,25.9,"28.9%","2:8386"
"2:8464","2021-06-23","Craighead",64401,36806,27547,48,7725,29081,52620,31.5,5311,16.7,111,1289,9.6,49,3379,1642,2038,10,20.2,91830,40.1,30,8,5.1,2.3,16,45.1,"31.7%","2:8387"
"2:8465","2021-06-23","Sharp",8665,4912,3749,4,1049,3863,7980,24.2,20,5.1,21,41,6.2,1,539,63,132,1,18.1,15166,32.4,24.7,6.7,1.1,0,8,14.3,"25.5%","2:8388"
"2:8466","2021-06-23","Izard",6356,3495,2858,3,524,2971,5856,23.6,22,2.6,13,18,5.9,1,353,93,56,3,7.9,12084,28.9,23.7,4,1.9,2,2,14.1,"24.6%","2:8389"
"2:8467","2021-06-23","Fulton",4716,2608,2108,0,336,2272,4298,19.5,9,3.5,6,6,2.3,0,366,31,54,1,14.8,10804,24.1,19.5,2.8,0.9,2.3,0,7,"21.0%","2:8390"
"2:8468","2021-06-23","Stone",6725,3598,3127,0,365,3233,6115,27.3,25,18.6,16,6,8,2,450,111,57,4,13.9,10998,32.7,28.4,3,0,0,4,5.4,"29.4%","2:8391"
"2:8469","2021-06-23","Boone",18810,10446,8356,8,1837,8609,16750,24.7,57,13.9,29,118,4.5,6,1491,359,1155,15,68.2,31850,32.8,26.2,5.1,2.6,0.3,8,21.9,"27.0%","2:8392"
"2:8470","2021-06-23","Out of State",35265,22026,13238,1,6207,15819,20923,0,2938,0,294,1216,0,69,8050,1775,2478,0,0,0,0,0,0,0,0,0,0,"Inf","2:8393"
"2:8471","2021-06-22","Missing",283786,177350,106345,91,63612,113738,188574,0,36268,0,1040,6234,0,740,35046,15884,18646,0,0,0,0,0,0,0,0,0,0,"Inf","2:8394"
"2:8472","2021-06-22","Howard",7663,4250,3413,0,415,3835,5199,30.7,1398,31.8,35,39,13.8,6,499,487,432,3,17.9,10888,39,31.3,3,3.1,0,2,31,"35.2%","2:8395"
"2:8473","2021-06-22","Pulaski",276996,152633,124330,33,19749,132884,165323,40.4,67901,26.5,938,7362,26,230,18894,16348,12352,8,33.8,330989,46.1,37.6,4.9,4.4,5.1,6,43.1,"40.1%","2:8396"
"2:8474","2021-06-22","Lonoke",43665,23961,19698,6,2976,20985,35764,30.8,2465,29.6,75,470,7.5,36,3519,1336,1440,5,27.6,61242,39.1,32.2,4,4.9,1,8,30.9,"34.3%","2:8397"
"2:8475","2021-06-22","Prairie",4173,2476,1688,9,601,1875,3447,25.3,486,27.1,10,11,17.9,2,141,76,104,12,43.8,6949,35.6,24.3,8,10.2,3.6,6,33.3,"27.0%","2:8398"
"2:8476","2021-06-22","Desha",7955,4514,3435,6,748,3766,4236,40.9,3018,31.8,18,64,25,5,287,327,422,11,34.7,9520,47.4,36.1,7.5,6.4,0,3,44.2,"39.6%","2:8399"
"2:8477","2021-06-22","Phillips",10253,5668,4582,3,729,4939,4029,34.9,5526,29.4,7,34,6.1,3,396,258,208,6,38.3,14714,38.5,31.1,4.8,4.3,0,9,20,"33.6%","2:8400"
"2:8478","2021-06-22","Searcy",4053,2147,1906,0,195,1952,3518,25.3,10,10.4,4,2,1.7,0,477,42,78,3,20,6887,31.2,27.7,2.5,0,0,0,3.6,"28.3%","2:8401"
"2:8479","2021-06-22","Independence",18908,10651,8251,6,1802,8849,17395,27,280,15.3,40,253,7.3,12,420,508,669,6,17.3,31722,33.6,26,5.2,4.2,2,9,31.5,"27.9%","2:8402"
"2:8480","2021-06-22","Jackson",8769,4771,3992,6,671,4100,7188,28.7,1021,18.4,18,24,6.3,8,335,175,199,5,23.6,14500,32.9,27.5,4.7,3.7,3.6,3,14.2,"28.3%","2:8403"
"2:8481","2021-06-22","Mississippi",19386,10922,8458,6,1797,9125,12162,26.6,5029,20,31,117,6.5,13,1622,412,560,6,19.2,33683,32.4,25.1,4.6,4.4,7.1,10,32.2,"27.1%","2:8404"
"2:8482","2021-06-22","Greene",25716,14084,11627,5,2097,11987,23203,29.3,219,14.1,22,121,4.5,14,1415,722,447,7,19.5,38118,36.9,30.5,5.1,6.3,0.4,6,21.7,"31.4%","2:8405"
"2:8483","2021-06-22","Clay",8990,4848,4136,6,518,4330,7967,31.3,49,18.5,3,9,1.4,0,730,232,63,2,11.6,12543,38.7,33,3.5,3.2,1.4,2,12.5,"34.5%","2:8406"
"2:8484","2021-06-22","Randolph",7277,4358,2918,1,1127,3231,6738,20.5,65,14,6,46,3,58,203,161,141,9,21.1,15146,28.8,19.3,7.1,4.8,0,10,14.7,"21.3%","2:8407"
"2:8485","2021-06-22","Lawrence",9341,5205,4127,9,910,4295,8841,29.7,71,16.5,8,24,3.2,1,329,67,123,6,26.4,14051,37,29.4,6.2,2.5,2.1,0,29.2,"30.6%","2:8408"
"2:8486","2021-06-22","Baxter",24783,13516,11261,6,1792,11724,21573,28,63,12.8,61,153,9.6,14,2546,373,562,5,31,37221,36.3,30.3,4.1,5,1,4,37.5,"31.5%","2:8409"
"2:8487","2021-06-22","Marion",7277,4076,3201,0,547,3529,6242,21,13,5.6,15,13,4.3,5,871,118,183,6,27.4,14723,27.7,21.7,3.2,0.9,1.9,0,11.4,"24.0%","2:8410"
"2:8488","2021-06-22","Perry",6984,3779,3202,3,406,3373,6287,35.5,121,28.8,8,16,5,0,433,119,119,5,22.3,8917,42.4,35.9,4,3.8,0,4,18.2,"37.8%","2:8411"
"2:8489","2021-06-22","Jefferson",34503,20813,13684,6,6141,14672,16130,29.2,16014,20.6,102,450,11.3,23,937,847,661,10,26.6,57304,36.3,23.9,10.7,9.5,19.4,11,35.8,"25.6%","2:8412"
"2:8490","2021-06-22","Washington",160480,93019,67452,9,17357,75662,123971,32.5,3887,23.1,1060,3893,14.1,2144,11332,14193,24049,11,34.5,200760,46.3,33.6,7.1,5.9,3.4,8,25.8,"37.7%","2:8413"
"2:8491","2021-06-22","Crawford",29682,16796,12880,6,2354,14442,24901,24.3,337,15.1,142,417,3.9,6,2699,1180,1386,5,16.4,53333,31.5,24.2,3.8,3.2,2,4,21.3,"27.1%","2:8414"
"2:8492","2021-06-22","Little River",4553,2533,2020,0,301,2232,3082,18.4,817,18.9,17,117,3.9,3,447,70,249,6,35.2,10486,24.2,19.3,2.4,2.9,1.7,5,114.3,"21.3%","2:8415"
"2:8493","2021-06-22","Miller",6990,3926,3064,0,634,3292,4009,7.1,1450,7.4,10,52,1.6,5,1030,434,364,2,14.8,36531,10.7,8.4,1.2,1.5,0.6,2,10.6,"9.0%","2:8416"
"2:8494","2021-06-22","Lafayette",2832,1512,1320,0,137,1375,1583,20.9,1133,26.2,6,25,8.8,2,66,17,37,1,12.8,5854,25.8,22.5,1.7,2.9,0,3,37.1,"23.5%","2:8417"
"2:8495","2021-06-22","Columbia",12577,7078,5493,6,1306,5772,7490,27.2,3894,25.1,16,141,7.2,2,600,434,463,15,39.9,20211,35,27.2,5.6,5.4,0,14,31.3,"28.6%","2:8418"
"2:8496","2021-06-22","Union",17218,9793,7425,0,1627,8166,10388,23,4748,21.2,37,129,9.5,9,879,1028,730,7,28.8,32555,30.1,22.8,3.7,4.7,1.1,6,24.9,"25.1%","2:8419"
"2:8497","2021-06-22","Ashley",11990,6492,5495,3,738,5754,7941,30.6,3111,35.8,6,29,2.9,5,354,544,853,8,46.8,16780,38.7,32.7,3.4,5.4,0,3,25.8,"34.3%","2:8420"
"2:8498","2021-06-22","Chicot",6509,3651,2837,21,494,3157,2584,31.8,3127,32.8,10,37,6.1,2,458,291,346,7,36.8,8680,42.1,32.7,4.1,5.8,8.2,3,27.5,"36.4%","2:8421"
"2:8499","2021-06-22","Benton",186626,105972,80639,15,17830,88142,142134,31.9,2734,25.2,948,10075,9.4,531,10148,20056,29203,10,37.4,231247,45.8,34.9,6.1,6,2.5,10,42.9,"38.1%","2:8422"
"2:8500","2021-06-22","Carroll",15489,8889,6594,6,1204,7685,12352,26.1,40,7.5,50,123,7.5,74,1644,1206,1384,4,23.1,24422,36.4,27,3.8,2.4,1.9,1,19.7,"31.5%","2:8423"
"2:8501","2021-06-22","Madison",8453,4780,3670,3,741,4039,7300,25.9,26,6.5,38,67,7.5,22,599,401,600,9,36.7,14093,33.9,26,4.4,5.2,0,10,22.5,"28.7%","2:8424"
"2:8502","2021-06-22","Sebastian",52298,30435,21862,1,5196,25239,39465,21,2566,15.4,309,2292,4.5,37,3975,3654,4449,5,14.9,107538,28.3,20.3,3.8,4,2,5,19.1,"23.5%","2:8425"
"2:8503","2021-06-22","Polk",8385,4848,3536,1,769,4079,7420,21.9,27,9,37,60,4.8,6,561,274,487,4,23.9,17073,28.4,20.7,4.2,4.1,0.3,3,18.8,"23.9%","2:8426"
"2:8504","2021-06-22","Sevier",8440,4610,3830,0,486,4124,5408,21.4,351,28.6,46,35,3.9,35,1202,1363,1973,3,22,13767,33.5,27.8,2,3.6,1.6,4,16.3,"30.0%","2:8427"
