"","county_nam","Date","Deaths","Positive","active_cases","Cases_Population"
"2:419","Izard",2021-11-23,55,2682,88,19.78
"2:420","Jackson",2021-11-23,46,4507,90,26.17
"2:421","Jefferson",2021-11-23,227,12435,44,17.66
"2:422","Johnson",2021-11-23,58,4664,16,17.74
"2:423","Lafayette",2021-11-23,28,861,6,12.45
"2:424","Lawrence",2021-11-23,60,3459,85,20.75
"2:425","Lee",2021-11-23,52,2160,7,22.98
"2:426","Lincoln",2021-11-23,57,3673,11,26.82
"2:427","LittleRiver",2021-11-23,80,2122,15,17.09
"2:428","Logan",2021-11-23,51,3721,46,17.1
"2:429","Lonoke",2021-11-23,176,12282,158,17.01
"2:430","Madison",2021-11-23,40,2594,79,16.14
"2:431","Marion",2021-11-23,62,2264,80,13.77
"2:432","Miller",2021-11-23,142,6616,33,15.12
"2:433","MissingCountyInfo",2021-11-23,0,5338,172,NA
"2:434","Mississippi",2021-11-23,148,8596,159,20.07
"2:435","Monroe",2021-11-23,25,1204,7,16.61
"2:436","Montgomery",2021-11-23,46,1156,12,12.85
"2:437","Nevada",2021-11-23,40,1403,14,16.62
"2:438","Newton",2021-11-23,39,1204,22,15.34
"2:439","Ouachita",2021-11-23,85,3451,24,14.32
"2:440","Perry",2021-11-23,22,1574,27,15.25
"2:441","Phillips",2021-11-23,77,3231,9,16.97
"2:442","Pike",2021-11-23,37,1748,17,16.17
"2:443","Poinsett",2021-11-23,102,5054,68,21.01
"2:444","Polk",2021-11-23,112,3005,6,14.9
"2:445","Pope",2021-11-23,158,12211,125,19.19
"2:446","Prairie",2021-11-23,29,1288,2,15.62
"2:447","Pulaski",2021-11-23,933,59891,592,15.22
"2:448","Randolph",2021-11-23,64,3424,47,19.45
"2:449","SaintFrancis",2021-11-23,69,4877,16,NA
"2:450","Saline",2021-11-23,246,18859,154,15.98
"2:451","Scott",2021-11-23,31,1752,13,16.78
"2:452","Searcy",2021-11-23,25,1304,30,16.46
"2:453","Sebastian",2021-11-23,392,23041,275,18.08
"2:454","Sevier",2021-11-23,60,4055,39,23.59
"2:455","Sharp",2021-11-23,70,3088,113,18.12
"2:456","Stone",2021-11-23,45,1881,75,15.11
"2:457","Union",2021-11-23,142,5925,65,14.91
"2:458","VanBuren",2021-11-23,44,2271,32,13.61
"2:459","Washington",2021-11-23,491,45476,410,19.9
"2:460","White",2021-11-23,204,13757,228,17.46
"2:461","Woodruff",2021-11-23,24,1137,16,17.07
"2:462","Yell",2021-11-23,81,4755,42,22.04
"2:463","Arkansas_all_counties",2021-11-22,8620,524440,5971,17.69
"2:464","Arkansas_county",2021-11-22,59,3525,12,19.45
"2:465","Ashley",2021-11-22,50,3216,8,15.66
"2:466","Baxter",2021-11-22,186,6075,95,14.74
"2:467","Benton",2021-11-22,624,43497,581,16.8
"2:468","Boone",2021-11-22,130,6382,83,17.12
"2:469","Bradley",2021-11-22,41,1999,10,18.26
"2:470","Calhoun",2021-11-22,8,601,6,11.55
"2:471","Carroll",2021-11-22,75,4369,36,15.67
"2:472","Chicot",2021-11-22,47,2033,6,18.78
"2:473","Clark",2021-11-22,61,3343,37,14.93
"2:474","Clay",2021-11-22,74,2780,42,18.46
"2:475","Cleburne",2021-11-22,94,3896,76,15.44
"2:476","Cleveland",2021-11-22,33,1435,3,17.44
"2:477","Columbia",2021-11-22,74,3409,13,14.27
"2:478","Conway",2021-11-22,46,3219,39,15.4
"2:479","Craighead",2021-11-22,248,22005,255,20.82
"2:480","Crawford",2021-11-22,179,10983,85,17.58
"2:481","Crittenden",2021-11-22,180,8954,79,18.27
"2:482","Cross",2021-11-22,66,3028,21,17.81
"2:483","Dallas",2021-11-22,19,1142,2,15.37
"2:484","Desha",2021-11-22,33,1934,13,16.27
"2:485","Drew",2021-11-22,55,2942,20,15.9
"2:486","Faulkner",2021-11-22,227,20092,328,16.41
"2:487","Franklin",2021-11-22,55,2788,34,15.68
"2:488","Fulton",2021-11-22,67,1840,73,15.16
"2:489","Garland",2021-11-22,399,16149,84,16.43
"2:490","Grant",2021-11-22,50,2901,13,16.04
"2:491","Greene",2021-11-22,124,10317,113,23.12
"2:492","Hempstead",2021-11-22,41,2998,19,13.62
"2:493","HotSpring",2021-11-22,107,7741,51,23.09
"2:494","Howard",2021-11-22,38,2513,28,18.77
"2:495","Independence",2021-11-22,160,6745,231,18.1
"2:496","Izard",2021-11-22,55,2670,79,19.69
"2:497","Jackson",2021-11-22,46,4503,97,26.14
"2:498","Jefferson",2021-11-22,227,12429,40,17.65
"2:499","Johnson",2021-11-22,58,4662,14,17.73
"2:500","Lafayette",2021-11-22,28,861,6,12.45
"2:501","Lawrence",2021-11-22,60,3459,90,20.75
"2:502","Lee",2021-11-22,52,2160,7,22.98
"2:503","Lincoln",2021-11-22,57,3668,6,26.78
"2:504","LittleRiver",2021-11-22,80,2120,14,17.07
"2:505","Logan",2021-11-22,51,3715,43,17.07
"2:506","Lonoke",2021-11-22,176,12267,159,16.99
"2:507","Madison",2021-11-22,40,2581,76,16.05
"2:508","Marion",2021-11-22,62,2255,77,13.72
"2:509","Miller",2021-11-22,141,6613,37,15.11
"2:510","MissingCountyInfo",2021-11-22,0,5346,192,NA
"2:511","Mississippi",2021-11-22,148,8585,164,20.04
"2:512","Monroe",2021-11-22,25,1204,7,16.61
"2:513","Montgomery",2021-11-22,46,1156,14,12.85
"2:514","Nevada",2021-11-22,40,1403,17,16.62
"2:515","Newton",2021-11-22,39,1203,23,15.33
"2:516","Ouachita",2021-11-22,85,3448,24,14.3
"2:517","Perry",2021-11-22,22,1571,25,15.22
"2:518","Phillips",2021-11-22,77,3230,9,16.97
"2:519","Pike",2021-11-22,37,1747,17,16.16
"2:520","Poinsett",2021-11-22,102,5047,65,20.98
"2:521","Polk",2021-11-22,112,3002,5,14.89
"2:522","Pope",2021-11-22,158,12189,111,19.15
"2:523","Prairie",2021-11-22,29,1287,2,15.61
"2:524","Pulaski",2021-11-22,932,59803,536,15.2
"2:525","Randolph",2021-11-22,64,3418,44,19.42
"2:526","SaintFrancis",2021-11-22,69,4873,14,NA
"2:527","Saline",2021-11-22,246,18830,141,15.96
"2:528","Scott",2021-11-22,31,1750,11,16.76
"2:529","Searcy",2021-11-22,24,1300,31,16.41
"2:530","Sebastian",2021-11-22,391,23017,282,18.06
"2:531","Sevier",2021-11-22,60,4055,44,23.59
"2:532","Sharp",2021-11-22,70,3070,97,18.01
"2:533","Stone",2021-11-22,44,1878,82,15.09
"2:534","Union",2021-11-22,142,5915,62,14.89
"2:535","VanBuren",2021-11-22,44,2269,36,13.6
"2:536","Washington",2021-11-22,491,45423,398,19.88
"2:537","White",2021-11-22,204,13727,226,17.42
"2:538","Woodruff",2021-11-22,24,1133,12,17.01
"2:539","Yell",2021-11-22,81,4747,39,22
"2:540","Arkansas_all_counties",2021-11-21,8615,524170,6327,17.68
"2:541","Arkansas_county",2021-11-21,59,3524,13,19.44
"2:542","Ashley",2021-11-21,50,3215,9,15.65
"2:543","Baxter",2021-11-21,186,6075,109,14.74
"2:544","Benton",2021-11-21,624,43464,604,16.78
"2:545","Boone",2021-11-21,130,6375,80,17.1
"2:546","Bradley",2021-11-21,41,1998,11,18.25
"2:547","Calhoun",2021-11-21,8,600,5,11.53
"2:548","Carroll",2021-11-21,75,4369,37,15.67
"2:549","Chicot",2021-11-21,47,2033,7,18.78
"2:550","Clark",2021-11-21,60,3341,40,14.93
"2:551","Clay",2021-11-21,74,2779,42,18.45
"2:552","Cleburne",2021-11-21,94,3896,81,15.44
"2:553","Cleveland",2021-11-21,33,1435,4,17.44
"2:554","Columbia",2021-11-21,74,3409,14,14.27
"2:555","Conway",2021-11-21,46,3216,38,15.38
"2:556","Craighead",2021-11-21,248,21986,255,20.8
"2:557","Crawford",2021-11-21,179,10981,101,17.58
"2:558","Crittenden",2021-11-21,180,8949,85,18.26
"2:559","Cross",2021-11-21,66,3028,23,17.81
"2:560","Dallas",2021-11-21,19,1142,2,15.37
"2:561","Desha",2021-11-21,33,1934,13,16.27
"2:562","Drew",2021-11-21,55,2942,29,15.9
"2:563","Faulkner",2021-11-21,227,20077,334,16.4
"2:564","Franklin",2021-11-21,55,2787,35,15.67
"2:565","Fulton",2021-11-21,67,1838,84,15.14
"2:566","Garland",2021-11-21,399,16146,92,16.43
"2:567","Grant",2021-11-21,50,2900,15,16.03
"2:568","Greene",2021-11-21,124,10310,119,23.1
"2:569","Hempstead",2021-11-21,41,2997,20,13.61
"2:570","HotSpring",2021-11-21,107,7741,53,23.09
"2:571","Howard",2021-11-21,38,2512,30,18.76
"2:572","Independence",2021-11-21,160,6734,239,18.07
"2:573","Izard",2021-11-21,55,2668,87,19.68
"2:574","Jackson",2021-11-21,46,4501,106,26.13
"2:575","Jefferson",2021-11-21,227,12426,45,17.64
"2:576","Johnson",2021-11-21,58,4661,16,17.73
"2:577","Lafayette",2021-11-21,28,861,7,12.45
"2:578","Lawrence",2021-11-21,60,3456,96,20.73
"2:579","Lee",2021-11-21,52,2159,6,22.97
"2:580","Lincoln",2021-11-21,57,3667,5,26.78
"2:581","LittleRiver",2021-11-21,80,2117,17,17.05
"2:582","Logan",2021-11-21,50,3715,51,17.07
"2:583","Lonoke",2021-11-21,176,12259,168,16.98
"2:584","Madison",2021-11-21,40,2571,70,15.99
"2:585","Marion",2021-11-21,62,2253,87,13.71
"2:586","Miller",2021-11-21,141,6612,43,15.11
"2:587","MissingCountyInfo",2021-11-21,0,5363,221,NA
"2:588","Mississippi",2021-11-21,147,8576,162,20.02
"2:589","Monroe",2021-11-21,25,1204,8,16.61
"2:590","Montgomery",2021-11-21,46,1156,15,12.85
"2:591","Nevada",2021-11-21,40,1403,20,16.62
"2:592","Newton",2021-11-21,39,1204,26,15.34
"2:593","Ouachita",2021-11-21,85,3446,24,14.3
"2:594","Perry",2021-11-21,22,1572,28,15.23
"2:595","Phillips",2021-11-21,77,3230,10,16.97
"2:596","Pike",2021-11-21,37,1747,21,16.16
"2:597","Poinsett",2021-11-21,102,5042,63,20.96
"2:598","Polk",2021-11-21,112,3001,5,14.88
"2:599","Pope",2021-11-21,159,12183,118,19.14
"2:600","Prairie",2021-11-21,29,1287,2,15.61
"2:601","Pulaski",2021-11-21,932,59775,576,15.19
"2:602","Randolph",2021-11-21,63,3416,44,19.41
"2:603","SaintFrancis",2021-11-21,69,4873,14,NA
"2:604","Saline",2021-11-21,246,18825,155,15.95
"2:605","Scott",2021-11-21,30,1749,11,16.75
"2:606","Searcy",2021-11-21,24,1299,31,16.4
"2:607","Sebastian",2021-11-21,391,22993,286,18.04
"2:608","Sevier",2021-11-21,60,4048,44,23.54
"2:609","Sharp",2021-11-21,70,3061,92,17.96
"2:610","Stone",2021-11-21,44,1875,89,15.07
"2:611","Union",2021-11-21,141,5911,63,14.88
"2:612","VanBuren",2021-11-21,44,2269,39,13.6
"2:613","Washington",2021-11-21,491,45409,439,19.87
"2:614","White",2021-11-21,204,13717,241,17.41
"2:615","Woodruff",2021-11-21,24,1132,13,17
"2:616","Yell",2021-11-21,81,4745,40,22
"2:617","Arkansas_all_counties",2021-11-20,8612,523866,6390,17.67
"2:618","Arkansas_county",2021-11-20,59,3523,12,19.44
"2:619","Ashley",2021-11-20,50,3215,11,15.65
"2:620","Baxter",2021-11-20,186,6071,109,14.73
"2:621","Benton",2021-11-20,624,43425,603,16.77
"2:622","Boone",2021-11-20,130,6373,83,17.09
"2:623","Bradley",2021-11-20,41,1998,12,18.25
"2:624","Calhoun",2021-11-20,8,600,6,11.53
"2:625","Carroll",2021-11-20,75,4365,37,15.65
"2:626","Chicot",2021-11-20,47,2032,6,18.77
"2:627","Clark",2021-11-20,60,3335,41,14.9
"2:628","Clay",2021-11-20,74,2777,43,18.44
"2:629","Cleburne",2021-11-20,94,3894,82,15.43
"2:630","Cleveland",2021-11-20,33,1435,4,17.44
"2:631","Columbia",2021-11-20,74,3411,16,14.28
"2:632","Conway",2021-11-20,46,3214,36,15.37
"2:633","Craighead",2021-11-20,248,21973,264,20.79
"2:634","Crawford",2021-11-20,179,10977,101,17.57
"2:635","Crittenden",2021-11-20,180,8947,87,18.25
"2:636","Cross",2021-11-20,65,3028,26,17.81
"2:637","Dallas",2021-11-20,19,1142,2,15.37
"2:638","Desha",2021-11-20,33,1933,12,16.26
"2:639","Drew",2021-11-20,55,2941,30,15.9
"2:640","Faulkner",2021-11-20,227,20063,341,16.39
"2:641","Franklin",2021-11-20,55,2784,34,15.66
"2:642","Fulton",2021-11-20,67,1836,89,15.12
"2:643","Garland",2021-11-20,399,16139,93,16.42
"2:644","Grant",2021-11-20,50,2899,15,16.03
"2:645","Greene",2021-11-20,124,10304,118,23.09
"2:646","Hempstead",2021-11-20,41,2997,22,13.61
"2:647","HotSpring",2021-11-20,107,7739,53,23.09
"2:648","Howard",2021-11-20,38,2512,31,18.76
"2:649","Independence",2021-11-20,160,6721,243,18.04
"2:650","Izard",2021-11-20,55,2666,90,19.66
"2:651","Jackson",2021-11-20,46,4495,106,26.1
"2:652","Jefferson",2021-11-20,227,12423,45,17.64
"2:653","Johnson",2021-11-20,58,4659,14,17.72
"2:654","Lafayette",2021-11-20,28,861,7,12.45
"2:655","Lawrence",2021-11-20,60,3452,99,20.71
"2:656","Lee",2021-11-20,52,2159,6,22.97
"2:657","Lincoln",2021-11-20,57,3667,5,26.78
"2:658","LittleRiver",2021-11-20,80,2117,18,17.05
"2:659","Logan",2021-11-20,50,3714,52,17.07
"2:660","Lonoke",2021-11-20,176,12252,168,16.97
"2:661","Madison",2021-11-20,40,2563,63,15.94
"2:662","Marion",2021-11-20,62,2251,86,13.69
"2:663","Miller",2021-11-20,141,6612,46,15.11
"2:664","MissingCountyInfo",2021-11-20,0,5356,216,NA
"2:665","Mississippi",2021-11-20,147,8568,156,20
"2:666","Monroe",2021-11-20,25,1202,6,16.58
"2:667","Montgomery",2021-11-20,46,1156,15,12.85
"2:668","Nevada",2021-11-20,40,1402,22,16.61
"2:669","Newton",2021-11-20,39,1202,27,15.32
"2:670","Ouachita",2021-11-20,85,3444,24,14.29
"2:671","Perry",2021-11-20,22,1573,31,15.24
"2:672","Phillips",2021-11-20,77,3230,11,16.97
"2:673","Pike",2021-11-20,36,1747,22,16.16
"2:674","Poinsett",2021-11-20,102,5038,60,20.94
"2:675","Polk",2021-11-20,112,3000,5,14.88
"2:676","Pope",2021-11-20,159,12176,115,19.13
"2:677","Prairie",2021-11-20,29,1287,2,15.61
"2:678","Pulaski",2021-11-20,931,59743,576,15.18
"2:679","Randolph",2021-11-20,63,3413,43,19.39
"2:680","SaintFrancis",2021-11-20,69,4869,10,NA
"2:681","Saline",2021-11-20,246,18821,157,15.95
"2:682","Scott",2021-11-20,30,1748,10,16.74
"2:683","Searcy",2021-11-20,24,1300,35,16.41
"2:684","Sebastian",2021-11-20,391,22981,297,18.03
"2:685","Sevier",2021-11-20,60,4045,45,23.53
"2:686","Sharp",2021-11-20,70,3056,93,17.93
"2:687","Stone",2021-11-20,44,1871,90,15.03
"2:688","Union",2021-11-20,141,5910,65,14.87
"2:689","VanBuren",2021-11-20,44,2268,41,13.59
"2:690","Washington",2021-11-20,491,45379,443,19.86
"2:691","White",2021-11-20,204,13711,252,17.4
"2:692","Woodruff",2021-11-20,24,1132,15,17
"2:693","Yell",2021-11-20,81,4744,39,21.99
"2:694","Arkansas_all_counties",2021-11-19,8608,523192,6143,17.65
"2:695","Arkansas_county",2021-11-19,59,3522,12,19.43
"2:696","Ashley",2021-11-19,50,3214,14,15.65
"2:697","Baxter",2021-11-19,186,6055,99,14.69
"2:698","Benton",2021-11-19,624,43354,574,16.74
"2:699","Boone",2021-11-19,130,6365,78,17.07
"2:700","Bradley",2021-11-19,41,1998,13,18.25
"2:701","Calhoun",2021-11-19,8,600,7,11.53
"2:702","Carroll",2021-11-19,75,4361,36,15.64
"2:703","Chicot",2021-11-19,47,2031,5,18.76
"2:704","Clark",2021-11-19,60,3332,43,14.88
"2:705","Clay",2021-11-19,74,2773,42,18.41
"2:706","Cleburne",2021-11-19,94,3889,85,15.41
"2:707","Cleveland",2021-11-19,33,1434,3,17.43
"2:708","Columbia",2021-11-19,74,3405,12,14.25
"2:709","Conway",2021-11-19,46,3208,30,15.34
"2:710","Craighead",2021-11-19,248,21952,261,20.77
"2:711","Crawford",2021-11-19,179,10970,102,17.56
"2:712","Crittenden",2021-11-19,180,8941,87,18.24
"2:713","Cross",2021-11-19,65,3027,26,17.81
"2:714","Dallas",2021-11-19,19,1142,2,15.37
"2:715","Desha",2021-11-19,33,1928,9,16.22
"2:716","Drew",2021-11-19,55,2940,31,15.89
"2:717","Faulkner",2021-11-19,226,20026,321,16.36
"2:718","Franklin",2021-11-19,55,2781,32,15.64
"2:719","Fulton",2021-11-19,67,1818,78,14.98
"2:720","Garland",2021-11-19,398,16132,92,16.41
"2:721","Grant",2021-11-19,50,2897,14,16.02
"2:722","Greene",2021-11-19,124,10298,124,23.08
"2:723","Hempstead",2021-11-19,41,2990,18,13.58
"2:724","HotSpring",2021-11-19,107,7734,57,23.07
"2:725","Howard",2021-11-19,38,2506,29,18.72
"2:726","Independence",2021-11-19,160,6704,235,17.99
"2:727","Izard",2021-11-19,55,2659,89,19.61
"2:728","Jackson",2021-11-19,46,4485,104,26.04
"2:729","Jefferson",2021-11-19,227,12418,42,17.63
"2:730","Johnson",2021-11-19,58,4656,11,17.71
"2:731","Lafayette",2021-11-19,28,860,6,12.44
"2:732","Lawrence",2021-11-19,59,3443,104,20.66
"2:733","Lee",2021-11-19,52,2159,6,22.97
"2:734","Lincoln",2021-11-19,57,3667,5,26.78
"2:735","LittleRiver",2021-11-19,80,2117,19,17.05
"2:736","Logan",2021-11-19,50,3709,48,17.05
"2:737","Lonoke",2021-11-19,176,12225,155,16.93
"2:738","Madison",2021-11-19,40,2554,56,15.89
"2:739","Marion",2021-11-19,62,2247,82,13.67
"2:740","Miller",2021-11-19,141,6601,44,15.08
"2:741","MissingCountyInfo",2021-11-19,0,5319,181,NA
"2:742","Mississippi",2021-11-19,147,8553,145,19.97
"2:743","Monroe",2021-11-19,25,1201,5,16.57
"2:744","Montgomery",2021-11-19,46,1156,15,12.85
"2:745","Nevada",2021-11-19,40,1400,20,16.59
"2:746","Newton",2021-11-19,39,1201,26,15.3
"2:747","Ouachita",2021-11-19,85,3440,21,14.27
"2:748","Perry",2021-11-19,22,1570,28,15.21
"2:749","Phillips",2021-11-19,77,3230,11,16.97
"2:750","Pike",2021-11-19,36,1747,23,16.16
"2:751","Poinsett",2021-11-19,102,5031,57,20.92
"2:752","Polk",2021-11-19,112,3000,5,14.88
"2:753","Pope",2021-11-19,159,12157,104,19.1
"2:754","Prairie",2021-11-19,29,1287,2,15.61
"2:755","Pulaski",2021-11-19,930,59685,563,15.17
"2:756","Randolph",2021-11-19,63,3407,39,19.35
"2:757","SaintFrancis",2021-11-19,69,4868,29,NA
"2:758","Saline",2021-11-19,246,18809,161,15.94
"2:759","Scott",2021-11-19,30,1748,10,16.74
"2:760","Searcy",2021-11-19,24,1296,33,16.36
"2:761","Sebastian",2021-11-19,391,22957,295,18.01
"2:762","Sevier",2021-11-19,60,4041,42,23.5
"2:763","Sharp",2021-11-19,70,3048,91,17.88
"2:764","Stone",2021-11-19,44,1866,87,14.99
"2:765","Union",2021-11-19,141,5902,59,14.85
"2:766","VanBuren",2021-11-19,44,2264,41,13.57
"2:767","Washington",2021-11-19,491,45325,414,19.83
"2:768","White",2021-11-19,204,13685,240,17.37
"2:769","Woodruff",2021-11-19,24,1132,17,17
"2:770","Yell",2021-11-19,81,4740,37,21.97
"2:771","Arkansas_all_counties",2021-11-18,8599,522460,5881,17.62
"2:772","Arkansas_county",2021-11-18,59,3522,13,19.43
"2:773","Ashley",2021-11-18,50,3213,14,15.64
"2:774","Baxter",2021-11-18,186,6048,97,14.67
"2:775","Benton",2021-11-18,624,43289,560,16.72
"2:776","Boone",2021-11-18,130,6353,67,17.04
"2:777","Bradley",2021-11-18,41,1998,14,18.25
"2:778","Calhoun",2021-11-18,8,599,6,11.51
"2:779","Carroll",2021-11-18,75,4353,29,15.61
"2:780","Chicot",2021-11-18,47,2029,3,18.74
"2:781","Clark",2021-11-18,60,3332,49,14.88
"2:782","Clay",2021-11-18,74,2764,34,18.35
"2:783","Cleburne",2021-11-18,94,3881,80,15.38
"2:784","Cleveland",2021-11-18,33,1433,2,17.42
"2:785","Columbia",2021-11-18,74,3404,12,14.25
"2:786","Conway",2021-11-18,46,3202,26,15.32
"2:787","Craighead",2021-11-18,248,21924,251,20.74
"2:788","Crawford",2021-11-18,179,10961,107,17.55
"2:789","Crittenden",2021-11-18,179,8928,82,18.22
"2:790","Cross",2021-11-18,65,3026,27,17.8
"2:791","Dallas",2021-11-18,19,1142,2,15.37
"2:792","Desha",2021-11-18,33,1926,8,16.2
"2:793","Drew",2021-11-18,55,2938,32,15.88
"2:794","Faulkner",2021-11-18,226,19985,296,16.33
"2:795","Franklin",2021-11-18,55,2780,41,15.64
"2:796","Fulton",2021-11-18,66,1811,76,14.92
"2:797","Garland",2021-11-18,398,16124,88,16.4
"2:798","Grant",2021-11-18,50,2898,17,16.02
"2:799","Greene",2021-11-18,124,10290,128,23.06
"2:800","Hempstead",2021-11-18,41,2988,17,13.57
"2:801","HotSpring",2021-11-18,107,7727,52,23.05
"2:802","Howard",2021-11-18,38,2505,30,18.71
"2:803","Independence",2021-11-18,160,6675,224,17.91
"2:804","Izard",2021-11-18,55,2643,81,19.49
"2:805","Jackson",2021-11-18,46,4464,96,25.92
"2:806","Jefferson",2021-11-18,227,12416,47,17.63
"2:807","Johnson",2021-11-18,58,4655,11,17.71
"2:808","Lafayette",2021-11-18,28,859,6,12.42
"2:809","Lawrence",2021-11-18,59,3425,89,20.55
"2:810","Lee",2021-11-18,52,2159,9,22.97
"2:811","Lincoln",2021-11-18,57,3666,4,26.77
"2:812","LittleRiver",2021-11-18,80,2116,21,17.04
"2:813","Logan",2021-11-18,50,3706,47,17.03
"2:814","Lonoke",2021-11-18,175,12212,149,16.91
"2:815","Madison",2021-11-18,40,2549,54,15.86
"2:816","Marion",2021-11-18,61,2237,75,13.61
"2:817","Miller",2021-11-18,141,6600,51,15.08
"2:818","MissingCountyInfo",2021-11-18,0,5275,141,NA
"2:819","Mississippi",2021-11-18,145,8538,141,19.93
"2:820","Monroe",2021-11-18,25,1200,5,16.55
"2:821","Montgomery",2021-11-18,46,1156,15,12.85
"2:822","Nevada",2021-11-18,40,1399,19,16.58
"2:823","Newton",2021-11-18,39,1195,20,15.23
"2:824","Ouachita",2021-11-18,85,3439,20,14.27
"2:825","Perry",2021-11-18,22,1563,24,15.14
"2:826","Phillips",2021-11-18,77,3229,16,16.96
"2:827","Pike",2021-11-18,36,1741,19,16.11
"2:828","Poinsett",2021-11-18,102,5022,52,20.88
"2:829","Polk",2021-11-18,112,2999,5,14.87
"2:830","Pope",2021-11-18,159,12147,103,19.09
"2:831","Prairie",2021-11-18,29,1287,2,15.61
"2:832","Pulaski",2021-11-18,929,59620,540,15.15
"2:833","Randolph",2021-11-18,63,3402,35,19.33
"2:834","SaintFrancis",2021-11-18,69,4866,28,NA
"2:835","Saline",2021-11-18,246,18795,163,15.93
"2:836","Scott",2021-11-18,30,1747,13,16.73
"2:837","Searcy",2021-11-18,24,1288,29,16.26
"2:838","Sebastian",2021-11-18,390,22925,291,17.99
"2:839","Sevier",2021-11-18,60,4037,44,23.48
"2:840","Sharp",2021-11-18,70,3042,89,17.85
"2:841","Stone",2021-11-18,44,1853,81,14.89
"2:842","Union",2021-11-18,141,5890,48,14.82
"2:843","VanBuren",2021-11-18,44,2258,38,13.53
"2:844","Washington",2021-11-18,491,45273,398,19.81
"2:845","White",2021-11-18,204,13652,221,17.32
"2:846","Woodruff",2021-11-18,24,1132,19,17
"2:847","Yell",2021-11-18,80,4735,38,21.95
"2:848","Arkansas_all_counties",2021-11-17,8595,521553,5444,17.59
"2:849","Arkansas_county",2021-11-17,59,3521,14,19.43
"2:850","Ashley",2021-11-17,50,3212,17,15.64
"2:851","Baxter",2021-11-17,186,6027,86,14.62
"2:852","Benton",2021-11-17,623,43203,524,16.68
"2:853","Boone",2021-11-17,130,6337,55,16.99
"2:854","Bradley",2021-11-17,41,1995,16,18.22
"2:855","Calhoun",2021-11-17,8,597,4,11.48
"2:856","Carroll",2021-11-17,75,4353,30,15.61
"2:857","Chicot",2021-11-17,47,2029,3,18.74
"2:858","Clark",2021-11-17,60,3330,54,14.88
"2:859","Clay",2021-11-17,74,2754,28,18.29
"2:860","Cleburne",2021-11-17,94,3874,78,15.35
"2:861","Cleveland",2021-11-17,33,1433,2,17.42
"2:862","Columbia",2021-11-17,74,3402,12,14.24
"2:863","Conway",2021-11-17,46,3192,18,15.27
"2:864","Craighead",2021-11-17,247,21877,218,20.7
"2:865","Crawford",2021-11-17,179,10946,96,17.52
"2:866","Crittenden",2021-11-17,179,8919,84,18.2
"2:867","Cross",2021-11-17,65,3023,26,17.78
"2:868","Dallas",2021-11-17,19,1142,2,15.37
"2:869","Desha",2021-11-17,33,1927,11,16.21
"2:870","Drew",2021-11-17,55,2937,34,15.87
"2:871","Faulkner",2021-11-17,226,19930,251,16.28
"2:872","Franklin",2021-11-17,55,2773,37,15.6
"2:873","Fulton",2021-11-17,66,1788,56,14.73
"2:874","Garland",2021-11-17,398,16112,79,16.39
"2:875","Grant",2021-11-17,50,2895,14,16.01
"2:876","Greene",2021-11-17,124,10278,127,23.03
"2:877","Hempstead",2021-11-17,41,2989,18,13.58
"2:878","HotSpring",2021-11-17,107,7721,47,23.03
"2:879","Howard",2021-11-17,38,2499,35,18.66
"2:880","Independence",2021-11-17,160,6637,202,17.81
"2:881","Izard",2021-11-17,55,2625,70,19.36
"2:882","Jackson",2021-11-17,46,4460,101,25.89
"2:883","Jefferson",2021-11-17,226,12408,41,17.62
"2:884","Johnson",2021-11-17,58,4653,10,17.7
"2:885","Lafayette",2021-11-17,28,859,6,12.42
"2:886","Lawrence",2021-11-17,59,3417,86,20.5
"2:887","Lee",2021-11-17,52,2159,13,22.97
"2:888","Lincoln",2021-11-17,57,3663,1,26.75
"2:889","LittleRiver",2021-11-17,80,2113,25,17.02
"2:890","Logan",2021-11-17,50,3700,45,17.01
"2:891","Lonoke",2021-11-17,175,12184,134,16.87
