"","County_Name","Date","Active_Cases_Total","Total_Positives","Total_Deaths","Pct_Positive_Cumulative","New_Cases_Today","Active_Cases_10k_Pop"
"16013","White",2021-03-27,62,7784,115,13.05,5,4.31
"16014","Woodruff",2021-03-27,4,632,12,7.05,0,3
"16015","Yell",2021-03-27,NA,3406,64,9.78,0,3.24
"16016","Arkansas_all_counties",2021-03-28,1945,329929,5595,9.85,69,4.45
"16017","Arkansas_county",2021-03-28,12,2072,36,8.59,0,4.97
"16018","Ashley",2021-03-28,24,1897,33,10.84,3,6.33
"16019","Baxter",2021-03-28,58,3060,99,13.26,1,9.95
"16020","Benton",2021-03-28,223,28078,404,11.49,8,5.02
"16021","Boone",2021-03-28,28,3735,79,9.78,0,5.1
"16022","Bradley",2021-03-28,15,1355,32,11.29,3,11.87
"16023","Calhoun",2021-03-28,NA,409,3,9.69,0,NA
"16024","Carroll",2021-03-28,11,2747,44,11.69,0,2.87
"16025","Chicot",2021-03-28,6,1609,38,9.66,0,3.69
"16026","Clark",2021-03-28,7,2078,40,7.11,0,1.34
"16027","Clay",2021-03-28,6,1722,50,8.88,1,2.66
"16028","Cleburne",2021-03-28,19,1940,71,8.1,0,4.76
"16029","Cleveland",2021-03-28,NA,937,25,8.86,0,1.22
"16030","Columbia",2021-03-28,6,2314,55,10.21,0,0.84
"16031","Conway",2021-03-28,12,2186,32,9.37,0,3.83
"16032","Craighead",2021-03-28,69,13061,174,10.16,6,4.73
"16033","Crawford",2021-03-28,49,6969,115,9.48,1,5.28
"16034","Crittenden",2021-03-28,36,5855,95,12.58,2,7.14
"16035","Cross",2021-03-28,5,1916,49,10.65,0,2.35
"16036","Dallas",2021-03-28,NA,756,15,9.23,0,2.69
"16037","Desha",2021-03-28,4,1355,24,10.36,0,1.68
"16038","Drew",2021-03-28,7,1981,39,9.98,0,2.16
"16039","Faulkner",2021-03-28,93,12157,157,9.09,4,5.39
"16040","Franklin",2021-03-28,6,1668,39,7.83,0,1.12
"16041","Fulton",2021-03-28,NA,1098,47,13.57,0,0.82
"16042","Garland",2021-03-28,32,10021,254,9.06,0,2.85
"16043","Grant",2021-03-28,14,1632,32,9.67,1,5.53
"16044","Greene",2021-03-28,28,5999,74,11.36,0,3.81
"16045","Hempstead",2021-03-28,18,1976,18,10.64,0,3.18
"16046","HotSpring",2021-03-28,49,4988,69,8.67,2,12.23
"16047","Howard",2021-03-28,4,1637,24,13.02,0,0.75
"16048","Independence",2021-03-28,14,3709,120,8.4,0,1.88
"16049","Izard",2021-03-28,5,1654,41,8.72,0,1.48
"16050","Jackson",2021-03-28,8,3203,38,10.84,0,2.32
"16051","Jefferson",2021-03-28,37,8728,162,9.07,1,3.41
"16052","Johnson",2021-03-28,25,2875,36,10.07,0,6.85
"16053","Lafayette",2021-03-28,NA,541,9,13.68,0,NA
"16054","Lawrence",2021-03-28,2,2065,42,12.28,0,0.6
"16055","Lee",2021-03-28,4,1655,34,11.46,0,3.19
"16056","Lincoln",2021-03-28,NA,3176,48,11.38,0,0.73
"16057","LittleRiver",2021-03-28,8,1217,40,13.06,0,4.83
"16058","Logan",2021-03-28,10,2206,21,7.55,0,3.68
"16059","Lonoke",2021-03-28,42,7038,114,9.75,1,3.05
"16060","Madison",2021-03-28,9,1435,22,10.14,0,4.98
"16061","Marion",2021-03-28,11,1027,30,9.11,0,5.48
"16062","Miller",2021-03-28,50,4199,36,16.31,3,3.88
"16063","MissingCountyInfo",2021-03-28,29,2954,0,3.05,1,NA
"16064","Mississippi",2021-03-28,27,5740,106,12.57,0,5.37
"16065","Monroe",2021-03-28,12,859,16,10.28,0,8.28
"16066","Montgomery",2021-03-28,NA,750,32,8.87,0,3.34
"16067","Nevada",2021-03-28,10,816,24,5.99,0,9.48
"16068","Newton",2021-03-28,NA,705,26,9.59,0,1.27
"16069","Ouachita",2021-03-28,NA,2286,60,11.44,0,2.9
"16070","Perry",2021-03-28,4,821,10,6.45,1,1.94
"16071","Phillips",2021-03-28,NA,1735,37,9.1,0,1.05
"16072","Pike",2021-03-28,NA,997,22,10.31,0,0.93
"16073","Poinsett",2021-03-28,17,3113,76,10.48,2,5.82
"16074","Polk",2021-03-28,3,1958,69,12.79,0,0.5
"16075","Pope",2021-03-28,16,7841,105,9.46,3,1.57
"16076","Prairie",2021-03-28,NA,887,20,10.58,0,1.21
"16077","Pulaski",2021-03-28,275,38252,618,8.72,13,5.85
"16078","Randolph",2021-03-28,NA,2053,47,9.58,4,5.68
"16079","Saline",2021-03-28,60,11703,162,9.95,1,2.97
"16080","Scott",2021-03-28,NA,927,14,7.52,0,NA
"16081","Searcy",2021-03-28,NA,668,16,9.71,0,NA
"16082","Sebastian",2021-03-28,98,15009,272,9.61,5,5.18
"16083","Sevier",2021-03-28,5,2775,24,15.86,0,0.58
"16084","Sharp",2021-03-28,3,1548,45,8.39,0,1.17
"16085","St.Francis",2021-03-28,18,3501,41,10.41,0,4.18
"16086","Stone",2021-03-28,NA,982,29,7.8,0,2.41
"16087","Union",2021-03-28,NA,3913,109,12.45,0,2.27
"16088","VanBuren",2021-03-28,16,1240,21,7.27,0,7.79
"16089","Washington",2021-03-28,174,30138,343,11.24,2,4.86
"16090","White",2021-03-28,55,7784,116,13.05,0,4.06
"16091","Woodruff",2021-03-28,4,632,12,7.04,0,3
"16092","Yell",2021-03-28,NA,3406,64,9.78,0,3.24
"16093","Arkansas_all_counties",2021-03-29,1773,330008,5601,9.84,79,4.07
"16094","Arkansas_county",2021-03-29,12,2072,36,8.59,0,4.97
"16095","Ashley",2021-03-29,18,1897,33,10.84,0,3.9
"16096","Baxter",2021-03-29,51,3063,100,13.23,3,8.25
"16097","Benton",2021-03-29,199,28085,405,11.49,7,4.63
"16098","Boone",2021-03-29,27,3737,79,9.77,2,5.1
"16099","Bradley",2021-03-29,16,1356,32,11.29,1,12.79
"16100","Calhoun",2021-03-29,NA,409,3,9.69,0,NA
"16101","Carroll",2021-03-29,12,2748,44,11.67,1,3.23
"16102","Chicot",2021-03-29,5,1609,38,9.64,0,3.69
"16103","Clark",2021-03-29,6,2078,40,7.1,0,0.89
"16104","Clay",2021-03-29,6,1722,50,8.87,0,2.66
"16105","Cleburne",2021-03-29,19,1942,71,8.1,2,4.76
"16106","Cleveland",2021-03-29,NA,937,25,8.86,0,1.22
"16107","Columbia",2021-03-29,5,2314,55,10.2,0,0.84
"16108","Conway",2021-03-29,8,2186,32,9.36,0,2.39
"16109","Craighead",2021-03-29,64,13069,174,10.15,8,4.64
"16110","Crawford",2021-03-29,47,6971,115,9.47,2,5.28
"16111","Crittenden",2021-03-29,35,5859,95,12.57,4,6.94
"16112","Cross",2021-03-29,4,1917,49,10.64,1,1.76
"16113","Dallas",2021-03-29,NA,756,15,9.23,0,2.69
"16114","Desha",2021-03-29,4,1355,24,10.35,0,1.68
"16115","Drew",2021-03-29,5,1984,39,9.98,3,2.16
"16116","Faulkner",2021-03-29,84,12160,157,9.08,3,4.9
"16117","Franklin",2021-03-29,6,1670,39,7.82,2,0.56
"16118","Fulton",2021-03-29,NA,1099,47,13.56,1,0.82
"16119","Garland",2021-03-29,30,10024,254,9.06,3,2.65
"16120","Grant",2021-03-29,11,1632,32,9.66,0,4.42
"16121","Greene",2021-03-29,24,5999,75,11.34,0,3.36
"16122","Hempstead",2021-03-29,16,1976,18,10.63,0,3.18
"16123","HotSpring",2021-03-29,47,4988,69,8.66,0,11.93
"16124","Howard",2021-03-29,4,1637,24,13.02,0,0.75
"16125","Independence",2021-03-29,14,3710,120,8.38,1,2.15
"16126","Izard",2021-03-29,5,1654,41,8.71,0,1.48
"16127","Jackson",2021-03-29,8,3204,38,10.84,1,2.32
"16128","Jefferson",2021-03-29,36,8729,162,9.07,1,3.27
"16129","Johnson",2021-03-29,19,2875,36,10.06,0,4.94
"16130","Lafayette",2021-03-29,NA,541,9,13.66,0,NA
"16131","Lawrence",2021-03-29,2,2065,42,12.26,0,0.6
"16132","Lee",2021-03-29,4,1655,34,11.46,0,3.19
"16133","Lincoln",2021-03-29,NA,3177,48,11.37,1,1.46
"16134","LittleRiver",2021-03-29,8,1217,40,13.05,0,4.83
"16135","Logan",2021-03-29,10,2206,21,7.54,0,3.68
"16136","Lonoke",2021-03-29,38,7039,114,9.74,1,2.91
"16137","Madison",2021-03-29,9,1435,22,10.13,0,4.98
"16138","Marion",2021-03-29,8,1031,30,9.12,4,3.65
"16139","Miller",2021-03-29,49,4200,36,16.31,1,3.43
"16140","MissingCountyInfo",2021-03-29,22,2936,0,3.03,-18,NA
"16141","Mississippi",2021-03-29,25,5741,106,12.55,1,4.9
"16142","Monroe",2021-03-29,11,859,16,10.27,0,6.9
"16143","Montgomery",2021-03-29,NA,750,32,8.86,0,3.34
"16144","Nevada",2021-03-29,3,816,24,5.98,0,1.18
"16145","Newton",2021-03-29,NA,705,26,9.58,0,1.27
"16146","Ouachita",2021-03-29,NA,2286,60,11.43,0,2.07
"16147","Perry",2021-03-29,3,821,10,6.45,0,0.97
"16148","Phillips",2021-03-29,NA,1735,37,9.09,0,1.05
"16149","Pike",2021-03-29,NA,997,22,10.31,0,0.93
"16150","Poinsett",2021-03-29,15,3113,76,10.47,0,4.99
"16151","Polk",2021-03-29,3,1958,69,12.77,0,0.5
"16152","Pope",2021-03-29,14,7843,105,9.45,2,1.41
"16153","Prairie",2021-03-29,NA,887,20,10.58,0,1.21
"16154","Pulaski",2021-03-29,259,38262,619,8.71,10,5.52
"16155","Randolph",2021-03-29,NA,2053,47,9.57,0,4.54
"16156","Saline",2021-03-29,54,11707,163,9.94,4,2.63
"16157","Scott",2021-03-29,NA,928,14,7.52,1,NA
"16158","Searcy",2021-03-29,NA,668,16,9.7,0,NA
"16159","Sebastian",2021-03-29,83,15013,272,9.6,4,4.24
"16160","Sevier",2021-03-29,3,2775,24,15.86,0,0.58
"16161","Sharp",2021-03-29,4,1549,45,8.37,1,1.76
"16162","St.Francis",2021-03-29,24,3509,41,10.39,8,6.85
"16163","Stone",2021-03-29,NA,982,29,7.73,0,2.41
"16164","Union",2021-03-29,NA,3913,110,12.45,0,2.01
"16165","VanBuren",2021-03-29,14,1240,21,7.26,0,6.59
"16166","Washington",2021-03-29,162,30151,343,11.24,13,4.59
"16167","White",2021-03-29,45,7784,116,13.03,0,3.17
"16168","Woodruff",2021-03-29,4,632,12,7.03,0,3
"16169","Yell",2021-03-29,NA,3406,64,9.77,0,3.24
"16170","Arkansas_all_counties",2021-03-30,1717,330186,5616,9.82,178,3.96
"16171","Arkansas_county",2021-03-30,14,2076,36,8.58,4,6.62
"16172","Ashley",2021-03-30,18,1900,33,10.85,3,4.38
"16173","Baxter",2021-03-30,50,3067,100,13.21,4,8.25
"16174","Benton",2021-03-30,201,28119,406,11.48,34,4.9
"16175","Boone",2021-03-30,27,3740,79,9.72,3,4.83
"16176","Bradley",2021-03-30,16,1356,32,11.28,0,12.79
"16177","Calhoun",2021-03-30,NA,409,3,9.67,0,NA
"16178","Carroll",2021-03-30,10,2749,44,11.64,1,3.23
"16179","Chicot",2021-03-30,NA,1610,39,9.64,1,3.69
"16180","Clark",2021-03-30,5,2078,40,7.07,0,0.89
"16181","Clay",2021-03-30,6,1723,50,8.86,1,2.66
"16182","Cleburne",2021-03-30,16,1943,72,8.07,1,3.57
"16183","Cleveland",2021-03-30,NA,938,25,8.86,1,NA
"16184","Columbia",2021-03-30,5,2319,55,10.2,5,0.84
"16185","Conway",2021-03-30,7,2187,32,9.34,1,1.91
"16186","Craighead",2021-03-30,64,13076,174,10.09,7,4.82
"16187","Crawford",2021-03-30,48,6976,115,9.47,5,5.6
"16188","Crittenden",2021-03-30,33,5861,95,12.56,2,6.53
"16189","Cross",2021-03-30,5,1919,49,10.62,2,1.76
"16190","Dallas",2021-03-30,NA,756,15,9.13,0,2.69
"16191","Desha",2021-03-30,5,1357,24,10.34,2,3.37
"16192","Drew",2021-03-30,5,1984,39,9.96,0,2.16
"16193","Faulkner",2021-03-30,79,12182,157,9.07,22,4.25
"16194","Franklin",2021-03-30,NA,1675,39,7.83,5,NA
"16195","Fulton",2021-03-30,NA,1100,47,13.55,1,0.82
"16196","Garland",2021-03-30,22,10027,255,9.06,3,2.03
"16197","Grant",2021-03-30,9,1635,32,9.66,3,3.87
"16198","Greene",2021-03-30,20,6003,75,11.28,4,2.91
"16199","Hempstead",2021-03-30,14,1978,18,10.63,2,2.73
"16200","HotSpring",2021-03-30,42,4990,70,8.62,2,11.04
"16201","Howard",2021-03-30,5,1640,24,13.02,3,0.75
"16202","Independence",2021-03-30,11,3715,120,8.37,5,1.07
"16203","Izard",2021-03-30,4,1658,41,8.63,4,0.74
"16204","Jackson",2021-03-30,10,3207,38,10.73,3,1.74
"16205","Jefferson",2021-03-30,32,8735,162,8.94,6,2.98
"16206","Johnson",2021-03-30,19,2878,36,10.06,3,5.33
"16207","Lafayette",2021-03-30,NA,541,9,13.65,0,NA
"16208","Lawrence",2021-03-30,6,2069,42,12.27,4,0.6
"16209","Lee",2021-03-30,5,1656,34,11.37,1,3.19
"16210","Lincoln",2021-03-30,NA,3178,48,11.19,1,2.19
"16211","LittleRiver",2021-03-30,8,1222,40,13.06,5,4.83
"16212","Logan",2021-03-30,6,2206,21,7.54,0,1.84
"16213","Lonoke",2021-03-30,37,7047,116,9.74,8,2.63
"16214","Madison",2021-03-30,9,1436,22,10.13,1,4.98
"16215","Marion",2021-03-30,8,1031,30,9.11,0,3.65
"16216","Miller",2021-03-30,37,4208,36,16.28,8,3.2
"16217","MissingCountyInfo",2021-03-30,20,2787,0,2.88,-149,NA
"16218","Mississippi",2021-03-30,24,5744,106,12.47,3,4.44
"16219","Monroe",2021-03-30,7,862,17,10.28,3,5.52
"16220","Montgomery",2021-03-30,NA,750,32,8.86,0,3.34
"16221","Nevada",2021-03-30,2,816,24,5.98,0,1.18
"16222","Newton",2021-03-30,NA,706,26,9.57,1,1.27
"16223","Ouachita",2021-03-30,NA,2291,60,11.44,5,1.66
"16224","Perry",2021-03-30,3,824,10,6.47,3,0.97
"16225","Phillips",2021-03-30,NA,1737,37,9.09,2,1.05
"16226","Pike",2021-03-30,NA,997,22,10.28,0,0.93
"16227","Poinsett",2021-03-30,12,3113,76,10.45,0,4.16
"16228","Polk",2021-03-30,NA,1959,69,12.76,1,NA
"16229","Pope",2021-03-30,15,7854,106,9.44,11,1.73
"16230","Prairie",2021-03-30,NA,887,20,10.57,0,1.21
"16231","Pulaski",2021-03-30,249,38289,624,8.69,27,5.26
"16232","Randolph",2021-03-30,14,2061,47,9.59,8,6.25
"16233","Saline",2021-03-30,53,11716,164,9.89,9,2.8
"16234","Scott",2021-03-30,NA,927,14,7.5,-1,NA
"16235","Searcy",2021-03-30,NA,668,16,9.68,0,NA
"16236","Sebastian",2021-03-30,85,15023,272,9.6,10,4.55
"16237","Sevier",2021-03-30,NA,2778,24,15.87,3,0.58
"16238","Sharp",2021-03-30,3,1549,45,8.37,0,1.17
"16239","St.Francis",2021-03-30,23,3512,41,10.39,3,6.85
"16240","Stone",2021-03-30,NA,982,29,7.71,0,2.41
"16241","Union",2021-03-30,9,3936,110,12.5,23,2.01
"16242","VanBuren",2021-03-30,13,1240,21,7.24,0,6.59
"16243","Washington",2021-03-30,174,30186,343,11.23,35,4.55
"16244","White",2021-03-30,41,7793,116,13.04,9,3.3
"16245","Woodruff",2021-03-30,2,633,12,7.04,1,1.5
"16246","Yell",2021-03-30,NA,3406,64,9.77,0,3.24
"16247","Arkansas_all_counties",2021-03-31,1695,330398,5626,9.8,212,3.87
"16248","Arkansas_county",2021-03-31,12,2076,36,8.55,0,6.07
"16249","Ashley",2021-03-31,19,1901,33,10.83,1,4.38
"16250","Baxter",2021-03-31,45,3070,100,13.17,3,7.52
"16251","Benton",2021-03-31,197,28151,406,11.45,32,4.94
"16252","Boone",2021-03-31,28,3742,79,9.71,2,4.83
"16253","Bradley",2021-03-31,14,1356,32,11.28,0,10.96
"16254","Calhoun",2021-03-31,NA,409,3,9.66,0,NA
"16255","Carroll",2021-03-31,10,2749,44,11.6,0,3.23
"16256","Chicot",2021-03-31,NA,1610,39,9.64,0,3.69
"16257","Clark",2021-03-31,7,2081,40,7.06,3,1.34
"16258","Clay",2021-03-31,6,1723,50,8.85,0,2.66
"16259","Cleburne",2021-03-31,17,1945,72,8.07,2,3.96
"16260","Cleveland",2021-03-31,NA,938,25,8.85,0,NA
"16261","Columbia",2021-03-31,6,2321,55,10.19,2,1.26
"16262","Conway",2021-03-31,6,2189,32,9.34,2,2.39
"16263","Craighead",2021-03-31,61,13081,174,10.07,5,4.26
"16264","Crawford",2021-03-31,47,6978,115,9.45,2,5.44
"16265","Crittenden",2021-03-31,NA,5869,95,12.5,8,6.32
"16266","Cross",2021-03-31,4,1919,49,10.6,0,1.18
"16267","Dallas",2021-03-31,NA,756,15,9.12,0,1.35
"16268","Desha",2021-03-31,4,1356,24,10.33,-1,2.52
"16269","Drew",2021-03-31,5,1984,39,9.95,0,2.16
"16270","Faulkner",2021-03-31,81,12195,157,9.05,13,4.33
"16271","Franklin",2021-03-31,10,1676,39,7.82,1,0.56
"16272","Fulton",2021-03-31,NA,1100,47,13.49,0,0.82
"16273","Garland",2021-03-31,NA,10030,255,9.04,3,2.03
"16274","Grant",2021-03-31,8,1635,32,9.64,0,3.87
"16275","Greene",2021-03-31,24,6009,75,11.22,6,3.36
"16276","Hempstead",2021-03-31,15,1980,19,10.61,2,2.27
"16277","HotSpring",2021-03-31,47,4998,70,8.62,8,11.93
"16278","Howard",2021-03-31,4,1641,24,13.02,1,0.75
"16279","Independence",2021-03-31,11,3715,120,8.35,0,1.07
"16280","Izard",2021-03-31,6,1660,41,8.63,2,1.48
"16281","Jackson",2021-03-31,7,3207,38,10.7,0,0.58
"16282","Jefferson",2021-03-31,32,8742,163,8.91,7,2.7
"16283","Johnson",2021-03-31,15,2879,37,10.03,1,4.56
"16284","Lafayette",2021-03-31,NA,541,9,13.64,0,NA
"16285","Lawrence",2021-03-31,6,2069,43,12.25,0,0.6
"16286","Lee",2021-03-31,5,1656,34,11.37,0,3.19
"16287","Lincoln",2021-03-31,NA,3178,48,11.17,0,2.19
"16288","LittleRiver",2021-03-31,8,1222,40,13.05,0,4.83
"16289","Logan",2021-03-31,4,2206,22,7.52,0,1.38
"16290","Lonoke",2021-03-31,35,7049,116,9.72,2,2.49
"16291","Madison",2021-03-31,8,1436,22,10.09,0,4.35
"16292","Marion",2021-03-31,7,1032,30,9.1,1,3.04
"16293","Miller",2021-03-31,34,4212,36,16.24,4,2.74
"16294","MissingCountyInfo",2021-03-31,26,2791,0,2.88,4,NA
"16295","Mississippi",2021-03-31,21,5747,106,12.46,3,3.5
"16296","Monroe",2021-03-31,5,862,17,10.26,0,4.14
"16297","Montgomery",2021-03-31,NA,750,32,8.85,0,3.34
"16298","Nevada",2021-03-31,2,816,24,5.95,0,1.18
"16299","Newton",2021-03-31,NA,707,26,9.57,1,2.55
"16300","Ouachita",2021-03-31,NA,2291,60,11.38,0,1.66
"16301","Perry",2021-03-31,3,824,10,6.46,0,0.97
"16302","Phillips",2021-03-31,NA,1737,37,9.08,0,1.05
"16303","Pike",2021-03-31,NA,997,22,10.26,0,0.93
"16304","Poinsett",2021-03-31,11,3114,76,10.38,1,3.33
"16305","Polk",2021-03-31,3,1961,70,12.76,2,0.5
"16306","Pope",2021-03-31,20,7860,106,9.44,6,2.36
"16307","Prairie",2021-03-31,NA,887,20,10.56,0,1.21
"16308","Pulaski",2021-03-31,245,38317,627,8.68,28,5.26
"16309","Randolph",2021-03-31,13,2061,47,9.58,0,6.25
"16310","Saline",2021-03-31,53,11724,165,9.89,8,2.46
"16311","Scott",2021-03-31,NA,927,14,7.45,0,NA
"16312","Searcy",2021-03-31,NA,671,16,9.71,3,NA
"16313","Sebastian",2021-03-31,86,15036,272,9.58,13,4.24
"16314","Sevier",2021-03-31,NA,2778,24,15.86,0,NA
"16315","Sharp",2021-03-31,4,1550,45,8.34,1,1.17
"16316","St.Francis",2021-03-31,21,3513,41,10.37,1,6.09
"16317","Stone",2021-03-31,NA,982,29,7.7,0,NA
"16318","Union",2021-03-31,10,3938,110,12.5,2,2.27
"16319","VanBuren",2021-03-31,17,1245,21,7.27,5,7.79
"16320","Washington",2021-03-31,172,30202,343,11.21,16,4.46
"16321","White",2021-03-31,40,7799,116,13,6,3.17
"16322","Woodruff",2021-03-31,NA,633,12,7.03,0,NA
"16323","Yell",2021-03-31,NA,3406,64,9.73,0,3.24
"16324","Arkansas_all_counties",2021-04-01,1724,330609,5636,9.78,211,3.98
"16325","Arkansas_county",2021-04-01,12,2077,36,8.52,1,6.07
"16326","Ashley",2021-04-01,18,1901,33,10.77,0,4.38
"16327","Baxter",2021-04-01,47,3073,100,13.12,3,8.01
"16328","Benton",2021-04-01,200,28176,407,11.44,25,5.02
"16329","Boone",2021-04-01,26,3742,79,9.68,0,4.29
"16330","Bradley",2021-04-01,14,1356,32,11.26,0,10.96
"16331","Calhoun",2021-04-01,0,409,3,9.64,0,0
"16332","Carroll",2021-04-01,11,2751,44,11.58,2,3.59
"16333","Chicot",2021-04-01,3,1610,39,9.63,0,2.77
"16334","Clark",2021-04-01,7,2081,40,7.05,0,1.79
"16335","Clay",2021-04-01,5,1723,50,8.83,0,1.99
"16336","Cleburne",2021-04-01,16,1946,73,8.06,1,3.96
"16337","Cleveland",2021-04-01,1,938,25,8.83,0,0
"16338","Columbia",2021-04-01,7,2322,55,10.18,1,1.67
"16339","Conway",2021-04-01,7,2190,32,9.34,1,2.39
"16340","Craighead",2021-04-01,64,13089,174,10.04,8,4.45
"16341","Crawford",2021-04-01,45,6981,115,9.43,3,5.12
"16342","Crittenden",2021-04-01,37,5877,95,12.47,8,7.34
"16343","Cross",2021-04-01,6,1921,49,10.6,2,1.18
"16344","Dallas",2021-04-01,1,756,15,9.08,0,1.35
"16345","Desha",2021-04-01,4,1356,24,10.29,0,2.52
"16346","Drew",2021-04-01,4,1984,40,9.94,0,1.62
"16347","Faulkner",2021-04-01,88,12207,157,9.02,12,4.82
"16348","Franklin",2021-04-01,11,1677,39,7.8,1,1.12
"16349","Fulton",2021-04-01,1,1100,47,13.45,0,0.82
"16350","Garland",2021-04-01,21,10034,255,9.01,4,2.03
"16351","Grant",2021-04-01,6,1635,32,9.62,0,2.76
"16352","Greene",2021-04-01,26,6012,75,11.2,3,3.59
"16353","Hempstead",2021-04-01,15,1982,19,10.61,2,2.73
"16354","HotSpring",2021-04-01,54,5006,70,8.6,8,13.72
"16355","Howard",2021-04-01,3,1641,24,12.93,0,0.75
"16356","Independence",2021-04-01,13,3720,121,8.33,5,1.34
"16357","Izard",2021-04-01,5,1660,41,8.61,0,1.48
"16358","Jackson",2021-04-01,11,3211,38,10.69,4,0.58
"16359","Jefferson",2021-04-01,33,8744,163,8.88,2,2.98
"16360","Johnson",2021-04-01,14,2879,37,9.99,0,4.18
"16361","Lafayette",2021-04-01,0,541,9,13.63,0,0
"16362","Lawrence",2021-04-01,6,2069,43,12.22,0,0.6
"16363","Lee",2021-04-01,3,1658,34,11.36,2,1.06
"16364","Lincoln",2021-04-01,5,3180,48,11.16,2,2.92
"16365","LittleRiver",2021-04-01,7,1222,41,13.04,0,4.83
"16366","Logan",2021-04-01,4,2206,22,7.51,0,1.38
"16367","Lonoke",2021-04-01,35,7052,116,9.7,3,2.63
"16368","Madison",2021-04-01,9,1437,22,10.07,1,4.35
"16369","Marion",2021-04-01,7,1032,30,9.07,0,3.04
"16370","Miller",2021-04-01,29,4214,36,16.22,2,2.51
"16371","MissingCountyInfo",2021-04-01,26,2796,0,2.89,5,NA
"16372","Mississippi",2021-04-01,21,5751,106,12.46,4,3.27
"16373","Monroe",2021-04-01,3,862,17,10.24,0,1.38
"16374","Montgomery",2021-04-01,2,751,33,8.74,1,2.22
"16375","Nevada",2021-04-01,2,816,24,5.94,0,1.18
"16376","Newton",2021-04-01,2,707,26,9.56,0,2.55
"16377","Ouachita",2021-04-01,4,2291,60,11.37,0,1.66
"16378","Perry",2021-04-01,1,824,10,6.46,0,0.97
"16379","Phillips",2021-04-01,2,1737,37,9.03,0,1.05
"16380","Pike",2021-04-01,0,997,22,10.2,0,0
"16381","Poinsett",2021-04-01,10,3115,76,10.37,1,2.49
"16382","Polk",2021-04-01,4,1962,71,12.75,1,0.99
"16383","Pope",2021-04-01,24,7867,107,9.43,7,2.67
"16384","Prairie",2021-04-01,1,887,20,10.54,0,1.21
"16385","Pulaski",2021-04-01,236,38340,626,8.66,23,5.16
"16386","Randolph",2021-04-01,13,2061,47,9.56,0,6.25
"16387","Saline",2021-04-01,55,11734,165,9.88,10,2.63
"16388","Scott",2021-04-01,3,928,14,7.43,1,0
"16389","Searcy",2021-04-01,4,671,16,9.67,0,0
"16390","Sebastian",2021-04-01,89,15049,272,9.57,13,4.63
"16391","Sevier",2021-04-01,0,2778,24,15.82,0,0
"16392","Sharp",2021-04-01,5,1551,45,8.33,1,1.76
"16393","St.Francis",2021-04-01,25,3519,41,10.37,6,7.99
"16394","Stone",2021-04-01,0,982,30,7.7,0,0
"16395","Union",2021-04-01,10,3939,111,12.48,1,2.27
"16396","VanBuren",2021-04-01,18,1247,21,7.23,2,8.39
"16397","Washington",2021-04-01,176,30228,344,11.19,26,4.77
"16398","White",2021-04-01,39,7801,116,12.98,2,3.17
"16399","Woodruff",2021-04-01,2,634,12,7.03,1,1.5
"16400","Yell",2021-04-01,6,3406,64,9.69,0,2.78
"16401","Arkansas_all_counties",2021-04-02,1684,330753,5639,9.77,144,3.84
"16402","Arkansas_county",2021-04-02,10,2077,36,8.51,0,4.97
"16403","Ashley",2021-04-02,21,1905,33,10.77,4,4.38
"16404","Baxter",2021-04-02,42,3075,100,13.08,2,7.28
"16405","Benton",2021-04-02,186,28188,407,11.43,12,4.59
"16406","Boone",2021-04-02,24,3743,79,9.68,1,4.02
"16407","Bradley",2021-04-02,14,1356,32,11.25,0,10.96
"16408","Calhoun",2021-04-02,0,409,3,9.63,0,0
"16409","Carroll",2021-04-02,10,2753,44,11.56,2,3.23
"16410","Chicot",2021-04-02,3,1610,40,9.63,0,2.77
"16411","Clark",2021-04-02,7,2081,40,7.04,0,1.79
"16412","Clay",2021-04-02,5,1723,50,8.81,0,1.99
"16413","Cleburne",2021-04-02,13,1946,73,8.05,0,3.17
"16414","Cleveland",2021-04-02,3,940,25,8.84,2,2.43
"16415","Columbia",2021-04-02,6,2321,55,10.13,-1,1.26
"16416","Conway",2021-04-02,8,2191,32,9.33,1,2.87
"16417","Craighead",2021-04-02,58,13092,174,10.02,3,4.07
"16418","Crawford",2021-04-02,46,6985,115,9.43,4,5.28
"16419","Crittenden",2021-04-02,34,5880,95,12.44,3,6.94
"16420","Cross",2021-04-02,8,1924,49,10.59,3,2.35
"16421","Dallas",2021-04-02,1,756,15,9.07,0,1.35
"16422","Desha",2021-04-02,4,1357,24,10.29,1,2.52
"16423","Drew",2021-04-02,5,1985,40,9.93,1,2.16
"16424","Faulkner",2021-04-02,86,12216,157,9.02,9,4.74
"16425","Franklin",2021-04-02,13,1680,39,7.81,3,2.81
"16426","Fulton",2021-04-02,1,1100,47,13.43,0,0.82
"16427","Garland",2021-04-02,21,10036,255,9,2,2.03
"16428","Grant",2021-04-02,6,1636,32,9.62,1,2.21
"16429","Greene",2021-04-02,33,6021,75,11.2,9,3.81
"16430","Hempstead",2021-04-02,14,1983,19,10.61,1,2.27
"16431","HotSpring",2021-04-02,44,5005,70,8.59,-1,11.63
"16432","Howard",2021-04-02,3,1641,24,12.92,0,0.75
"16433","Independence",2021-04-02,13,3721,121,8.32,1,1.61
"16434","Izard",2021-04-02,4,1660,41,8.6,0,1.48
