"","County_Name","Date","Keej_ko_rej_active","Oran_Case_ko_rej_Positive","Oran_rimej_ro","Percent_in_Aolepen_Oran","Case_ko_rōkāāl_rainin","Keej_ko_rej_Active_iaan_10K_armej"
"4661","LittleRiver",2020-10-31,38,478,37,16.66,2,30.6
"4662","Logan",2020-10-31,44,611,5,5.65,8,20.22
"4663","Lonoke",2020-10-31,253,1865,30,6.06,25,35.04
"4664","Madison",2020-10-31,25,442,6,7.43,8,15.55
"4665","Marion",2020-10-31,32,176,2,4.6,7,19.47
"4666","Miller",2020-10-31,259,1583,21,15.35,51,59.19
"4667","MissingCountyInfo",2020-10-31,481,2111,0,3.14,-4,NA
"4668","Mississippi",2020-10-31,243,2391,69,13.93,40,56.73
"4669","Monroe",2020-10-31,23,227,2,6.74,7,31.73
"4670","Montgomery",2020-10-31,4,186,8,5.85,0,4.45
"4671","Nevada",2020-10-31,48,331,14,6.6,7,56.87
"4672","Newton",2020-10-31,30,322,20,11.44,0,38.23
"4673","Ouachita",2020-10-31,50,395,9,4.95,1,20.74
"4674","Perry",2020-10-31,19,150,1,3.11,5,18.41
"4675","Phillips",2020-10-31,65,777,16,8.03,5,34.15
"4676","Pike",2020-10-31,16,274,1,8.51,4,14.8
"4677","Poinsett",2020-10-31,210,1166,21,8.83,17,87.3
"4678","Polk",2020-10-31,23,370,5,6.01,5,11.41
"4679","Pope",2020-10-31,177,2811,37,8.52,11,27.81
"4680","Prairie",2020-10-31,47,240,4,7.06,1,57.01
"4681","Pulaski",2020-10-31,951,12350,216,6.53,107,24.17
"4682","Randolph",2020-10-31,69,686,25,8.85,12,39.2
"4683","Saline",2020-10-31,302,3014,33,6.63,49,25.59
"4684","Scott",2020-10-31,49,232,1,4.91,4,46.93
"4685","Searcy",2020-10-31,26,208,1,6.04,3,32.82
"4686","Sebastian",2020-10-31,389,5045,96,7.31,73,30.52
"4687","Sevier",2020-10-31,78,1394,16,15.51,15,45.37
"4688","Sharp",2020-10-31,58,379,10,5.94,2,34.03
"4689","St.Francis",2020-10-31,115,1785,10,10.96,6,43.74
"4690","Stone",2020-10-31,13,408,21,8.6,3,10.45
"4691","Union",2020-10-31,60,1161,50,8.83,11,15.1
"4692","VanBuren",2020-10-31,15,215,3,3.57,2,8.99
"4693","Washington",2020-10-31,643,11804,153,10.48,87,28.14
"4694","White",2020-10-31,230,1580,33,6.35,29,29.19
"4695","Woodruff",2020-10-31,34,131,0,5.23,3,51.05
"4696","Yell",2020-10-31,32,1363,31,9.05,9,14.83
"4697","Arkansas_all_counties",2020-11-01,10420,113057,1958,7.98,867,34.84
"4698","Arkansas_county",2020-11-01,98,726,17,7.18,17,54.07
"4699","Ashley",2020-11-01,61,573,11,7.91,10,29.7
"4700","Baxter",2020-11-01,141,776,11,9.95,27,34.21
"4701","Benton",2020-11-01,694,8619,125,8.65,110,26.8
"4702","Boone",2020-11-01,110,1099,36,6.86,11,29.5
"4703","Bradley",2020-11-01,11,373,8,7.57,0,10.05
"4704","Calhoun",2020-11-01,9,59,0,2.86,2,17.3
"4705","Carroll",2020-11-01,80,1049,19,10.19,10,28.69
"4706","Chicot",2020-11-01,16,1056,23,14.93,1,14.78
"4707","Clark",2020-11-01,42,530,5,5.31,10,18.76
"4708","Clay",2020-11-01,55,517,13,7.23,7,36.52
"4709","Cleburne",2020-11-01,40,500,16,5.14,25,15.85
"4710","Cleveland",2020-11-01,36,257,13,6.26,3,43.76
"4711","Columbia",2020-11-01,79,757,21,9.38,12,33.07
"4712","Conway",2020-11-01,25,361,4,4.1,2,11.96
"4713","Craighead",2020-11-01,641,4938,48,9.07,117,60.64
"4714","Crawford",2020-11-01,234,2189,30,7.02,41,37.46
"4715","Crittenden",2020-11-01,246,2532,53,12.74,19,50.19
"4716","Cross",2020-11-01,54,616,22,8.5,4,31.77
"4717","Dallas",2020-11-01,2,188,6,6.29,7,2.69
"4718","Desha",2020-11-01,52,431,7,7.77,7,43.75
"4719","Drew",2020-11-01,28,440,7,5.4,0,15.13
"4720","Faulkner",2020-11-01,256,3543,39,6.37,43,20.91
"4721","Franklin",2020-11-01,89,575,2,6,6,50.06
"4722","Fulton",2020-11-01,46,348,10,11.21,5,37.89
"4723","Garland",2020-11-01,299,2645,70,6.04,25,30.42
"4724","Grant",2020-11-01,34,382,4,5.13,3,18.8
"4725","Greene",2020-11-01,297,1666,20,7.64,38,66.56
"4726","Hempstead",2020-11-01,65,593,5,7.92,9,29.52
"4727","HotSpring",2020-11-01,168,2297,37,11.11,22,50.12
"4728","Howard",2020-11-01,57,625,14,12.07,8,42.57
"4729","Independence",2020-11-01,74,1528,58,9.22,35,19.86
"4730","Izard",2020-11-01,241,673,2,10.34,52,177.74
"4731","Jackson",2020-11-01,266,907,6,8.41,8,154.43
"4732","Jefferson",2020-11-01,272,4302,102,9.45,13,38.62
"4733","Johnson",2020-11-01,75,1063,8,9.18,8,28.53
"4734","Lafayette",2020-11-01,37,201,3,11.71,9,53.51
"4735","Lawrence",2020-11-01,109,884,21,12.32,11,65.39
"4736","Lee",2020-11-01,8,1113,18,17.91,0,8.51
"4737","Lincoln",2020-11-01,115,2337,18,19.74,2,83.97
"4738","LittleRiver",2020-11-01,39,489,37,16.97,11,31.41
"4739","Logan",2020-11-01,40,617,5,5.67,6,18.38
"4740","Lonoke",2020-11-01,239,1877,33,6.07,12,33.1
"4741","Madison",2020-11-01,22,444,6,7.44,2,13.68
"4742","Marion",2020-11-01,34,180,2,4.68,4,20.68
"4743","Miller",2020-11-01,267,1613,21,15.52,30,61.02
"4744","MissingCountyInfo",2020-11-01,407,1640,0,2.39,-471,NA
"4745","Mississippi",2020-11-01,253,2412,69,13.98,21,59.07
"4746","Monroe",2020-11-01,26,230,2,6.77,3,35.87
"4747","Montgomery",2020-11-01,4,188,8,5.9,2,4.45
"4748","Nevada",2020-11-01,46,335,14,6.66,4,54.5
"4749","Newton",2020-11-01,28,324,20,11.3,2,35.68
"4750","Ouachita",2020-11-01,49,401,9,5.01,6,20.33
"4751","Perry",2020-11-01,20,152,2,3.14,2,19.38
"4752","Phillips",2020-11-01,63,781,16,8.05,4,33.1
"4753","Pike",2020-11-01,15,276,1,8.56,2,13.88
"4754","Poinsett",2020-11-01,228,1203,23,9.04,37,94.79
"4755","Polk",2020-11-01,25,374,5,6.06,4,12.4
"4756","Pope",2020-11-01,182,2835,37,8.44,24,28.6
"4757","Prairie",2020-11-01,53,248,4,7.26,8,64.29
"4758","Pulaski",2020-11-01,958,12467,220,6.53,117,24.35
"4759","Randolph",2020-11-01,69,693,26,8.89,7,39.2
"4760","Saline",2020-11-01,301,3056,34,6.69,42,25.51
"4761","Scott",2020-11-01,47,233,2,4.91,1,45.01
"4762","Searcy",2020-11-01,27,212,1,6.13,4,34.08
"4763","Sebastian",2020-11-01,402,5104,99,7.34,59,31.54
"4764","Sevier",2020-11-01,83,1409,16,15.63,15,48.28
"4765","Sharp",2020-11-01,58,384,10,6,5,34.03
"4766","St.Francis",2020-11-01,121,1794,10,10.98,9,46.02
"4767","Stone",2020-11-01,12,409,21,8.6,1,9.64
"4768","Union",2020-11-01,58,1187,52,9,26,14.6
"4769","VanBuren",2020-11-01,13,215,3,3.57,0,7.79
"4770","Washington",2020-11-01,652,11881,154,10.51,77,28.53
"4771","White",2020-11-01,251,1622,33,6.47,42,31.85
"4772","Woodruff",2020-11-01,33,136,0,5.36,5,49.55
"4773","Yell",2020-11-01,33,1368,31,8.98,5,15.3
"4774","Arkansas_all_counties",2020-11-02,10135,113641,1985,7.97,584,33.89
"4775","Arkansas_county",2020-11-02,95,728,19,7.17,2,52.42
"4776","Ashley",2020-11-02,59,576,11,7.85,3,28.73
"4777","Baxter",2020-11-02,137,785,11,10,9,33.24
"4778","Benton",2020-11-02,678,8651,127,8.59,32,26.18
"4779","Boone",2020-11-02,103,1104,37,6.84,5,27.62
"4780","Bradley",2020-11-02,11,374,8,7.34,1,10.05
"4781","Calhoun",2020-11-02,9,60,0,2.89,1,17.3
"4782","Carroll",2020-11-02,71,1051,19,10.11,2,25.46
"4783","Chicot",2020-11-02,16,1057,23,14.89,1,14.78
"4784","Clark",2020-11-02,43,533,5,5.32,3,19.21
"4785","Clay",2020-11-02,53,519,14,7.2,2,35.19
"4786","Cleburne",2020-11-02,39,502,16,5.14,2,15.46
"4787","Cleveland",2020-11-02,35,259,13,6.27,2,42.55
"4788","Columbia",2020-11-02,73,760,22,9.33,3,30.55
"4789","Conway",2020-11-02,21,361,4,4.09,0,10.04
"4790","Craighead",2020-11-02,611,4972,50,9.05,34,57.8
"4791","Crawford",2020-11-02,236,2204,30,6.99,15,37.78
"4792","Crittenden",2020-11-02,227,2543,53,12.71,11,46.31
"4793","Cross",2020-11-02,58,628,22,8.61,12,34.12
"4794","Dallas",2020-11-02,2,188,6,6.26,0,2.69
"4795","Desha",2020-11-02,52,433,7,7.75,2,43.75
"4796","Drew",2020-11-02,23,443,7,5.37,3,12.43
"4797","Faulkner",2020-11-02,249,3554,41,6.35,11,20.34
"4798","Franklin",2020-11-02,83,580,2,5.99,5,46.68
"4799","Fulton",2020-11-02,44,350,10,11.18,2,36.25
"4800","Garland",2020-11-02,293,2660,73,6.03,15,29.81
"4801","Grant",2020-11-02,29,383,4,5.12,1,16.03
"4802","Greene",2020-11-02,284,1681,20,7.64,15,63.64
"4803","Hempstead",2020-11-02,65,599,5,7.91,6,29.52
"4804","HotSpring",2020-11-02,164,2300,37,11.07,3,48.93
"4805","Howard",2020-11-02,52,625,14,12.02,0,38.84
"4806","Independence",2020-11-02,63,1530,60,9.06,2,16.91
"4807","Izard",2020-11-02,245,679,2,10.27,6,180.69
"4808","Jackson",2020-11-02,277,920,6,8.4,13,160.81
"4809","Jefferson",2020-11-02,259,4312,102,9.42,10,36.78
"4810","Johnson",2020-11-02,68,1064,8,9.14,1,25.86
"4811","Lafayette",2020-11-02,35,204,3,11.79,3,50.61
"4812","Lawrence",2020-11-02,105,893,22,12.23,9,62.99
"4813","Lee",2020-11-02,9,1114,18,17.89,1,9.58
"4814","Lincoln",2020-11-02,113,2338,18,19.58,1,82.51
"4815","LittleRiver",2020-11-02,36,490,37,16.91,1,28.99
"4816","Logan",2020-11-02,34,616,5,5.63,-1,15.63
"4817","Lonoke",2020-11-02,219,1887,34,6.07,10,30.33
"4818","Madison",2020-11-02,22,445,6,7.4,1,13.68
"4819","Marion",2020-11-02,31,180,2,4.61,0,18.86
"4820","Miller",2020-11-02,253,1637,21,15.62,24,57.82
"4821","MissingCountyInfo",2020-11-02,421,1675,0,2.52,35,NA
"4822","Mississippi",2020-11-02,235,2422,69,13.94,10,54.87
"4823","Monroe",2020-11-02,30,235,2,6.87,5,41.39
"4824","Montgomery",2020-11-02,4,188,8,5.89,0,4.45
"4825","Nevada",2020-11-02,42,339,14,6.63,4,49.76
"4826","Newton",2020-11-02,26,324,21,11.07,0,33.13
"4827","Ouachita",2020-11-02,50,404,9,4.99,3,20.74
"4828","Perry",2020-11-02,20,154,2,3.16,2,19.38
"4829","Phillips",2020-11-02,67,786,16,8.05,5,35.2
"4830","Pike",2020-11-02,16,277,1,8.56,1,14.8
"4831","Poinsett",2020-11-02,225,1210,24,8.99,7,93.54
"4832","Polk",2020-11-02,26,378,5,6.09,4,12.89
"4833","Pope",2020-11-02,173,2840,37,8.39,5,27.18
"4834","Prairie",2020-11-02,52,251,5,7.28,3,63.08
"4835","Pulaski",2020-11-02,926,12518,221,6.51,51,23.53
"4836","Randolph",2020-11-02,62,695,26,8.87,2,35.22
"4837","Saline",2020-11-02,302,3083,34,6.68,27,25.59
"4838","Scott",2020-11-02,41,233,2,4.89,0,39.26
"4839","Searcy",2020-11-02,29,214,1,6.16,2,36.6
"4840","Sebastian",2020-11-02,397,5133,101,7.29,29,31.15
"4841","Sevier",2020-11-02,82,1417,16,15.65,8,47.69
"4842","Sharp",2020-11-02,55,388,10,6.02,4,32.27
"4843","St.Francis",2020-11-02,126,1805,10,10.96,11,47.92
"4844","Stone",2020-11-02,12,409,22,8.56,0,9.64
"4845","Union",2020-11-02,58,1198,52,9.01,11,14.6
"4846","VanBuren",2020-11-02,12,215,3,3.56,0,7.19
"4847","Washington",2020-11-02,628,11912,154,10.46,31,27.48
"4848","White",2020-11-02,261,1651,34,6.54,29,33.12
"4849","Woodruff",2020-11-02,39,143,0,5.56,7,58.56
"4850","Yell",2020-11-02,34,1372,32,8.97,4,15.76
"4851","Arkansas_all_counties",2020-11-03,9836,114519,2003,7.99,878,32.89
"4852","Arkansas_county",2020-11-03,92,734,20,7.16,6,50.76
"4853","Ashley",2020-11-03,57,580,13,7.88,4,27.75
"4854","Baxter",2020-11-03,138,801,11,10.16,16,33.48
"4855","Benton",2020-11-03,715,8747,127,8.65,96,27.61
"4856","Boone",2020-11-03,104,1114,37,6.89,10,27.89
"4857","Bradley",2020-11-03,11,375,8,7.34,1,10.05
"4858","Calhoun",2020-11-03,9,60,0,2.88,0,17.3
"4859","Carroll",2020-11-03,69,1056,19,10.12,5,24.74
"4860","Chicot",2020-11-03,14,1057,23,14.88,0,12.93
"4861","Clark",2020-11-03,50,543,6,5.38,10,22.34
"4862","Clay",2020-11-03,51,524,15,7.2,5,33.86
"4863","Cleburne",2020-11-03,38,506,17,5.14,4,15.06
"4864","Cleveland",2020-11-03,35,262,13,6.26,3,42.55
"4865","Columbia",2020-11-03,72,764,22,9.34,4,30.14
"4866","Conway",2020-11-03,20,360,4,4.06,-1,9.57
"4867","Craighead",2020-11-03,565,5005,50,9.03,33,53.45
"4868","Crawford",2020-11-03,227,2224,30,7,20,36.34
"4869","Crittenden",2020-11-03,228,2561,53,12.73,18,46.52
"4870","Cross",2020-11-03,61,635,22,8.66,7,35.89
"4871","Dallas",2020-11-03,2,188,6,6.25,0,2.69
"4872","Desha",2020-11-03,49,435,7,7.74,2,41.22
"4873","Drew",2020-11-03,24,444,7,5.36,1,12.97
"4874","Faulkner",2020-11-03,250,3582,41,6.38,28,20.42
"4875","Franklin",2020-11-03,84,585,2,5.98,5,47.24
"4876","Fulton",2020-11-03,42,351,10,11.17,1,34.6
"4877","Garland",2020-11-03,280,2666,73,6.03,6,28.49
"4878","Grant",2020-11-03,27,386,4,5.14,3,14.93
"4879","Greene",2020-11-03,282,1714,20,7.72,33,63.2
"4880","Hempstead",2020-11-03,62,605,5,7.95,6,28.16
"4881","HotSpring",2020-11-03,154,2302,37,11.03,2,45.94
"4882","Howard",2020-11-03,47,628,14,12.04,3,35.1
"4883","Independence",2020-11-03,64,1541,60,9.1,11,17.17
"4884","Izard",2020-11-03,125,685,2,10.33,6,92.19
"4885","Jackson",2020-11-03,251,930,6,8.47,10,145.72
"4886","Jefferson",2020-11-03,221,4329,102,9.43,17,31.38
"4887","Johnson",2020-11-03,61,1065,9,9.12,1,23.2
"4888","Lafayette",2020-11-03,35,207,3,11.91,3,50.61
"4889","Lawrence",2020-11-03,99,902,22,12.28,9,59.39
"4890","Lee",2020-11-03,10,1115,18,17.88,1,10.64
"4891","Lincoln",2020-11-03,110,2339,18,19.5,1,80.32
"4892","LittleRiver",2020-11-03,32,491,37,16.73,1,25.77
"4893","Logan",2020-11-03,30,617,5,5.58,1,13.79
"4894","Lonoke",2020-11-03,199,1898,34,6.08,11,27.56
"4895","Madison",2020-11-03,24,450,6,7.46,5,14.93
"4896","Marion",2020-11-03,33,183,2,4.66,3,20.08
"4897","Miller",2020-11-03,240,1663,22,15.81,26,54.85
"4898","MissingCountyInfo",2020-11-03,476,1738,0,2.59,63,NA
"4899","Mississippi",2020-11-03,238,2448,69,13.99,26,55.57
"4900","Monroe",2020-11-03,28,235,2,6.85,0,38.63
"4901","Montgomery",2020-11-03,6,191,8,5.97,3,6.67
"4902","Nevada",2020-11-03,39,340,14,6.57,1,46.21
"4903","Newton",2020-11-03,25,327,21,10.96,3,31.86
"4904","Ouachita",2020-11-03,45,407,9,5.01,3,18.67
"4905","Perry",2020-11-03,21,156,2,3.19,2,20.34
"4906","Phillips",2020-11-03,63,792,16,8.1,6,33.1
"4907","Pike",2020-11-03,15,278,1,8.58,1,13.88
"4908","Poinsett",2020-11-03,215,1225,27,9.03,15,89.38
"4909","Polk",2020-11-03,32,385,5,6.18,7,15.87
"4910","Pope",2020-11-03,170,2858,37,8.42,18,26.71
"4911","Prairie",2020-11-03,51,252,5,7.28,1,61.86
"4912","Pulaski",2020-11-03,881,12591,222,6.52,73,22.39
"4913","Randolph",2020-11-03,57,700,26,8.86,5,32.38
"4914","Saline",2020-11-03,299,3110,36,6.67,27,25.34
"4915","Scott",2020-11-03,38,235,2,4.91,2,36.39
"4916","Searcy",2020-11-03,32,219,1,6.15,5,40.39
"4917","Sebastian",2020-11-03,389,5166,103,7.3,33,30.52
"4918","Sevier",2020-11-03,90,1436,16,15.79,19,52.35
"4919","Sharp",2020-11-03,57,394,10,6.09,6,33.44
"4920","St.Francis",2020-11-03,123,1813,10,10.95,8,46.78
"4921","Stone",2020-11-03,12,410,22,8.51,1,9.64
"4922","Union",2020-11-03,50,1199,52,8.98,1,12.58
"4923","VanBuren",2020-11-03,13,217,3,3.57,2,7.79
"4924","Washington",2020-11-03,646,11995,155,10.47,83,28.27
"4925","White",2020-11-03,266,1677,35,6.6,26,33.75
"4926","Woodruff",2020-11-03,36,144,0,5.59,1,54.05
"4927","Yell",2020-11-03,30,1372,32,8.95,0,13.91
"4928","Arkansas_all_counties",2020-11-04,10010,115812,2026,8,1293,33.47
"4929","Arkansas_county",2020-11-04,96,744,20,7.22,10,52.97
"4930","Ashley",2020-11-04,59,586,13,7.93,6,28.73
"4931","Baxter",2020-11-04,149,824,12,10.12,23,36.15
"4932","Benton",2020-11-04,709,8838,126,8.69,91,27.38
"4933","Boone",2020-11-04,105,1130,38,6.95,16,28.16
"4934","Bradley",2020-11-04,10,376,8,7.33,1,9.13
"4935","Calhoun",2020-11-04,7,60,0,2.87,0,13.46
"4936","Carroll",2020-11-04,62,1064,19,10.15,8,22.23
"4937","Chicot",2020-11-04,14,1059,23,14.85,2,12.93
"4938","Clark",2020-11-04,60,553,6,5.32,10,26.8
"4939","Clay",2020-11-04,55,536,15,7.27,12,36.52
"4940","Cleburne",2020-11-04,44,516,17,5.2,10,17.44
"4941","Cleveland",2020-11-04,40,270,13,6.35,8,48.63
"4942","Columbia",2020-11-04,68,768,22,9.32,4,28.46
"4943","Conway",2020-11-04,22,367,4,4.1,7,10.52
"4944","Craighead",2020-11-04,622,5117,50,9.12,112,58.85
"4945","Crawford",2020-11-04,230,2250,31,7.03,26,36.82
"4946","Crittenden",2020-11-04,225,2588,53,12.72,27,45.91
"4947","Cross",2020-11-04,55,635,22,8.57,0,32.36
"4948","Dallas",2020-11-04,3,190,6,6.27,2,4.04
"4949","Desha",2020-11-04,48,441,7,7.81,6,40.38
"4950","Drew",2020-11-04,28,454,7,5.44,10,15.13
"4951","Faulkner",2020-11-04,255,3610,42,6.38,28,20.83
"4952","Franklin",2020-11-04,83,589,2,5.99,4,46.68
"4953","Fulton",2020-11-04,39,355,11,10.98,4,32.13
"4954","Garland",2020-11-04,283,2700,76,6.07,34,28.79
"4955","Grant",2020-11-04,31,392,4,5.13,6,17.14
"4956","Greene",2020-11-04,305,1762,20,7.83,48,68.35
"4957","Hempstead",2020-11-04,74,627,5,8.07,22,33.61
"4958","HotSpring",2020-11-04,198,2352,37,11.16,50,59.07
"4959","Howard",2020-11-04,45,631,14,12,3,33.61
"4960","Independence",2020-11-04,64,1558,61,9.02,17,17.17
"4961","Izard",2020-11-04,126,689,2,10.25,4,92.93
"4962","Jackson",2020-11-04,246,935,6,8.41,5,142.82
"4963","Jefferson",2020-11-04,265,4393,102,9.44,64,37.63
"4964","Johnson",2020-11-04,52,1069,9,9,4,19.78
"4965","Lafayette",2020-11-04,39,213,3,12.08,6,56.4
"4966","Lawrence",2020-11-04,100,917,22,12.4,15,59.99
"4967","Lee",2020-11-04,10,1117,18,17.88,2,10.64
"4968","Lincoln",2020-11-04,53,2349,18,19.25,10,38.7
"4969","LittleRiver",2020-11-04,36,502,37,16.95,11,28.99
"4970","Logan",2020-11-04,29,619,5,5.57,2,13.33
"4971","Lonoke",2020-11-04,202,1923,34,6.07,25,27.98
"4972","Madison",2020-11-04,28,455,6,7.5,5,17.42
"4973","Marion",2020-11-04,41,193,2,4.77,10,24.94
"4974","Miller",2020-11-04,239,1701,22,15.76,38,54.62
"4975","MissingCountyInfo",2020-11-04,362,1604,0,2.35,-134,NA
"4976","Mississippi",2020-11-04,231,2478,70,14.01,30,53.93
"4977","Monroe",2020-11-04,27,235,2,6.83,0,37.25
"4978","Montgomery",2020-11-04,9,195,8,6.06,4,10.01
"4979","Nevada",2020-11-04,41,346,14,6.53,6,48.58
"4980","Newton",2020-11-04,24,328,21,10.96,1,30.58
"4981","Ouachita",2020-11-04,39,410,9,5.03,3,16.18
"4982","Perry",2020-11-04,30,165,2,3.27,9,29.06
"4983","Phillips",2020-11-04,56,793,16,8.08,1,29.42
"4984","Pike",2020-11-04,15,281,1,8.59,3,13.88
"4985","Poinsett",2020-11-04,230,1258,28,9.12,33,95.62
"4986","Polk",2020-11-04,38,394,5,6.28,9,18.85
"4987","Pope",2020-11-04,181,2896,38,8.47,38,28.44
"4988","Prairie",2020-11-04,58,262,5,7.49,10,70.35
"4989","Pulaski",2020-11-04,905,12719,226,6.54,128,23
"4990","Randolph",2020-11-04,64,714,26,8.95,14,36.36
"4991","Saline",2020-11-04,331,3173,38,6.75,63,28.05
"4992","Scott",2020-11-04,33,236,2,4.85,1,31.6
"4993","Searcy",2020-11-04,31,222,1,6.2,3,39.13
"4994","Sebastian",2020-11-04,406,5219,105,7.33,53,31.85
"4995","Sevier",2020-11-04,99,1458,16,15.89,22,57.58
"4996","Sharp",2020-11-04,58,401,10,5.99,7,34.03
"4997","St.Francis",2020-11-04,119,1816,10,10.93,3,45.26
"4998","Stone",2020-11-04,10,411,22,8.48,1,8.03
"4999","Union",2020-11-04,62,1220,52,9.11,21,15.6
"5000","VanBuren",2020-11-04,12,217,3,3.56,0,7.19
"5001","Washington",2020-11-04,654,12097,157,10.46,102,28.62
"5002","White",2020-11-04,268,1727,37,6.74,50,34.01
"5003","Woodruff",2020-11-04,32,146,0,5.66,2,48.05
"5004","Yell",2020-11-04,31,1374,32,8.87,2,14.37
"5005","Arkansas_all_counties",2020-11-05,10493,117360,2037,8.02,1548,35.09
"5006","Arkansas_county",2020-11-05,97,760,20,7.24,16,53.52
"5007","Ashley",2020-11-05,62,594,13,7.95,8,30.19
"5008","Baxter",2020-11-05,144,848,12,10.29,24,34.94
"5009","Benton",2020-11-05,830,9060,127,8.8,222,32.05
"5010","Boone",2020-11-05,112,1145,38,6.97,15,30.04
"5011","Bradley",2020-11-05,11,380,8,7.37,4,10.05
"5012","Calhoun",2020-11-05,18,71,0,3.37,11,34.6
"5013","Carroll",2020-11-05,62,1070,19,10.1,6,22.23
"5014","Chicot",2020-11-05,12,1059,23,14.74,0,11.08
"5015","Clark",2020-11-05,65,564,6,5.38,11,29.04
"5016","Clay",2020-11-05,59,544,15,7.3,8,39.17
"5017","Cleburne",2020-11-05,59,534,17,5.33,18,23.38
"5018","Cleveland",2020-11-05,42,274,13,6.41,4,51.06
"5019","Columbia",2020-11-05,71,777,22,9.23,9,29.72
"5020","Conway",2020-11-05,35,382,4,4.23,15,16.74
"5021","Craighead",2020-11-05,648,5193,52,9.15,76,61.31
"5022","Crawford",2020-11-05,252,2291,31,7.1,41,40.34
"5023","Crittenden",2020-11-05,225,2614,53,12.71,26,45.91
"5024","Cross",2020-11-05,43,629,23,8.44,-6,25.3
"5025","Dallas",2020-11-05,5,192,6,6.26,2,6.73
"5026","Desha",2020-11-05,51,447,8,7.87,6,42.9
"5027","Drew",2020-11-05,38,464,7,5.49,10,20.54
"5028","Faulkner",2020-11-05,273,3648,42,6.4,38,22.3
"5029","Franklin",2020-11-05,68,595,2,5.99,6,38.25
"5030","Fulton",2020-11-05,51,373,11,11.35,18,42.01
"5031","Garland",2020-11-05,274,2748,76,6.1,48,27.87
"5032","Grant",2020-11-05,36,400,4,5.19,8,19.9
"5033","Greene",2020-11-05,300,1793,21,7.85,31,67.23
"5034","Hempstead",2020-11-05,77,635,5,8.11,8,34.97
"5035","HotSpring",2020-11-05,166,2361,38,11.06,9,49.52
"5036","Howard",2020-11-05,65,658,14,12.39,27,48.55
"5037","Independence",2020-11-05,68,1573,62,9.05,15,18.25
"5038","Izard",2020-11-05,127,691,2,10.13,2,93.66
"5039","Jackson",2020-11-05,273,968,6,8.64,33,158.49
"5040","Jefferson",2020-11-05,277,4416,102,9.45,23,39.33
"5041","Johnson",2020-11-05,50,1075,9,8.97,6,19.02
"5042","Lafayette",2020-11-05,35,214,3,11.96,1,50.61
"5043","Lawrence",2020-11-05,96,926,22,12.4,9,57.59
"5044","Lee",2020-11-05,9,1116,18,17.84,-1,9.58
"5045","Lincoln",2020-11-05,46,2351,18,19.19,2,33.59
"5046","LittleRiver",2020-11-05,36,507,37,17.03,5,28.99
"5047","Logan",2020-11-05,26,625,5,5.54,6,11.95
"5048","Lonoke",2020-11-05,201,1951,34,6.11,28,27.84
"5049","Madison",2020-11-05,29,458,6,7.47,3,18.04
"5050","Marion",2020-11-05,51,203,2,4.96,10,31.03
"5051","Miller",2020-11-05,232,1729,22,15.88,28,53.02
"5052","MissingCountyInfo",2020-11-05,336,1599,0,2.29,-5,NA
"5053","Mississippi",2020-11-05,241,2511,70,14.04,33,56.27
"5054","Monroe",2020-11-05,35,244,2,6.97,9,48.28
"5055","Montgomery",2020-11-05,8,195,8,6.04,0,8.9
"5056","Nevada",2020-11-05,40,351,14,6.57,5,47.39
"5057","Newton",2020-11-05,25,332,21,10.75,4,31.86
"5058","Ouachita",2020-11-05,41,418,9,5.09,8,17.01
"5059","Perry",2020-11-05,31,168,2,3.3,3,30.03
"5060","Phillips",2020-11-05,48,795,16,8.08,2,25.22
"5061","Pike",2020-11-05,16,287,1,8.71,6,14.8
"5062","Poinsett",2020-11-05,220,1281,28,9.21,23,91.46
"5063","Polk",2020-11-05,53,410,5,6.47,16,26.29
"5064","Pope",2020-11-05,199,2924,38,8.46,28,31.27
"5065","Prairie",2020-11-05,55,266,5,7.53,4,66.72
"5066","Pulaski",2020-11-05,965,12863,226,6.56,144,24.53
"5067","Randolph",2020-11-05,59,718,26,8.88,4,33.52
"5068","Saline",2020-11-05,360,3229,39,6.78,56,30.51
"5069","Scott",2020-11-05,43,249,2,5,13,41.18
"5070","Searcy",2020-11-05,23,225,1,6.24,3,29.03
"5071","Sebastian",2020-11-05,453,5297,105,7.37,78,35.54
"5072","Sevier",2020-11-05,114,1478,16,15.9,20,66.31
"5073","Sharp",2020-11-05,58,407,10,6.01,6,34.03
"5074","St.Francis",2020-11-05,116,1818,10,10.89,2,44.12
"5075","Stone",2020-11-05,9,412,22,8.43,1,7.23
"5076","Union",2020-11-05,64,1234,52,8.96,14,16.11
"5077","VanBuren",2020-11-05,16,223,3,3.64,6,9.59
"5078","Washington",2020-11-05,695,12191,159,10.45,94,30.41
"5079","White",2020-11-05,295,1798,37,6.97,71,37.43
"5080","Woodruff",2020-11-05,31,147,0,5.61,1,46.55
"5081","Yell",2020-11-05,37,1384,32,8.78,10,17.15
"5082","Arkansas_all_counties",2020-11-06,11414,119230,2056,8.06,1870,38.17
"5083","Arkansas_county",2020-11-06,95,766,20,7.23,6,52.42
"5084","Ashley",2020-11-06,70,605,13,8.02,11,34.08
"5085","Baxter",2020-11-06,163,880,12,10.52,32,39.54
"5086","Benton",2020-11-06,927,9226,129,8.86,166,35.79
"5087","Boone",2020-11-06,109,1165,38,7,20,29.23
"5088","Bradley",2020-11-06,12,382,8,7.37,2,10.96
