"","Date","Name","Cumulative_Total","Active_Cases","Cumulative_Student_Cases","Cumulative_Faculty_Staff_Cases","Type"
"1771",2021-09-02,"MCGEHEE SCHOOL DIST",17,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2422",2021-08-23,"MCGEHEE SCHOOL DIST",7,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"66",2021-10-04,"MELBOURNE SCHOOL DIST",23,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"6310",2021-09-30,"MELBOURNE SCHOOL DIST",20,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"289",2021-09-27,"MELBOURNE SCHOOL DIST",15,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"678",2021-09-20,"MELBOURNE SCHOOL DIST",10,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"896",2021-09-16,"MELBOURNE SCHOOL DIST",10,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"240",2021-09-27,"MENA SCHOOL DIST",108,8,74,19,"PUBLIC SCHOOL DISTRICT"
"393",2021-09-23,"MENA SCHOOL DIST",107,13,73,19,"PUBLIC SCHOOL DISTRICT"
"558",2021-09-20,"MENA SCHOOL DIST",106,19,73,18,"PUBLIC SCHOOL DISTRICT"
"778",2021-09-16,"MENA SCHOOL DIST",103,19,69,18,"PUBLIC SCHOOL DISTRICT"
"1025",2021-09-13,"MENA SCHOOL DIST",91,14,64,15,"PUBLIC SCHOOL DISTRICT"
"1180",2021-09-09,"MENA SCHOOL DIST",86,31,60,14,"PUBLIC SCHOOL DISTRICT"
"1381",2021-09-06,"MENA SCHOOL DIST",78,51,56,13,"PUBLIC SCHOOL DISTRICT"
"1631",2021-09-02,"MENA SCHOOL DIST",71,51,49,11,"PUBLIC SCHOOL DISTRICT"
"1909",2021-08-30,"MENA SCHOOL DIST",42,23,28,6,"PUBLIC SCHOOL DISTRICT"
"2157",2021-08-26,"MENA SCHOOL DIST",31,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2378",2021-08-23,"MENA SCHOOL DIST",17,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2497",2021-08-19,"MENA SCHOOL DIST",15,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2620",2021-08-16,"MENA SCHOOL DIST",12,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"84",2021-10-04,"MIDLAND SCHOOL DIST",45,7,33,8,"PUBLIC SCHOOL DISTRICT"
"12010",2021-09-30,"MIDLAND SCHOOL DIST",42,5,30,8,"PUBLIC SCHOOL DISTRICT"
"265",2021-09-27,"MIDLAND SCHOOL DIST",39,6,28,7,"PUBLIC SCHOOL DISTRICT"
"446",2021-09-23,"MIDLAND SCHOOL DIST",37,7,27,6,"PUBLIC SCHOOL DISTRICT"
"661",2021-09-20,"MIDLAND SCHOOL DIST",33,6,24,5,"PUBLIC SCHOOL DISTRICT"
"840",2021-09-16,"MIDLAND SCHOOL DIST",31,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1080",2021-09-13,"MIDLAND SCHOOL DIST",28,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1283",2021-09-09,"MIDLAND SCHOOL DIST",22,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1493",2021-09-06,"MIDLAND SCHOOL DIST",19,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1736",2021-09-02,"MIDLAND SCHOOL DIST",19,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2038",2021-08-30,"MIDLAND SCHOOL DIST",10,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1478",2021-09-06,"MINERAL SPRINGS SCHOOL DIST",25,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1715",2021-09-02,"MINERAL SPRINGS SCHOOL DIST",22,16,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1931",2021-08-30,"MINERAL SPRINGS SCHOOL DIST",19,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2167",2021-08-26,"MINERAL SPRINGS SCHOOL DIST",14,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"85",2021-10-04,"MONTICELLO SCHOOL DIST",87,7,72,10,"PUBLIC SCHOOL DISTRICT"
"9210",2021-09-30,"MONTICELLO SCHOOL DIST",85,7,70,10,"PUBLIC SCHOOL DISTRICT"
"253",2021-09-27,"MONTICELLO SCHOOL DIST",80,7,66,10,"PUBLIC SCHOOL DISTRICT"
"399",2021-09-23,"MONTICELLO SCHOOL DIST",80,12,66,10,"PUBLIC SCHOOL DISTRICT"
"572",2021-09-20,"MONTICELLO SCHOOL DIST",78,16,65,9,"PUBLIC SCHOOL DISTRICT"
"765",2021-09-16,"MONTICELLO SCHOOL DIST",75,23,60,9,"PUBLIC SCHOOL DISTRICT"
"1035",2021-09-13,"MONTICELLO SCHOOL DIST",60,13,48,9,"PUBLIC SCHOOL DISTRICT"
"1222",2021-09-09,"MONTICELLO SCHOOL DIST",51,17,41,7,"PUBLIC SCHOOL DISTRICT"
"1445",2021-09-06,"MONTICELLO SCHOOL DIST",46,20,37,5,"PUBLIC SCHOOL DISTRICT"
"1702",2021-09-02,"MONTICELLO SCHOOL DIST",36,18,28,5,"PUBLIC SCHOOL DISTRICT"
"1947",2021-08-30,"MONTICELLO SCHOOL DIST",28,15,21,5,"PUBLIC SCHOOL DISTRICT"
"2158",2021-08-26,"MONTICELLO SCHOOL DIST",23,14,13,5,"PUBLIC SCHOOL DISTRICT"
"2379",2021-08-23,"MONTICELLO SCHOOL DIST",16,8,9,5,"PUBLIC SCHOOL DISTRICT"
"2544",2021-08-19,"MONTICELLO SCHOOL DIST",13,6,7,5,"PUBLIC SCHOOL DISTRICT"
"860",2021-09-16,"MOUNT IDA SCHOOL DIST",34,8,24,8,"PUBLIC SCHOOL DISTRICT"
"1068",2021-09-13,"MOUNT IDA SCHOOL DIST",33,9,23,8,"PUBLIC SCHOOL DISTRICT"
"1267",2021-09-09,"MOUNT IDA SCHOOL DIST",27,10,17,8,"PUBLIC SCHOOL DISTRICT"
"1537",2021-09-06,"MOUNT IDA SCHOOL DIST",20,7,13,6,"PUBLIC SCHOOL DISTRICT"
"1807",2021-09-02,"MOUNT IDA SCHOOL DIST",17,5,12,5,"PUBLIC SCHOOL DISTRICT"
"2039",2021-08-30,"MOUNT IDA SCHOOL DIST",14,5,9,5,"PUBLIC SCHOOL DISTRICT"
"2247",2021-08-26,"MOUNT IDA SCHOOL DIST",13,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2423",2021-08-23,"MOUNT IDA SCHOOL DIST",10,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2526",2021-08-19,"MOUNT IDA SCHOOL DIST",9,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"12110",2021-09-30,"MOUNTAIN HOME SCHOOL DIST",119,5,92,16,"PUBLIC SCHOOL DISTRICT"
"290",2021-09-27,"MOUNTAIN HOME SCHOOL DIST",118,5,91,16,"PUBLIC SCHOOL DISTRICT"
"447",2021-09-23,"MOUNTAIN HOME SCHOOL DIST",117,7,89,16,"PUBLIC SCHOOL DISTRICT"
"623",2021-09-20,"MOUNTAIN HOME SCHOOL DIST",115,9,88,16,"PUBLIC SCHOOL DISTRICT"
"817",2021-09-16,"MOUNTAIN HOME SCHOOL DIST",113,13,86,16,"PUBLIC SCHOOL DISTRICT"
"1049",2021-09-13,"MOUNTAIN HOME SCHOOL DIST",107,11,81,15,"PUBLIC SCHOOL DISTRICT"
"1248",2021-09-09,"MOUNTAIN HOME SCHOOL DIST",101,13,75,14,"PUBLIC SCHOOL DISTRICT"
"1422",2021-09-06,"MOUNTAIN HOME SCHOOL DIST",99,26,74,14,"PUBLIC SCHOOL DISTRICT"
"1657",2021-09-02,"MOUNTAIN HOME SCHOOL DIST",97,32,71,14,"PUBLIC SCHOOL DISTRICT"
"1881",2021-08-30,"MOUNTAIN HOME SCHOOL DIST",86,33,63,14,"PUBLIC SCHOOL DISTRICT"
"2106",2021-08-26,"MOUNTAIN HOME SCHOOL DIST",78,30,55,14,"PUBLIC SCHOOL DISTRICT"
"2326",2021-08-23,"MOUNTAIN HOME SCHOOL DIST",51,16,36,12,"PUBLIC SCHOOL DISTRICT"
"2472",2021-08-19,"MOUNTAIN HOME SCHOOL DIST",43,23,29,12,"PUBLIC SCHOOL DISTRICT"
"2604",2021-08-16,"MOUNTAIN HOME SCHOOL DIST",38,22,25,10,"PUBLIC SCHOOL DISTRICT"
"1538",2021-09-06,"MOUNTAIN PINE SCHOOL DIST",20,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1761",2021-09-02,"MOUNTAIN PINE SCHOOL DIST",18,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1968",2021-08-30,"MOUNTAIN PINE SCHOOL DIST",15,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2213",2021-08-26,"MOUNTAIN PINE SCHOOL DIST",11,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"86",2021-10-04,"MOUNTAIN VIEW SCHOOL DIST",68,7,52,9,"PUBLIC SCHOOL DISTRICT"
"4410",2021-09-30,"MOUNTAIN VIEW SCHOOL DIST",68,15,52,9,"PUBLIC SCHOOL DISTRICT"
"210",2021-09-27,"MOUNTAIN VIEW SCHOOL DIST",64,12,50,7,"PUBLIC SCHOOL DISTRICT"
"410",2021-09-23,"MOUNTAIN VIEW SCHOOL DIST",61,11,48,6,"PUBLIC SCHOOL DISTRICT"
"597",2021-09-20,"MOUNTAIN VIEW SCHOOL DIST",53,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"823",2021-09-16,"MOUNTAIN VIEW SCHOOL DIST",52,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1058",2021-09-13,"MOUNTAIN VIEW SCHOOL DIST",45,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1310",2021-09-09,"MOUNTAIN VIEW SCHOOL DIST",39,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1479",2021-09-06,"MOUNTAIN VIEW SCHOOL DIST",35,14,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1711",2021-09-02,"MOUNTAIN VIEW SCHOOL DIST",34,17,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1914",2021-08-30,"MOUNTAIN VIEW SCHOOL DIST",33,21,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2178",2021-08-26,"MOUNTAIN VIEW SCHOOL DIST",25,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2424",2021-08-23,"MOUNTAIN VIEW SCHOOL DIST",12,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"647",2021-09-20,"MOUNTAINBURG SCHOOL DIST",31,7,21,5,"PUBLIC SCHOOL DISTRICT"
"829",2021-09-16,"MOUNTAINBURG SCHOOL DIST",30,11,20,5,"PUBLIC SCHOOL DISTRICT"
"1069",2021-09-13,"MOUNTAINBURG SCHOOL DIST",27,9,17,5,"PUBLIC SCHOOL DISTRICT"
"1284",2021-09-09,"MOUNTAINBURG SCHOOL DIST",21,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1796",2021-09-02,"MOUNTAINBURG SCHOOL DIST",14,6,9,0,"PUBLIC SCHOOL DISTRICT"
"2026",2021-08-30,"MOUNTAINBURG SCHOOL DIST",11,6,8,0,"PUBLIC SCHOOL DISTRICT"
"2214",2021-08-26,"MOUNTAINBURG SCHOOL DIST",11,8,8,0,"PUBLIC SCHOOL DISTRICT"
"636",2021-09-20,"MT. VERNON/ENOLA SCHOOL DIST",29,8,23,5,"PUBLIC SCHOOL DISTRICT"
"848",2021-09-16,"MT. VERNON/ENOLA SCHOOL DIST",27,9,21,5,"PUBLIC SCHOOL DISTRICT"
"1081",2021-09-13,"MT. VERNON/ENOLA SCHOOL DIST",25,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1298",2021-09-09,"MT. VERNON/ENOLA SCHOOL DIST",20,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1566",2021-09-06,"MT. VERNON/ENOLA SCHOOL DIST",17,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1808",2021-09-02,"MT. VERNON/ENOLA SCHOOL DIST",16,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2027",2021-08-30,"MT. VERNON/ENOLA SCHOOL DIST",14,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2559",2021-08-19,"MT. VERNON/ENOLA SCHOOL DIST",8,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"679",2021-09-20,"MULBERRY/PLEASANT VIEW BI",21,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"886",2021-09-16,"MULBERRY/PLEASANT VIEW BI",20,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1059",2021-09-13,"MULBERRY/PLEASANT VIEW BI",17,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1268",2021-09-09,"MULBERRY/PLEASANT VIEW BI",15,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1539",2021-09-06,"MULBERRY/PLEASANT VIEW BI",11,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1797",2021-09-02,"MULBERRY/PLEASANT VIEW BI",8,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"87",2021-10-04,"NASHVILLE SCHOOL DIST",86,7,NA,NA,"PUBLIC SCHOOL DISTRICT"
"6410",2021-09-30,"NASHVILLE SCHOOL DIST",87,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"241",2021-09-27,"NASHVILLE SCHOOL DIST",80,8,NA,NA,"PUBLIC SCHOOL DISTRICT"
"419",2021-09-23,"NASHVILLE SCHOOL DIST",78,10,NA,NA,"PUBLIC SCHOOL DISTRICT"
"624",2021-09-20,"NASHVILLE SCHOOL DIST",75,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"824",2021-09-16,"NASHVILLE SCHOOL DIST",74,12,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1026",2021-09-13,"NASHVILLE SCHOOL DIST",67,14,65,0,"PUBLIC SCHOOL DISTRICT"
"1223",2021-09-09,"NASHVILLE SCHOOL DIST",61,17,58,0,"PUBLIC SCHOOL DISTRICT"
"1424",2021-09-06,"NASHVILLE SCHOOL DIST",57,24,56,0,"PUBLIC SCHOOL DISTRICT"
"1664",2021-09-02,"NASHVILLE SCHOOL DIST",53,29,52,0,"PUBLIC SCHOOL DISTRICT"
"1882",2021-08-30,"NASHVILLE SCHOOL DIST",46,33,45,0,"PUBLIC SCHOOL DISTRICT"
"2110",2021-08-26,"NASHVILLE SCHOOL DIST",40,28,37,0,"PUBLIC SCHOOL DISTRICT"
"2335",2021-08-23,"NASHVILLE SCHOOL DIST",23,14,22,0,"PUBLIC SCHOOL DISTRICT"
"2527",2021-08-19,"NASHVILLE SCHOOL DIST",12,7,12,0,"PUBLIC SCHOOL DISTRICT"
"2643",2021-08-16,"NASHVILLE SCHOOL DIST",11,8,11,0,"PUBLIC SCHOOL DISTRICT"
"142",2021-09-30,"NATIONAL PARK COLLEGE, HOT SPRINGS",51,6,NA,NA,"COLLEGE/UNIVERSITY"
"308",2021-09-27,"NATIONAL PARK COLLEGE, HOT SPRINGS",50,9,NA,NA,"COLLEGE/UNIVERSITY"
"502",2021-09-23,"NATIONAL PARK COLLEGE, HOT SPRINGS",48,10,NA,NA,"COLLEGE/UNIVERSITY"
"707",2021-09-20,"NATIONAL PARK COLLEGE, HOT SPRINGS",43,10,NA,NA,"COLLEGE/UNIVERSITY"
"927",2021-09-16,"NATIONAL PARK COLLEGE, HOT SPRINGS",39,6,NA,NA,"COLLEGE/UNIVERSITY"
"1136",2021-09-13,"NATIONAL PARK COLLEGE, HOT SPRINGS",36,6,NA,NA,"COLLEGE/UNIVERSITY"
"1351",2021-09-09,"NATIONAL PARK COLLEGE, HOT SPRINGS",33,6,NA,NA,"COLLEGE/UNIVERSITY"
"1590",2021-09-06,"NATIONAL PARK COLLEGE, HOT SPRINGS",32,11,NA,NA,"COLLEGE/UNIVERSITY"
"1835",2021-09-02,"NATIONAL PARK COLLEGE, HOT SPRINGS",28,11,NA,NA,"COLLEGE/UNIVERSITY"
"2062",2021-08-30,"NATIONAL PARK COLLEGE, HOT SPRINGS",24,12,NA,NA,"COLLEGE/UNIVERSITY"
"2274",2021-08-26,"NATIONAL PARK COLLEGE, HOT SPRINGS",20,12,NA,NA,"COLLEGE/UNIVERSITY"
"2446",2021-08-23,"NATIONAL PARK COLLEGE, HOT SPRINGS",11,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"887",2021-09-16,"NEMO VISTA SCHOOL DIST",15,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1104",2021-09-13,"NEMO VISTA SCHOOL DIST",12,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1549",2021-09-06,"NEMO VISTA SCHOOL DIST",8,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1809",2021-09-02,"NEMO VISTA SCHOOL DIST",6,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2040",2021-08-30,"NEMO VISTA SCHOOL DIST",6,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"23",2021-10-04,"NETTLETON SCHOOL DIST",158,18,110,24,"PUBLIC SCHOOL DISTRICT"
"2710",2021-09-30,"NETTLETON SCHOOL DIST",151,20,108,19,"PUBLIC SCHOOL DISTRICT"
"194",2021-09-27,"NETTLETON SCHOOL DIST",144,17,103,16,"PUBLIC SCHOOL DISTRICT"
"357",2021-09-23,"NETTLETON SCHOOL DIST",138,23,99,15,"PUBLIC SCHOOL DISTRICT"
"563",2021-09-20,"NETTLETON SCHOOL DIST",130,18,91,15,"PUBLIC SCHOOL DISTRICT"
"779",2021-09-16,"NETTLETON SCHOOL DIST",124,19,83,15,"PUBLIC SCHOOL DISTRICT"
"1010",2021-09-13,"NETTLETON SCHOOL DIST",113,17,77,14,"PUBLIC SCHOOL DISTRICT"
"1193",2021-09-09,"NETTLETON SCHOOL DIST",108,26,74,13,"PUBLIC SCHOOL DISTRICT"
"1395",2021-09-06,"NETTLETON SCHOOL DIST",101,38,69,13,"PUBLIC SCHOOL DISTRICT"
"1636",2021-09-02,"NETTLETON SCHOOL DIST",95,41,64,12,"PUBLIC SCHOOL DISTRICT"
"1875",2021-08-30,"NETTLETON SCHOOL DIST",77,38,48,11,"PUBLIC SCHOOL DISTRICT"
"2099",2021-08-26,"NETTLETON SCHOOL DIST",63,38,39,7,"PUBLIC SCHOOL DISTRICT"
"2311",2021-08-23,"NETTLETON SCHOOL DIST",44,28,29,5,"PUBLIC SCHOOL DISTRICT"
"2475",2021-08-19,"NETTLETON SCHOOL DIST",31,21,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2617",2021-08-16,"NETTLETON SCHOOL DIST",19,13,NA,NA,"PUBLIC SCHOOL DISTRICT"
"12210",2021-09-30,"NEVADA SCHOOL DIST",55,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"625",2021-09-20,"NEVADA SCHOOL DIST",48,9,NA,NA,"PUBLIC SCHOOL DISTRICT"
"780",2021-09-16,"NEVADA SCHOOL DIST",47,19,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1003",2021-09-13,"NEVADA SCHOOL DIST",43,18,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1259",2021-09-09,"NEVADA SCHOOL DIST",32,11,31,0,"PUBLIC SCHOOL DISTRICT"
"1484",2021-09-06,"NEVADA SCHOOL DIST",27,13,27,0,"PUBLIC SCHOOL DISTRICT"
"1693",2021-09-02,"NEVADA SCHOOL DIST",23,19,23,0,"PUBLIC SCHOOL DISTRICT"
"1940",2021-08-30,"NEVADA SCHOOL DIST",17,16,17,0,"PUBLIC SCHOOL DISTRICT"
"2159",2021-08-26,"NEVADA SCHOOL DIST",16,14,15,0,"PUBLIC SCHOOL DISTRICT"
"67",2021-10-04,"NEWPORT SCHOOL DIST",94,9,74,14,"PUBLIC SCHOOL DISTRICT"
"6510",2021-09-30,"NEWPORT SCHOOL DIST",94,10,73,14,"PUBLIC SCHOOL DISTRICT"
"214",2021-09-27,"NEWPORT SCHOOL DIST",87,11,70,10,"PUBLIC SCHOOL DISTRICT"
"383",2021-09-23,"NEWPORT SCHOOL DIST",84,15,69,9,"PUBLIC SCHOOL DISTRICT"
"568",2021-09-20,"NEWPORT SCHOOL DIST",79,17,66,7,"PUBLIC SCHOOL DISTRICT"
"810",2021-09-16,"NEWPORT SCHOOL DIST",71,14,59,6,"PUBLIC SCHOOL DISTRICT"
"986",2021-09-13,"NEWPORT SCHOOL DIST",67,22,56,6,"PUBLIC SCHOOL DISTRICT"
"1182",2021-09-09,"NEWPORT SCHOOL DIST",59,30,50,5,"PUBLIC SCHOOL DISTRICT"
"1417",2021-09-06,"NEWPORT SCHOOL DIST",51,27,44,5,"PUBLIC SCHOOL DISTRICT"
"1694",2021-09-02,"NEWPORT SCHOOL DIST",40,19,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1928",2021-08-30,"NEWPORT SCHOOL DIST",26,18,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2135",2021-08-26,"NEWPORT SCHOOL DIST",23,18,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2351",2021-08-23,"NEWPORT SCHOOL DIST",14,11,NA,NA,"PUBLIC SCHOOL DISTRICT"
"291",2021-09-27,"NORFORK SCHOOL DIST",11,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"477",2021-09-23,"NORFORK SCHOOL DIST",11,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
"662",2021-09-20,"NORFORK SCHOOL DIST",10,6,NA,NA,"PUBLIC SCHOOL DISTRICT"
"26",2021-10-04,"NORTH LITTLE ROCK SCHOOL DIST",165,16,119,22,"PUBLIC SCHOOL DISTRICT"
"3810",2021-09-30,"NORTH LITTLE ROCK SCHOOL DIST",158,16,115,20,"PUBLIC SCHOOL DISTRICT"
"183",2021-09-27,"NORTH LITTLE ROCK SCHOOL DIST",153,20,110,20,"PUBLIC SCHOOL DISTRICT"
"369",2021-09-23,"NORTH LITTLE ROCK SCHOOL DIST",146,19,103,20,"PUBLIC SCHOOL DISTRICT"
"588",2021-09-20,"NORTH LITTLE ROCK SCHOOL DIST",134,13,96,19,"PUBLIC SCHOOL DISTRICT"
"773",2021-09-16,"NORTH LITTLE ROCK SCHOOL DIST",129,20,93,17,"PUBLIC SCHOOL DISTRICT"
"971",2021-09-13,"NORTH LITTLE ROCK SCHOOL DIST",122,28,87,16,"PUBLIC SCHOOL DISTRICT"
"1178",2021-09-09,"NORTH LITTLE ROCK SCHOOL DIST",114,32,81,14,"PUBLIC SCHOOL DISTRICT"
"1394",2021-09-06,"NORTH LITTLE ROCK SCHOOL DIST",104,39,74,12,"PUBLIC SCHOOL DISTRICT"
"1650",2021-09-02,"NORTH LITTLE ROCK SCHOOL DIST",95,35,66,11,"PUBLIC SCHOOL DISTRICT"
"1888",2021-08-30,"NORTH LITTLE ROCK SCHOOL DIST",81,31,56,11,"PUBLIC SCHOOL DISTRICT"
"2112",2021-08-26,"NORTH LITTLE ROCK SCHOOL DIST",68,27,46,10,"PUBLIC SCHOOL DISTRICT"
"2312",2021-08-23,"NORTH LITTLE ROCK SCHOOL DIST",55,27,37,8,"PUBLIC SCHOOL DISTRICT"
"2466",2021-08-19,"NORTH LITTLE ROCK SCHOOL DIST",45,29,29,8,"PUBLIC SCHOOL DISTRICT"
"2607",2021-08-16,"NORTH LITTLE ROCK SCHOOL DIST",32,21,17,7,"PUBLIC SCHOOL DISTRICT"
"143",2021-09-30,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",84,6,38,5,"COLLEGE/UNIVERSITY"
"313",2021-09-27,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",82,7,37,5,"COLLEGE/UNIVERSITY"
"501",2021-09-23,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",81,11,37,5,"COLLEGE/UNIVERSITY"
"700",2021-09-20,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",76,16,35,5,"COLLEGE/UNIVERSITY"
"914",2021-09-16,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",72,20,32,5,"COLLEGE/UNIVERSITY"
"1129",2021-09-13,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",62,13,29,5,"COLLEGE/UNIVERSITY"
"1348",2021-09-09,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",52,9,22,5,"COLLEGE/UNIVERSITY"
"1588",2021-09-06,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",48,17,21,5,"COLLEGE/UNIVERSITY"
"1831",2021-09-02,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",42,18,NA,NA,"COLLEGE/UNIVERSITY"
"2059",2021-08-30,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",36,14,NA,NA,"COLLEGE/UNIVERSITY"
"2279",2021-08-26,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",24,8,NA,NA,"COLLEGE/UNIVERSITY"
"2581",2021-08-19,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",13,6,NA,NA,"COLLEGE/UNIVERSITY"
"2678",2021-08-16,"NORTHWEST ARKANSAS COMMUNITY COLLEGE, BENTONVILLE",11,7,NA,NA,"COLLEGE/UNIVERSITY"
"2567",2021-08-19,"NUMBER OF SCHOOLS LISTED: 109",NA,NA,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2684",2021-08-16,"NUMBER OF SCHOOLS LISTED: 11",NA,NA,NA,NA,"COLLEGE/UNIVERSITY"
"2585",2021-08-19,"NUMBER OF SCHOOLS LISTED: 12",NA,NA,NA,NA,"COLLEGE/UNIVERSITY"
"2430",2021-08-23,"NUMBER OF SCHOOLS LISTED: 129",NA,NA,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2449",2021-08-23,"NUMBER OF SCHOOLS LISTED: 13",NA,NA,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2261",2021-08-26,"NUMBER OF SCHOOLS LISTED: 173",NA,NA,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1328",2021-09-09,"NUMBER OF SCHOOLS LISTED: 178",NA,NA,NA,NA,"PUBLIC SCHOOL DISTRICT"
"2047",2021-08-30,"NUMBER OF SCHOOLS LISTED: 186",NA,NA,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1816",2021-09-02,"NUMBER OF SCHOOLS LISTED: 199",NA,NA,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1569",2021-09-06,"NUMBER OF SCHOOLS LISTED: 203",NA,NA,NA,NA,"PUBLIC SCHOOL DISTRICT"
"1357",2021-09-09,"NUMBER OF SCHOOLS LISTED: 21",NA,NA,NA,NA,"COLLEGE/UNIVERSITY"
"2079",2021-08-30,"NUMBER OF SCHOOLS LISTED: 24",NA,NA,NA,NA,"COLLEGE/UNIVERSITY"
"2292",2021-08-26,"NUMBER OF SCHOOLS LISTED: 24",NA,NA,NA,NA,"COLLEGE/UNIVERSITY"
"1849",2021-09-02,"NUMBER OF SCHOOLS LISTED: 25",NA,NA,NA,NA,"COLLEGE/UNIVERSITY"
"1608",2021-09-06,"NUMBER OF SCHOOLS LISTED: 30",NA,NA,NA,NA,"COLLEGE/UNIVERSITY"
"2667",2021-08-16,"NUMBER OF SCHOOLS LISTED: 73",NA,NA,NA,NA,"PUBLIC SCHOOL DISTRICT"
"292",2021-09-27,"OSCEOLA SCHOOL DIST",44,5,NA,NA,"PUBLIC SCHOOL DISTRICT"
